Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,6,10637296,0,60,0.032880306243896484,34,34,0,34,34,34,0,34,0.75,uniform,False
2,96372106,6,10637297,0,60,0.06413102149963379,30,30,0,30,30,30,0,30,0.75,uniform,False
3,96372106,6,10637298,0,60,0.02109384536743164,34,34,0,34,34,34,0,34,0.75,uniform,False
4,96372106,6,10637299,0,60,0.03681349754333496,40,40,0,40,40,40,0,40,0.75,uniform,False
5,96372106,6,10637300,0,60,0.0439908504486084,46,46,0,46,46,46,0,46,0.75,uniform,False
6,96372106,6,10637301,0,60,0.06042313575744629,30,30,0,30,30,30,0,30,0.75,uniform,False
7,96372106,6,10637302,0,60,0.07523036003112793,47,47,0,47,47,47,0,47,0.75,uniform,False
8,96372106,6,10637303,0,60,0.0280911922454834,28,28,0,28,28,28,0,28,0.75,uniform,False
9,96372106,6,10637304,0,60,0.02395486831665039,29,29,0,29,29,29,0,29,0.75,uniform,False
10,96372106,6,10637305,0,60,0.0787203311920166,32,32,0,32,32,32,0,32,0.75,uniform,False
11,96372106,6,10637306,0,60,0.06641793251037598,36,36,0,36,36,36,0,36,0.75,uniform,False
12,96372106,6,10637307,0,60,0.046892642974853516,38,38,0,38,38,38,0,38,0.75,uniform,False
13,96372106,6,10637308,0,60,0.05770111083984375,38,38,0,38,38,38,0,38,0.75,uniform,False
14,96372106,6,10637309,0,60,0.02386641502380371,31,31,0,31,31,31,0,31,0.75,uniform,False
15,96372106,6,10637310,0,60,0.05168461799621582,43,43,0,43,43,43,0,43,0.75,uniform,False
16,96372106,6,10637311,0,60,0.04055285453796387,37,37,0,37,37,37,0,37,0.75,uniform,False
17,96372106,6,10637312,0,60,0.02490997314453125,28,28,0,28,28,28,0,28,0.75,uniform,False
18,96372106,6,10637313,0,60,0.06776881217956543,37,37,0,37,37,37,0,37,0.75,uniform,False
19,96372106,6,10637314,0,60,0.1957240104675293,38,38,0,38,38,38,0,38,0.75,uniform,False
20,96372106,6,10637315,0,60,0.06956601142883301,45,45,0,45,45,45,0,45,0.75,uniform,False
21,96372106,6,10637316,0,60,0.08476734161376953,44,44,0,44,44,44,0,44,0.75,uniform,False
22,96372106,6,10637317,0,60,0.031078815460205078,33,33,0,33,33,33,0,33,0.75,uniform,False
23,96372106,6,10637318,0,60,0.022803068161010742,25,25,0,25,25,25,0,25,0.75,uniform,False
24,96372106,6,10637319,0,60,0.06816554069519043,42,42,0,42,42,42,0,42,0.75,uniform,False
25,96372106,6,10637320,0,60,0.013532161712646484,24,24,0,24,24,24,0,24,0.75,uniform,False
26,96372106,6,10637321,0,60,0.05648207664489746,27,27,0,27,27,27,0,27,0.75,uniform,False
27,96372106,6,10637322,0,60,0.09310197830200195,34,34,0,34,34,34,0,34,0.75,uniform,False
28,96372106,6,10637323,0,60,0.04739260673522949,35,35,0,35,35,35,0,35,0.75,uniform,False
29,96372106,6,10637324,0,60,0.026793718338012695,30,30,0,30,30,30,0,30,0.75,uniform,False
30,96372106,6,10637325,0,60,0.023899078369140625,29,29,0,29,29,29,0,29,0.75,uniform,False
31,96372106,6,10637326,0,60,0.043788909912109375,37,37,0,37,37,37,0,37,0.75,uniform,False
32,96372106,6,10637327,0,60,0.030933856964111328,33,33,0,33,33,33,0,33,0.75,uniform,False
33,96372106,6,10637328,0,60,0.030002832412719727,40,40,0,40,40,40,0,40,0.75,uniform,False
34,96372106,6,10637329,0,60,0.05479097366333008,37,37,0,37,37,37,0,37,0.75,uniform,False
35,96372106,6,10637330,0,60,0.03918647766113281,31,31,0,31,31,31,0,31,0.75,uniform,False
36,96372106,6,10637331,0,60,0.027964115142822266,24,24,0,24,24,24,0,24,0.75,uniform,False
37,96372106,6,10637332,0,60,0.03219723701477051,28,28,0,28,28,28,0,28,0.75,uniform,False
38,96372106,6,10637333,0,60,0.022291898727416992,28,28,0,28,28,28,0,28,0.75,uniform,False
39,96372106,6,10637334,0,60,0.019185781478881836,34,34,0,34,34,34,0,34,0.75,uniform,False
40,96372106,6,10637335,0,60,0.012251138687133789,18,18,0,18,18,18,0,18,0.75,uniform,False
41,96372106,6,10637336,0,60,0.04334306716918945,50,50,0,50,50,50,0,50,0.75,uniform,False
42,96372106,6,10637337,0,60,0.02825188636779785,27,27,0,27,27,27,0,27,0.75,uniform,False
43,96372106,6,10637338,0,60,0.032816410064697266,38,38,0,38,38,38,0,38,0.75,uniform,False
44,96372106,6,10637339,0,60,0.05829310417175293,38,38,0,38,38,38,0,38,0.75,uniform,False
45,96372106,6,10637340,0,60,0.02886486053466797,30,30,0,30,30,30,0,30,0.75,uniform,False
46,96372106,6,10637341,0,60,0.021712303161621094,33,33,0,33,33,33,0,33,0.75,uniform,False
47,96372106,6,10637342,0,60,0.029737472534179688,28,28,0,28,28,28,0,28,0.75,uniform,False
48,96372106,6,10637343,0,60,0.024403095245361328,29,29,0,29,29,29,0,29,0.75,uniform,False
49,96372106,6,10637344,0,60,0.2667205333709717,31,31,0,31,31,31,0,31,0.75,uniform,False
50,96372106,6,10637345,0,60,0.02944636344909668,46,46,0,46,46,46,0,46,0.75,uniform,False
