Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,6,10637296,0,60,0.002069234848022461,0.0016322135925292969,34,34,0,34,34,34,0,34,0.5,max,Min Best Case,True
2,96372106,6,10637297,0,60,0.0026807785034179688,0.0012784004211425781,30,30,0,30,30,30,0,30,0.5,max,Min Best Case,True
3,96372106,6,10637298,0,60,0.001203775405883789,0.0014498233795166016,34,34,0,34,34,34,0,34,0.5,max,Min Best Case,True
4,96372106,6,10637299,0,60,0.0013260841369628906,0.0013947486877441406,40,40,0,40,40,40,0,40,0.5,max,Min Best Case,True
5,96372106,6,10637300,0,60,0.0015878677368164062,0.0015294551849365234,46,46,0,46,46,46,0,46,0.5,max,Min Best Case,True
6,96372106,6,10637301,0,60,0.005237579345703125,0.0017933845520019531,30,30,0,30,30,30,0,30,0.5,max,Min Best Case,True
7,96372106,6,10637302,0,60,0.0038416385650634766,0.0018076896667480469,47,47,0,47,47,47,0,47,0.5,max,Min Best Case,True
8,96372106,6,10637303,0,60,0.0031926631927490234,0.0011785030364990234,28,28,0,28,28,28,0,28,0.5,max,Min Best Case,True
9,96372106,6,10637304,0,60,0.0016222000122070312,0.0013005733489990234,29,29,0,29,29,29,0,29,0.5,max,Min Best Case,True
10,96372106,6,10637305,0,60,0.006900310516357422,0.0013499259948730469,32,32,0,32,32,32,0,32,0.5,max,Min Best Case,True
11,96372106,6,10637306,0,60,0.004788398742675781,0.0018804073333740234,36,36,0,36,36,36,0,36,0.5,max,Min Best Case,True
12,96372106,6,10637307,0,60,0.002801656723022461,0.001575469970703125,38,38,0,38,38,38,0,38,0.5,max,Min Best Case,True
13,96372106,6,10637308,0,60,0.0046460628509521484,0.0014395713806152344,38,38,0,38,38,38,0,38,0.5,max,Min Best Case,True
14,96372106,6,10637309,0,60,0.0011327266693115234,0.0014581680297851562,31,31,0,31,31,31,0,31,0.5,max,Min Best Case,True
15,96372106,6,10637310,0,60,0.003586292266845703,0.0016977787017822266,43,43,0,43,43,43,0,43,0.5,max,Min Best Case,True
16,96372106,6,10637311,0,60,0.0026416778564453125,0.0017120838165283203,37,37,0,37,37,37,0,37,0.5,max,Min Best Case,True
17,96372106,6,10637312,0,60,0.001100301742553711,0.001146078109741211,28,28,0,28,28,28,0,28,0.5,max,Min Best Case,True
18,96372106,6,10637313,0,60,0.008732080459594727,0.0016100406646728516,37,37,0,37,37,37,0,37,0.5,max,Min Best Case,True
19,96372106,6,10637314,0,60,0.017609834671020508,0.0015017986297607422,38,38,0,38,38,38,0,38,0.5,max,Min Best Case,True
20,96372106,6,10637315,0,60,0.008177518844604492,0.0018613338470458984,45,45,0,45,45,45,0,45,0.5,max,Min Best Case,True
21,96372106,6,10637316,0,60,0.006351470947265625,0.0014698505401611328,44,44,0,44,44,44,0,44,0.5,max,Min Best Case,True
22,96372106,6,10637317,0,60,0.002682924270629883,0.0014491081237792969,33,33,0,33,33,33,0,33,0.5,max,Min Best Case,True
23,96372106,6,10637318,0,60,0.0013926029205322266,0.0013163089752197266,25,25,0,25,25,25,0,25,0.5,max,Min Best Case,True
24,96372106,6,10637319,0,60,0.004775047302246094,0.0016117095947265625,42,42,0,42,42,42,0,42,0.5,max,Min Best Case,True
25,96372106,6,10637320,0,60,0.0008668899536132812,0.0010614395141601562,24,24,0,24,24,24,0,24,0.5,max,Min Best Case,True
26,96372106,6,10637321,0,60,0.00529789924621582,0.0010547637939453125,27,27,0,27,27,27,0,27,0.5,max,Min Best Case,True
27,96372106,6,10637322,0,60,0.007939815521240234,0.001544952392578125,34,34,0,34,34,34,0,34,0.5,max,Min Best Case,True
28,96372106,6,10637323,0,60,0.004848480224609375,0.0020754337310791016,35,35,0,35,35,35,0,35,0.5,max,Min Best Case,True
29,96372106,6,10637324,0,60,0.0016751289367675781,0.0013005733489990234,30,30,0,30,30,30,0,30,0.5,max,Min Best Case,True
30,96372106,6,10637325,0,60,0.001062631607055664,0.001291036605834961,29,29,0,29,29,29,0,29,0.5,max,Min Best Case,True
31,96372106,6,10637326,0,60,0.0033283233642578125,0.0015285015106201172,37,37,0,37,37,37,0,37,0.5,max,Min Best Case,True
32,96372106,6,10637327,0,60,0.0016815662384033203,0.0011870861053466797,33,33,0,33,33,33,0,33,0.5,max,Min Best Case,True
33,96372106,6,10637328,0,60,0.0018699169158935547,0.0014514923095703125,40,40,0,40,40,40,0,40,0.5,max,Min Best Case,True
34,96372106,6,10637329,0,60,0.003909111022949219,0.001607656478881836,37,37,0,37,37,37,0,37,0.5,max,Min Best Case,True
35,96372106,6,10637330,0,60,0.002690553665161133,0.0015988349914550781,31,31,0,31,31,31,0,31,0.5,max,Min Best Case,True
36,96372106,6,10637331,0,60,0.0019316673278808594,0.0012378692626953125,24,24,0,24,24,24,0,24,0.5,max,Min Best Case,True
37,96372106,6,10637332,0,60,0.001528024673461914,0.001171112060546875,28,28,0,28,28,28,0,28,0.5,max,Min Best Case,True
38,96372106,6,10637333,0,60,0.0016329288482666016,0.0010428428649902344,28,28,0,28,28,28,0,28,0.5,max,Min Best Case,True
39,96372106,6,10637334,0,60,0.00121307373046875,0.001149892807006836,34,34,0,34,34,34,0,34,0.5,max,Min Best Case,True
40,96372106,6,10637335,0,60,0.001016855239868164,0.0011620521545410156,18,18,0,18,18,18,0,18,0.5,max,Min Best Case,True
41,96372106,6,10637336,0,60,0.0016760826110839844,0.0018329620361328125,50,50,0,50,50,50,0,50,0.5,max,Min Best Case,True
42,96372106,6,10637337,0,60,0.0021522045135498047,0.0011968612670898438,27,27,0,27,27,27,0,27,0.5,max,Min Best Case,True
43,96372106,6,10637338,0,60,0.0019483566284179688,0.001554250717163086,38,38,0,38,38,38,0,38,0.5,max,Min Best Case,True
44,96372106,6,10637339,0,60,0.0045146942138671875,0.0015668869018554688,38,38,0,38,38,38,0,38,0.5,max,Min Best Case,True
45,96372106,6,10637340,0,60,0.0015659332275390625,0.0015265941619873047,30,30,0,30,30,30,0,30,0.5,max,Min Best Case,True
46,96372106,6,10637341,0,60,0.00115966796875,0.0014579296112060547,33,33,0,33,33,33,0,33,0.5,max,Min Best Case,True
47,96372106,6,10637342,0,60,0.002241373062133789,0.001155853271484375,28,28,0,28,28,28,0,28,0.5,max,Min Best Case,True
48,96372106,6,10637343,0,60,0.0015444755554199219,0.0011591911315917969,29,29,0,29,29,29,0,29,0.5,max,Min Best Case,True
49,96372106,6,10637344,0,60,0.11457276344299316,0.0012922286987304688,31,31,0,31,31,31,0,31,0.5,max,Min Best Case,True
50,96372106,6,10637345,0,60,0.0016219615936279297,0.001672983169555664,46,46,0,46,46,46,0,46,0.5,max,Min Best Case,True
