Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,6,10637296,4,60,0.38451409339904785,65,112,47,112,104,112,8,112,0.25,uniform,False
2,96372106,6,10637297,4,60,12.171596050262451,74,109,35,109,99,106,7,106,0.25,uniform,False
3,96372106,6,10637298,4,60,0.8988590240478516,62,118,56,118,90,118,28,118,0.25,uniform,False
4,96372106,6,10637299,4,60,37.9558002948761,86,144,58,144,113,140,27,140,0.25,uniform,False
5,96372106,6,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
6,96372106,6,10637301,4,60,0.3497657775878906,59,98,39,98,79,97,18,97,0.25,uniform,False
7,96372106,6,10637302,4,60,17.286611557006836,98,155,57,155,146,153,7,153,0.25,uniform,False
8,96372106,6,10637303,4,60,0.1459054946899414,58,99,41,99,81,98,17,98,0.25,uniform,False
9,96372106,6,10637304,4,60,1.0457074642181396,61,101,40,101,92,101,9,101,0.25,uniform,False
10,96372106,6,10637305,4,60,29.302645683288574,71,120,49,120,113,120,7,120,0.25,uniform,False
11,96372106,6,10637306,4,60,1.1379261016845703,62,118,56,118,91,115,24,115,0.25,uniform,False
12,96372106,6,10637307,4,60,6.608873128890991,85,128,43,128,99,127,28,127,0.25,uniform,False
13,96372106,6,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
14,96372106,6,10637309,4,60,32.145318031311035,54,104,50,104,96,103,7,103,0.25,uniform,False
15,96372106,6,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
16,96372106,6,10637311,4,60,0.28214144706726074,75,116,41,116,109,116,7,116,0.25,uniform,False
17,96372106,6,10637312,4,60,9.854084491729736,54,98,44,98,76,98,22,98,0.25,uniform,False
18,96372106,6,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
19,96372106,6,10637314,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
20,96372106,6,10637315,4,60,3.6742303371429443,89,148,59,148,122,146,24,146,0.25,uniform,False
21,96372106,6,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
22,96372106,6,10637317,4,60,0.2861325740814209,61,105,44,105,86,105,19,105,0.25,uniform,False
23,96372106,6,10637318,4,60,2.929471731185913,53,89,36,89,72,89,17,89,0.25,uniform,False
24,96372106,6,10637319,4,60,39.152509689331055,94,147,53,147,129,144,15,144,0.25,uniform,False
25,96372106,6,10637320,4,60,0.12066435813903809,51,95,44,95,81,95,14,95,0.25,uniform,False
26,96372106,6,10637321,4,60,2.504856586456299,52,92,40,92,77,91,14,91,0.25,uniform,False
27,96372106,6,10637322,4,60,2.7382514476776123,79,132,53,132,113,132,19,132,0.25,uniform,False
28,96372106,6,10637323,4,60,47.905030250549316,76,116,40,116,87,116,29,116,0.25,uniform,False
29,96372106,6,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
30,96372106,6,10637325,4,60,0.4328289031982422,57,96,39,96,83,96,13,96,0.25,uniform,False
31,96372106,6,10637326,4,60,1.0375635623931885,81,125,44,125,116,125,9,125,0.25,uniform,False
32,96372106,6,10637327,4,60,6.69252347946167,67,120,53,120,106,120,14,120,0.25,uniform,False
33,96372106,6,10637328,4,60,0.385512113571167,78,124,46,124,115,124,9,124,0.25,uniform,False
34,96372106,6,10637329,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
35,96372106,6,10637330,4,60,0.08935308456420898,55,103,48,103,79,103,24,103,0.25,uniform,False
36,96372106,6,10637331,4,60,0.07407879829406738,41,76,35,76,61,76,15,76,0.25,uniform,False
37,96372106,6,10637332,4,60,3.0677664279937744,55,101,46,101,73,101,28,101,0.25,uniform,False
38,96372106,6,10637333,4,60,36.82870006561279,71,109,38,109,86,107,21,107,0.25,uniform,False
39,96372106,6,10637334,4,60,0.5209262371063232,72,115,43,115,97,115,18,115,0.25,uniform,False
40,96372106,6,10637335,4,60,0.39922451972961426,36,66,30,66,55,66,11,66,0.25,uniform,False
41,96372106,6,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
42,96372106,6,10637337,4,60,1.1904597282409668,46,87,41,87,72,86,14,86,0.25,uniform,False
43,96372106,6,10637338,4,60,8.086995124816895,69,121,52,121,86,121,35,121,0.25,uniform,False
44,96372106,6,10637339,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
45,96372106,6,10637340,4,60,0.6844420433044434,66,102,36,102,84,102,18,102,0.25,uniform,False
46,96372106,6,10637341,4,60,1.0963211059570312,67,129,62,129,106,129,23,129,0.25,uniform,False
47,96372106,6,10637342,4,60,0.7783472537994385,56,93,37,93,68,93,25,93,0.25,uniform,False
48,96372106,6,10637343,4,60,23.029956817626953,68,100,32,100,93,98,5,98,0.25,uniform,False
49,96372106,6,10637344,4,60,28.350547313690186,64,105,41,105,91,104,13,104,0.25,uniform,False
50,96372106,6,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
