Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,2,10637296,0,60,0.007980585098266602,0.4864346981048584,188,188,0,188,188,188,0,188,1.0,uniform,True
2,96372106,2,10637297,0,60,0.08078360557556152,2.7925283908843994,284,284,0,284,284,284,0,284,1.0,uniform,True
3,96372106,2,10637298,0,60,0.03989362716674805,2.195873737335205,307,307,0,307,307,307,0,307,1.0,uniform,True
4,96372106,2,10637299,0,60,0.017951011657714844,2.141983985900879,362,362,0,362,362,362,0,362,1.0,uniform,True
5,96372106,2,10637300,0,60,0.05085921287536621,2.453979969024658,285,285,0,285,285,285,0,285,1.0,uniform,True
6,96372106,2,10637301,0,60,0.017950773239135742,2.329501152038574,246,246,0,246,246,246,0,246,1.0,uniform,True
7,96372106,2,10637302,0,60,0.008975028991699219,0.4163029193878174,171,171,0,171,171,171,0,171,1.0,uniform,True
8,96372106,2,10637303,0,60,0.07782220840454102,5.765244483947754,491,491,0,491,491,491,0,491,1.0,uniform,True
9,96372106,2,10637304,0,60,0.022937297821044922,3.5707569122314453,329,329,0,329,329,329,0,329,1.0,uniform,True
10,96372106,2,10637305,0,60,0.019974708557128906,2.8786847591400146,367,367,0,367,367,367,0,367,1.0,uniform,True
11,96372106,2,10637306,0,60,0.004995107650756836,0.20965194702148438,94,94,0,94,94,94,0,94,1.0,uniform,True
12,96372106,2,10637307,0,60,0.039891958236694336,2.0990231037139893,280,280,0,280,280,280,0,280,1.0,uniform,True
13,96372106,2,10637308,0,60,0.030884504318237305,2.2931158542633057,393,393,0,393,393,393,0,393,1.0,uniform,True
14,96372106,2,10637309,0,60,0.0029926300048828125,0.053720712661743164,55,55,0,55,55,55,0,55,1.0,uniform,True
15,96372106,2,10637310,0,60,0.00598597526550293,0.2868833541870117,114,114,0,114,114,114,0,114,1.0,uniform,True
16,96372106,2,10637311,0,60,0.01196742057800293,0.6971971988677979,169,169,0,169,169,169,0,169,1.0,uniform,True
17,96372106,2,10637312,0,60,0.031913042068481445,5.907195091247559,396,396,0,396,396,396,0,396,1.0,uniform,True
18,96372106,2,10637313,0,60,0.0080108642578125,0.5405170917510986,135,135,0,135,135,135,0,135,1.0,uniform,True
19,96372106,2,10637314,0,60,0.009972572326660156,0.15417695045471191,100,100,0,100,100,100,0,100,1.0,uniform,True
20,96372106,2,10637315,0,60,0.03389477729797363,4.384775161743164,380,380,0,380,380,380,0,380,1.0,uniform,True
21,96372106,2,10637316,0,60,0.0069811344146728516,0.37512946128845215,150,150,0,150,150,150,0,150,1.0,uniform,True
22,96372106,2,10637317,0,60,0.01894831657409668,2.189821720123291,380,380,0,380,380,380,0,380,1.0,uniform,True
23,96372106,2,10637318,0,60,0.020943403244018555,2.284435987472534,333,333,0,333,333,333,0,333,1.0,uniform,True
24,96372106,2,10637319,0,60,0.026946544647216797,4.061843633651733,346,346,0,346,346,346,0,346,1.0,uniform,True
