Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,8, 769429305, 3,60,13.295829772949219, -1, 107, 150, -1, -1, 4094, -1
2,12345678,8, 1602573029, 3,60,2.534212827682495, -1, 70, 104, -1, -1, 330, -1
3,12345678,8, 1822585455, 3,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,8, 1271402486, 3,60,1.1847829818725586, -1, 95, 135, -1, -1, 12, -1
5,12345678,8, 1954859795, 3,60,0.16157054901123047, 24.2611243724823, 77, 115, 77, 116, 6, 19593
6,12345678,8, 1022397046, 3,60,0.19746947288513184, 3.174551248550415, 121, 169, 121, 170, 63, 4282
7,12345678,8, 1877562097, 3,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,8, 706364003, 3,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,8, 1099226726, 3,60,24.438653707504272, -1, 99, 137, -1, -1, 827, -1
10,12345678,8, 1347741833, 3,60,28.45327115058899, -1, 103, 145, -1, -1, 2750, -1
11,12345678,8, 2000959764, 3,60,0.8098337650299072, -1, 72, 107, -1, -1, 56, -1
12,12345678,8, 1451963525, 3,60,0.08276176452636719, 11.500256776809692, 90, 133, 90, 138, 34, 13794
13,12345678,8, 2080437515, 3,60,42.59706258773804, -1, 104, 168, -1, -1, 2916, -1
15,12345678,8, 1096279463, 3,60,11.790446043014526, -1, 87, 121, -1, -1, 1475, -1
16,12345678,8, 1352711453, 3,60,0.0678412914276123, 10.910759925842285, 95, 141, 95, 139, 11, 9810
17,12345678,8, 167139986, 3,60,0.03889584541320801, -1, 75, 110, -1, -1, 10, -1
18,12345678,8, 1189536027, 3,60,0.08277773857116699, 20.347590684890747, 93, 147, 93, 147, 18, 17200
19,12345678,8, 916363999, 3,60,0.00299072265625, 0.06684756278991699, 53, 75, 53, 75, 1, 58
20,12345678,8, 1033405340, 3,60,0.7529501914978027, 50.91389012336731, 85, 126, 85, 129, 76, 66867
21,12345678,8, 43068200, 3,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,8, 1645871923, 3,60,0.07280373573303223, 12.492611646652222, 76, 112, 76, 112, 7, 15501
23,12345678,8, 753642341, 3,60,0.5176446437835693, 9.975326776504517, 76, 111, 76, 118, 13, 8300
25,12345678,8, 1997211024, 3,60,0.24539804458618164, 23.219913959503174, 84, 134, 84, 133, 122, 29630
26,12345678,8, 875558949, 3,60,0.02789473533630371, -1, 77, 111, -1, -1, 3, -1
27,12345678,8, 1145451222, 3,60,0.305203914642334, 4.484990119934082, 101, 135, 101, 135, 9, 4454
28,12345678,8, 1076844017, 3,60,0.12167501449584961, 49.4069185256958, 87, 125, 87, 123, 12, 31891
29,12345678,8, 1004090070, 3,60,2.279902696609497, -1, 106, 148, -1, -1, 425, -1
30,12345678,8, 972853685, 3,60,0.4428403377532959, 43.27655649185181, 86, 125, 86, 127, 27, 44008

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 4.36451826095581, 86.66666666666667%, 89.3076923076923 to 129.84615384615384, 1.0
ODA-queue, 9.466497739156088, 50.0%, 88.2 to 129.73333333333332, 2.1689673803960594
