Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,13,2.94898E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
2,12345678,13,6.45157E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
3,12345678,13,6.64443E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
4,12345678,13,5.73603E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
5,12345678,13,5.25097E+18,1,60,4.93125701,-1,97,119,-1,-1,1589,-1
6,12345678,13,2.91623E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
7,12345678,13,8.27427E+17,1,60,-1,-1,-1,-1,-1,-1,-1,-1
8,12345678,13,1.197E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
9,12345678,13,7.85797E+17,1,60,-1,-1,-1,-1,-1,-1,-1,-1
10,12345678,13,2.82384E+18,1,60,4.483847618,-1,91,111,-1,-1,2420,-1
11,12345678,13,3.74851E+17,1,60,2.620132208,-1,83,100,-1,-1,1242,-1
12,12345678,13,8.19718E+18,1,60,1.143805981,-1,103,126,-1,-1,577,-1
13,12345678,13,1.22905E+18,1,60,0.109935045,46.93175769,93,112,93,112,84,40256
14,12345678,13,2.21405E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
15,12345678,13,3.42525E+18,1,60,0.720997095,37.11218858,82,101,82,101,498,37502
16,12345678,13,4.86694E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
17,12345678,13,7.69259E+18,1,60,4.292086601,-1,81,97,-1,-1,1742,-1
18,12345678,13,6.83861E+18,1,60,25.39357567,-1,109,133,-1,-1,4495,-1
19,12345678,13,2.23485E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
20,12345678,13,5.98791E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
21,12345678,13,6.25221E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
22,12345678,13,2.84377E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
23,12345678,13,1.29366E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
24,12345678,13,7.49554E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
25,12345678,13,6.96305E+18,1,60,7.095678806,-1,99,118,-1,-1,2834,-1
26,12345678,13,5.72625E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
27,12345678,13,7.99772E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
28,12345678,13,9.21555E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
29,12345678,13,1.16248E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
30,12345678,13,5.47301E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
,,,,,,,,,,,,,
Algorithm, Average Run Time, Success Rate, Average Cost, Ratio ,,,,,,,,,
CCBS,1.693043868,30.00%, 27.933333333333334 to 33.9,1,,,,,,,,,
ODA-queue,2.801464876,6.67%, 5.833333333333333 to 7.1,1.654691251,,,,,,,,,
