Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,20, 1010735548406517162, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,20, 3753131077312578222, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,20, 8849884723068719648, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,20, 5900359851645612616, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,20, 5113526479428144334, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,20, 3251545390409397613, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,20, 777403953839287728, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,20, 6388926244838215229, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,20, 499791374067975969, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,20, 793853111385879625, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,20, 3755830302979311161, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,20, 244783096934174772, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,20, 9051698754827018848, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,20, 838952647263852916, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,20, 7559942207361086564, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,20, 4088469756330557922, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,20, 6205545772092205034, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,20, 3399774350852317420, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,20, 6431045161467035569, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,20, 504765913589478266, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,20, 7013245209475804431, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,20, 7754334398533140316, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,20, 2450521280398246944, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,20, 1461306211237673720, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,20, 2995712767072018370, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,20, 5848365287512207825, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,20, 2702251609158295726, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,20, 7464163909233341638, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,20, 4172559569142281087, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,20, 4404591983334278882, 4,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.0, 0.0%, 0.0 to 0.0, -1
ODA-queue, 0.0, 0.0%, 0.0 to 0.0, -1
