Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,6, 1670793853, 1,60,0.6243646144866943, -1, 798, 1065, -1, -1, 2, -1
2,12345678,6, 1955258130, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,6, 507485279, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,6, 1028099279, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,6, 1477900714, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,6, 247758289, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,6, 1623830745, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,6, 1228721819, 1,60,41.00822186470032, -1, 927, 1245, -1, -1, 33, -1
9,12345678,6, 1604362971, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,6, 1208184654, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,6, 713587541, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,6, 584647058, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,6, 701585112, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,6, 1560619689, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,6, 1191721878, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,6, 219106308, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,6, 1752822897, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,6, 1662609963, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,6, 1537067031, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,6, 725773221, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,6, 315515206, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,6, 1419621514, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,6, 1551889287, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,6, 654747130, 1,60,1.4071142673492432, -1, 780, 1067, -1, -1, 7, -1
25,12345678,6, 1801826145, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,6, 1298997775, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,6, 1372379580, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,6, 1269321627, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,6, 1295574518, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,6, 1853231889, 1,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 1.4346566915512085, 10.0%, 835.0 to 1125.6666666666667, -1
ODA-queue, 0.0, 0.0%, 0 to 0, -1
