Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,15, 6089995291586185253, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,15, 6263341150413792998, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,15, 6080599395020555344, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,15, 7954837655321744178, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,15, 6270211945011769620, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,15, 6378033303910167337, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,15, 6454454847901277970, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,15, 2402623395561807792, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,15, 3359062856113080387, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,15, 5220449317523489892, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,15, 698085206376010429, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,15, 2120938764596125258, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,15, 4853503341325374348, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,15, 5335524105884795100, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,15, 6865673287356491514, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,15, 4310858578764135218, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,15, 5470577130924541672, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,15, 5916720416582829886, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,15, 6986863552664703154, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,15, 5849306264272690191, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,15, 1365814614913459017, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,15, 5502380076823998550, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,15, 6382876701033392911, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,15, 3763785054558597801, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,15, 4339290560354723672, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,15, 2218954110299750340, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,15, 7218292030813199958, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,15, 1731332236155080429, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,15, 4737805836361231606, 2,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,15, 4498320555363226611, 2,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.0, 0.0%, 0.0 to 0.0, -1
ODA-queue, 0.0, 0.0%, 0.0 to 0.0, -1
