Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,10,2.94898E+18,1,60,11.30894876,-1,69,82,-1,-1,3627,-1
2,12345678,10,3.41734E+17,1,60,0.038937092,4.587191582,66,85,66,85,18,5326
3,12345678,10,8.01453E+18,1,60,0.05737257,44.70764613,59,68,59,69,51,66626
4,12345678,10,8.43851E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
5,12345678,10,3.78485E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
6,12345678,10,9.20596E+18,1,60,0.006867886,0.155810833,63,75,63,75,7,176
7,12345678,10,8.47489E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
8,12345678,10,6.2098E+18,1,60,18.71752214,-1,68,87,-1,-1,5304,-1
9,12345678,10,3.96296E+18,1,60,0.009294033,0.924164295,64,81,64,81,10,1301
10,12345678,10,4.41907E+18,1,60,0.021979094,2.219171047,69,84,69,84,15,2865
11,12345678,10,1.03961E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
12,12345678,10,8.76524E+18,1,60,18.28576255,-1,80,101,-1,-1,5213,-1
13,12345678,10,5.80177E+18,1,60,0.011635542,1.836942673,58,79,58,76,15,2712
14,12345678,10,2.04759E+18,1,60,0.038547277,5.417719841,63,78,63,78,10,7269
15,12345678,10,6.68448E+18,1,60,0.0395329,12.04513741,66,87,66,87,38,16033
16,12345678,10,4.04468E+18,1,60,0.175198793,-1,79,97,-1,-1,122,-1
17,12345678,10,3.73358E+18,1,60,0.713619471,-1,70,88,-1,-1,563,-1
18,12345678,10,5.17224E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
21,12345678,10,3.29473E+18,1,60,1.374404907,-1,78,100,-1,-1,956,-1
22,12345678,10,8.58731E+18,1,60,0.918325901,29.95576143,69,86,69,86,589,41027
23,12345678,10,5.08233E+17,1,60,-1,-1,-1,-1,-1,-1,-1,-1
24,12345678,10,2.94244E+18,1,60,0.029866934,26.30037403,73,88,73,88,25,33452
25,12345678,10,9.36714E+16,1,60,0.028951645,0.347719908,76,94,76,94,6,324
26,12345678,10,1.05375E+17,1,60,0.120458841,-1,60,75,-1,-1,68,-1
27,12345678,10,8.23172E+18,1,60,1.425207376,-1,76,97,-1,-1,247,-1
28,12345678,10,7.44606E+18,1,60,-1,-1,-1,-1,-1,-1,-1,-1
29,12345678,10,7.28515E+17,1,60,-1,-1,-1,-1,-1,-1,-1,-1
30,12345678,10,2.87219E+18,1,60,0.026399612,4.02319169,69,81,69,81,16,5278
,,,,,,,,,,,,,
Algorithm, Average Run Time, Success Rate, Average Cost, Ratio ,,,,,,,,,
CCBS,1.791651781,73.33%, 50.56666666666667 to 62.9,1,,,,,,,,,
ODA-queue,6.12025679,46.67%, 31.166666666666668 to 38.5,3.415985658,,,,,,,,,
