Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,5, 1222917164, 0,60,1.3554019927978516, 5.605984687805176, 2827, 2827, 2827, 2827, 5, 4665
2,12345678,5, 469464249, 0,60,0.1466062068939209, 4.553018808364868, 1262, 1262, 1262, 1262, 1, 3226
3,12345678,5, 1784735808, 0,60,4.814691066741943, -1, 2639, 2639, -1, -1, 13, -1
4,12345678,5, 672946021, 0,60,0.17955541610717773, 1.912959098815918, 1705, 1705, 1705, 1705, 2, 2590
5,12345678,5, 965434609, 0,60,0.2044515609741211, 4.073143720626831, 2614, 2614, 2614, 2614, 1, 4455
6,12345678,5, 995208476, 0,60,1.6236951351165771, 3.2502732276916504, 4016, 4016, 4016, 4016, 5, 5043
7,12345678,5, 243516314, 0,60,0.8796718120574951, 12.044790744781494, 2774, 2774, 2774, 2774, 4, 6169
8,12345678,5, 1177379465, 0,60,0.32114076614379883, 4.500000715255737, 1961, 1961, 1961, 1961, 2, 3759
9,12345678,5, 1853363421, 0,60,0.3151059150695801, 2.9820261001586914, 2033, 2033, 2033, 2033, 2, 3647
10,12345678,5, 1219813305, 0,60,3.25030779838562, -1, 2986, 2986, -1, -1, 9, -1
11,12345678,5, 2069448954, 0,60,0.15761017799377441, 4.019254684448242, 1609, 1609, 1609, 1609, 1, 3592
12,12345678,5, 1145091593, 0,60,2.422577142715454, -1, 3381, 3381, -1, -1, 5, -1
13,12345678,5, 1755428681, 0,60,0.19346070289611816, 6.0169360637664795, 1492, 1492, 1492, 1492, 1, 3747
14,12345678,5, 1123464082, 0,60,0.3690207004547119, 10.19972538948059, 2575, 2575, 2575, 2575, 1, 5261
15,12345678,5, 1169357511, 0,60,0.16952776908874512, 0.9176008701324463, 1660, 1660, 1660, 1660, 2, 2092
16,12345678,5, 1111463526, 0,60,0.20945096015930176, 3.3779780864715576, 2540, 2540, 2540, 2540, 1, 3995
17,12345678,5, 1898333151, 0,60,3.7988080978393555, -1, 2856, 2856, -1, -1, 14, -1
18,12345678,5, 1756906972, 0,60,0.4797170162200928, 4.918903827667236, 1777, 1777, 1777, 1777, 3, 3651
19,12345678,5, 729246944, 0,60,2.7206931114196777, -1, 2467, 2467, -1, -1, 6, -1
20,12345678,5, 637919253, 0,60,0.24438142776489258, 8.13023328781128, 1917, 1917, 1917, 1917, 1, 4821
21,12345678,5, 1081394582, 0,60,0.9075565338134766, 1.4002559185028076, 2596, 2596, 2596, 2596, 6, 3030
22,12345678,5, 718118740, 0,60,0.23135089874267578, 1.5189688205718994, 1353, 1353, 1353, 1353, 3, 2134
23,12345678,5, 483785319, 0,60,0.303173303604126, 2.1512415409088135, 2009, 2009, 2009, 2009, 2, 3157
24,12345678,5, 351741485, 0,60,0.3969607353210449, 17.478222608566284, 1115, 1115, 1115, 1115, 1, 5798
25,12345678,5, 218955953, 0,60,0.378009557723999, 13.955661296844482, 2483, 2483, 2483, 2483, 1, 6312
26,12345678,5, 61276156, 0,60,6.384934186935425, -1, 1821, 1821, -1, -1, 28, -1
27,12345678,5, 220497958, 0,60,1.5309066772460938, -1, 1966, 1966, -1, -1, 5, -1
28,12345678,5, 1545443602, 0,60,4.796169757843018, -1, 2816, 2816, -1, -1, 10, -1
29,12345678,5, 17865479, 0,60,0.3081505298614502, 4.630651950836182, 1500, 1500, 1500, 1500, 2, 4376
30,12345678,5, 2005105074, 0,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 1.3031028985977173, 96.66666666666667%, 2232.7586206896553 to 2232.7586206896553, 1.0
ODA-queue, 3.9212610483169557, 70.0%, 2086.5714285714284 to 2086.5714285714284, 3.0091722246467763
