Algorithm,Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,Runtime (secs),Success,Min SOC,Max SOC,CT Nodes,ODA* Nodes
CBS,Open Map,12345678, 0,11, 9019815976313139968,0.006819486618041992,1, 72, 72, 5,-
ODA*,Open Map,12345678, 0,11, 9019815976313139968, 0.5175185203552246,1, 72, 72,-, 698
CBS,Open Map,12345678, 0,11, 2360484082035750206,0.02966928482055664,1, 53, 53, 31,-
ODA*,Open Map,12345678, 0,11, 2360484082035750206, -1,0,-,-,-,-
CBS,Open Map,12345678, 0,11, 815933270796951310,0.014791011810302734,1, 59, 59, 12,-
ODA*,Open Map,12345678, 0,11, 815933270796951310, 2.7431247234344482,1, 59, 59,-, 3701
CBS,Open Map,12345678, 0,11, 3859744320391172665,20.8635036945343,1, 69, 69, 8174,-
ODA*,Open Map,12345678, 0,11, 3859744320391172665, 37.89812707901001,1, 69, 69,-, 51997
CBS,Open Map,12345678, 0,11, 7222197946488707548,0.01665520668029785,1, 73, 73, 14,-
ODA*,Open Map,12345678, 0,11, 7222197946488707548, -1,0,-,-,-,-
CBS,Open Map,12345678, 0,11, 4158577183568311923,0.048245906829833984,1, 70, 70, 44,-
ODA*,Open Map,12345678, 0,11, 4158577183568311923, 0.4384186267852783,1, 70, 70,-, 744
CBS,Open Map,12345678, 0,11, 3154154602688776696,0.006079196929931641,1, 53, 53, 6,-
ODA*,Open Map,12345678, 0,11, 3154154602688776696, 2.632840156555176,1, 53, 53,-, 4266
CBS,Open Map,12345678, 0,11, 1978219613969346445,3.7089757919311523,1, 64, 64, 2884,-
ODA*,Open Map,12345678, 0,11, 1978219613969346445, 18.987345457077026,1, 64, 64,-, 27685
CBS,Open Map,12345678, 0,11, 5712937280127931195,0.05502510070800781,1, 56, 56, 71,-
ODA*,Open Map,12345678, 0,11, 5712937280127931195, 19.814724922180176,1, 56, 56,-, 28535
CBS,Open Map,12345678, 0,11, 4464603832304957928,0.05094265937805176,1, 60, 60, 18,-
ODA*,Open Map,12345678, 0,11, 4464603832304957928, -1,0,-,-,-,-
CBS,Open Map,12345678, 0,11, 1156484646897126073,0.2869381904602051,1, 58, 58, 227,-
ODA*,Open Map,12345678, 0,11, 1156484646897126073, -1,0,-,-,-,-
CBS,Open Map,12345678, 0,11, 8346682971046531765,0.009956598281860352,1, 48, 48, 10,-
ODA*,Open Map,12345678, 0,11, 8346682971046531765, 31.1881263256073,1, 48, 48,-, 46433
CBS,Open Map,12345678, 0,11, 7273254944237328223,0.031882524490356445,1, 55, 55, 20,-
ODA*,Open Map,12345678, 0,11, 7273254944237328223, 24.588926553726196,1, 55, 55,-, 35312
CBS,Open Map,12345678, 0,11, 5566143725119615407,0.08797001838684082,1, 65, 65, 40,-
ODA*,Open Map,12345678, 0,11, 5566143725119615407, -1,0,-,-,-,-
CBS,Open Map,12345678, 0,11, 5204007535032036126,0.011884450912475586,1, 57, 57, 10,-
ODA*,Open Map,12345678, 0,11, 5204007535032036126, 0.2429800033569336,1, 57, 57,-, 356
CBS,Open Map,12345678, 0,11, 6768582880319459563,1.175069808959961,1, 62, 62, 418,-
ODA*,Open Map,12345678, 0,11, 6768582880319459563, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 8601543762197903448,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 8601543762197903448, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5640971652979443907,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5640971652979443907, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 3986251973201618044,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 3986251973201618044, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 8167634185396494146,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 8167634185396494146, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 266700143675868255,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 266700143675868255, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 6449008108626857019,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 6449008108626857019, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 4511921117440525170,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 4511921117440525170, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5437447589443060769,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5437447589443060769, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 6473186768167426579,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 6473186768167426579, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 2694000770830394227,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 2694000770830394227, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 752412617479700793,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 752412617479700793, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 7774961769839372869,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 7774961769839372869, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 4757753058405135144,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 4757753058405135144, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 2597912649780561665,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 2597912649780561665, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5559415528289167695,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5559415528289167695, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 9137419497165197542,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 9137419497165197542, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 839790216572808147,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 839790216572808147, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 1114174196448102901,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 1114174196448102901, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 8440477033211385552,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 8440477033211385552, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 2169967034905706413,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 2169967034905706413, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 3250988136446132822,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 3250988136446132822, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5910715480471571482,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5910715480471571482, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5600072805997678454,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5600072805997678454, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 2095776699585920294,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 2095776699585920294, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 3477228119089380549,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 3477228119089380549, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 5492545864224945017,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 5492545864224945017, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 4642390356694917406,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 4642390356694917406, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 1055411596030768568,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 1055411596030768568, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 2145540905225182101,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 2145540905225182101, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 1,11, 9221439475997757901,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 1,11, 9221439475997757901, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 907208967269946619,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 907208967269946619, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 752027209539612245,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 752027209539612245, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 8513922987025613775,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 8513922987025613775, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 4348675926034361895,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 4348675926034361895, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 1626470841102004094,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 1626470841102004094, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5450415445559826472,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5450415445559826472, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5845240743294037721,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5845240743294037721, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 3578617964873477809,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 3578617964873477809, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5617571432649127459,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5617571432649127459, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 7291920718366124014,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 7291920718366124014, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 8419169544748506917,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 8419169544748506917, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 503885492390212984,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 503885492390212984, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 3104114015932480163,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 3104114015932480163, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5763269973097440567,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5763269973097440567, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 1767074706350057749,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 1767074706350057749, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 7589006315481973914,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 7589006315481973914, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 3541653260018503600,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 3541653260018503600, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 4870544402429721512,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 4870544402429721512, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 3855919577957848252,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 3855919577957848252, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 6739416430030165949,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 6739416430030165949, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 4504507137282925559,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 4504507137282925559, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 8612110282323820189,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 8612110282323820189, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 4619869747107199510,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 4619869747107199510, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 8254411010063126994,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 8254411010063126994, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 2096367607059385164,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 2096367607059385164, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 752162919155878467,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 752162919155878467, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 1177084506022298257,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 1177084506022298257, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5802670429390686440,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5802670429390686440, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 4205361665158112529,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 4205361665158112529, -1,0,-,-,-,-
CBS,Circular,12345678, 1,11, 5230265405646495812,-1,0,-,-,-,-
ODA*,Circular,12345678, 1,11, 5230265405646495812, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 2948979839375608988,46.12275147438049,1, 79, 94, 9780,-
ODA*,Open Map,12345678, 1,11, 2948979839375608988, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 3651573894706627629,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 3651573894706627629, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 1277186933610859573,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 1277186933610859573, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 5645895646373139082,0.006932258605957031,1, 64, 82, 6,-
ODA*,Open Map,12345678, 1,11, 5645895646373139082, 0.7293219566345215,1, 64, 82,-, 797
CBS,Open Map,12345678, 1,11, 9063260380656522240,0.8289015293121338,1, 92, 114, 615,-
ODA*,Open Map,12345678, 1,11, 9063260380656522240, 44.714345932006836,1, 92, 115,-, 67065
CBS,Open Map,12345678, 1,11, 6573989691633037313,0.018416643142700195,1, 74, 96, 18,-
ODA*,Open Map,12345678, 1,11, 6573989691633037313, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 6822547449571755148,9.559732913970947,1, 87, 112, 3476,-
ODA*,Open Map,12345678, 1,11, 6822547449571755148, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 156089393107431591,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 156089393107431591, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 4011235715798969434,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 4011235715798969434, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 2326589756952411472,0.13535714149475098,1, 88, 107, 95,-
ODA*,Open Map,12345678, 1,11, 2326589756952411472, 10.54200553894043,1, 88, 109,-, 11213
CBS,Open Map,12345678, 1,11, 2109832314507104543,18.901432037353516,1, 104, 130, 6379,-
ODA*,Open Map,12345678, 1,11, 2109832314507104543, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 3327069824171847852,1.5528650283813477,1, 81, 98, 130,-
ODA*,Open Map,12345678, 1,11, 3327069824171847852, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 1487463373318476832,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 1487463373318476832, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 1559684553611070482,0.011764049530029297,1, 72, 87, 6,-
ODA*,Open Map,12345678, 1,11, 1559684553611070482, 0.29996275901794434,1, 72, 87,-, 264
CBS,Open Map,12345678, 1,11, 9019815976313139968,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 9019815976313139968, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 2360484082035750206,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 2360484082035750206, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 815933270796951310,0.08112668991088867,1, 81, 98, 36,-
ODA*,Open Map,12345678, 1,11, 815933270796951310, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 3859744320391172665,14.557682752609253,1, 94, 115, 4456,-
ODA*,Open Map,12345678, 1,11, 3859744320391172665, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 7222197946488707548,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 7222197946488707548, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 4158577183568311923,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 4158577183568311923, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 3154154602688776696,1.543900966644287,1, 81, 98, 742,-
ODA*,Open Map,12345678, 1,11, 3154154602688776696, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 1978219613969346445,0.30551600456237793,1, 78, 95, 219,-
ODA*,Open Map,12345678, 1,11, 1978219613969346445, 53.79952549934387,1, 78, 97,-, 67319
CBS,Open Map,12345678, 1,11, 5712937280127931195,25.362186193466187,1, 80, 96, 7306,-
ODA*,Open Map,12345678, 1,11, 5712937280127931195, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 4464603832304957928,7.862360954284668,1, 79, 101, 2764,-
ODA*,Open Map,12345678, 1,11, 4464603832304957928, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 1156484646897126073,0.03275132179260254,1, 80, 96, 14,-
ODA*,Open Map,12345678, 1,11, 1156484646897126073, 6.59014368057251,1, 80, 95,-, 6293
CBS,Open Map,12345678, 1,11, 8346682971046531765,0.20264005661010742,1, 66, 89, 93,-
ODA*,Open Map,12345678, 1,11, 8346682971046531765, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 7273254944237328223,15.789401292800903,1, 78, 95, 3618,-
ODA*,Open Map,12345678, 1,11, 7273254944237328223, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 5566143725119615407,0.4831974506378174,1, 87, 107, 179,-
ODA*,Open Map,12345678, 1,11, 5566143725119615407, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 5204007535032036126,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 5204007535032036126, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,11, 6768582880319459563,-1,0,-,-,-,-
ODA*,Open Map,12345678, 1,11, 6768582880319459563, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6089995291586185253,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6089995291586185253, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 8345339417264190840,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 8345339417264190840, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 364279261720997314,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 364279261720997314, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 8629500005092715475,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 8629500005092715475, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 777143029841307638,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 777143029841307638, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 3124580689774457118,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 3124580689774457118, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 2809167375730056541,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 2809167375730056541, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 5343635461136002003,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 5343635461136002003, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 2695022940587440216,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 2695022940587440216, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 1182338290482837766,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 1182338290482837766, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 1121089024984590798,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 1121089024984590798, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6584408508479054250,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6584408508479054250, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6820216135052309204,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6820216135052309204, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6585545897445185544,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6585545897445185544, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 4374325984586052443,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 4374325984586052443, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6073379998099702594,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6073379998099702594, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 4257855885150375120,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 4257855885150375120, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 7902544138731767946,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 7902544138731767946, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 6485823068183343380,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 6485823068183343380, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 8521569549078639398,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 8521569549078639398, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 4134152439273535052,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 4134152439273535052, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 8702737496727228129,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 8702737496727228129, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 4626671269440488472,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 4626671269440488472, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 3302089256872828322,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 3302089256872828322, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 2619889700005029577,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 2619889700005029577, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 198094420226346077,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 198094420226346077, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 7263630141918084198,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 7263630141918084198, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 8032630900076408245,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 8032630900076408245, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 33847544476663180,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 33847544476663180, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 2,11, 3484798918753036666,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 2,11, 3484798918753036666, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 713890312371775628,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 713890312371775628, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 2501137152124544166,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 2501137152124544166, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 7576970306453081511,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 7576970306453081511, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 9052543944795301802,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 9052543944795301802, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 6020371434684396444,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 6020371434684396444, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 6689043617568364022,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 6689043617568364022, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 8136441320818300428,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 8136441320818300428, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 6652850738904817866,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 6652850738904817866, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 5454963037843072275,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 5454963037843072275, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 1384123857671599595,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 1384123857671599595, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 1928502328173896039,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 1928502328173896039, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 3269922925675524787,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 3269922925675524787, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 3736405602330158881,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 3736405602330158881, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 4552929640588841280,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 4552929640588841280, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 3331128422489983873,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 3331128422489983873, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 1336984478537700811,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 1336984478537700811, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 7977980250724489028,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 7977980250724489028, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 7751153360583458167,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 7751153360583458167, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 2968895959906858859,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 2968895959906858859, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 7545842037484616024,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 7545842037484616024, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 2548664398683648568,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 2548664398683648568, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 7267151659240911914,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 7267151659240911914, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 5289673004591363539,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 5289673004591363539, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 8013991650281754788,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 8013991650281754788, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 470186674489544782,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 470186674489544782, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 3623337382481751929,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 3623337382481751929, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 2595677115961512676,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 2595677115961512676, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 8266222139750533862,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,11, 8266222139750533862, -1,0,-,-,-,-
CBS,Circular,12345678, 2,11, 3698143787320357574,-1,0,-,-,-,-
