Algorithm,Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,Runtime (secs),Success,Min SOC,Max SOC,CT Nodes,ODA* Nodes
ODA*,Corridor Map,12345678, 4,2, 701850596, 3.084764242172241,1, 1132, 1987,-, 1026
CBS,Corridor Map,12345678, 4,2, 854110999,1.5926845073699951,1, 2326, 4116, 1,-
ODA*,Corridor Map,12345678, 4,2, 854110999, 11.040477991104126,1, 2326, 4116,-, 1962
CBS,Corridor Map,12345678, 4,2, 1975443712,0.8337852954864502,1, 1376, 2437, 1,-
ODA*,Corridor Map,12345678, 4,2, 1975443712, 6.788844585418701,1, 1376, 2437,-, 1621
CBS,Corridor Map,12345678, 4,2, 1048530742,1.092118501663208,1, 1679, 2949, 1,-
ODA*,Corridor Map,12345678, 4,2, 1048530742, 9.051788568496704,1, 1679, 2949,-, 1833
CBS,Corridor Map,12345678, 4,2, 691210464,0.5704522132873535,1, 1473, 2584, 1,-
ODA*,Corridor Map,12345678, 4,2, 691210464, 1.880936861038208,1, 1473, 2584,-, 855
CBS,Corridor Map,12345678, 4,2, 597333143,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 597333143, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 983507100,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 983507100, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 1687975965,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 1687975965, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 716257613,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 716257613, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 100468454,0.8537178039550781,1, 1584, 2757, 1,-
ODA*,Corridor Map,12345678, 4,2, 100468454, 7.285542726516724,1, 1584, 2757,-, 1644
CBS,Corridor Map,12345678, 4,2, 178058039,0.8237218856811523,1, 1528, 2718, 1,-
ODA*,Corridor Map,12345678, 4,2, 178058039, 5.595075607299805,1, 1528, 2718,-, 1526
CBS,Corridor Map,12345678, 4,2, 1465029255,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 1465029255, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 122762345,1.0841009616851807,1, 1623, 2878, 1,-
ODA*,Corridor Map,12345678, 4,2, 122762345, 7.914868116378784,1, 1623, 2878,-, 1928
CBS,Corridor Map,12345678, 4,2, 466890165,1.1609373092651367,1, 2034, 3618, 1,-
ODA*,Corridor Map,12345678, 4,2, 466890165, 5.322759628295898,1, 2034, 3618,-, 1540
CBS,Corridor Map,12345678, 4,2, 2010618669,0.9933435916900635,1, 1628, 2828, 1,-
ODA*,Corridor Map,12345678, 4,2, 2010618669, 7.835032224655151,1, 1628, 2828,-, 1729
CBS,Corridor Map,12345678, 4,2, 1918483155,1.9647390842437744,1, 2650, 4673, 1,-
ODA*,Corridor Map,12345678, 4,2, 1918483155, 10.699448347091675,1, 2650, 4673,-, 1981
CBS,Corridor Map,12345678, 4,2, 741772714,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 741772714, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 764481522,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 764481522, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 603146464,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 603146464, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 2067423302,2.157231330871582,1, 2239, 3970, 1,-
ODA*,Corridor Map,12345678, 4,2, 2067423302, 18.005852460861206,1, 2239, 3970,-, 2700
CBS,Corridor Map,12345678, 4,2, 1792134551,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 1792134551, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 66104471,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 66104471, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 1076900974,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 1076900974, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 1485680520,1.921895980834961,1, 2159, 3806, 1,-
ODA*,Corridor Map,12345678, 4,2, 1485680520, 15.995225191116333,1, 2159, 3806,-, 2489
CBS,Corridor Map,12345678, 4,2, 1455181024,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 4,2, 1455181024, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 4,2, 433933616,0.2622983455657959,1, 818, 1471, 1,-
ODA*,Corridor Map,12345678, 4,2, 433933616, 1.968770980834961,1, 818, 1471,-, 825
CBS,Corridor Map,12345678, 4,2, 1677379623,0.9564387798309326,1, 1939, 3375, 1,-
ODA*,Corridor Map,12345678, 4,2, 1677379623, 3.644294261932373,1, 1939, 3375,-, 1202
CBS,Corridor Map,12345678, 4,2, 437683913,2.5013110637664795,1, 3015, 5384, 1,-
ODA*,Corridor Map,12345678, 4,2, 437683913, 12.436745166778564,1, 3015, 5384,-, 2115
CBS,Corridor Map,12345678, 4,2, 521968693,0.5215494632720947,1, 1350, 2399, 1,-
ODA*,Corridor Map,12345678, 4,2, 521968693, 2.778628349304199,1, 1350, 2399,-, 994
CBS,Corridor Map,12345678, 4,2, 1428811705,0.9305086135864258,1, 1379, 2444, 1,-
ODA*,Corridor Map,12345678, 4,2, 1428811705, 7.027179002761841,1, 1379, 2444,-, 1822
CBS,Circular,12345678, 4,2, 642819797,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 642819797, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 739386414,0.15059733390808105,1, 471, 867, 1,-
ODA*,Circular,12345678, 4,2, 739386414, 1.0651884078979492,1, 471, 867,-, 690
CBS,Circular,12345678, 4,2, 842665059,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 842665059, 18.57436776161194,1, 799, 1438,-, 9310
CBS,Circular,12345678, 4,2, 539977668,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 539977668, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 970361205,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 970361205, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 1117205605,0.1505873203277588,1, 737, 1329, 1,-
ODA*,Circular,12345678, 4,2, 1117205605, 0.39394044876098633,1, 737, 1329,-, 389
CBS,Circular,12345678, 4,2, 1338268942,0.2253429889678955,1, 657, 1202, 1,-
ODA*,Circular,12345678, 4,2, 1338268942, 1.7942399978637695,1, 657, 1202,-, 830
CBS,Circular,12345678, 4,2, 1787218659,0.16949224472045898,1, 631, 1152, 1,-
ODA*,Circular,12345678, 4,2, 1787218659, 1.123993158340454,1, 631, 1152,-, 611
CBS,Circular,12345678, 4,2, 1028254982,0.28429436683654785,1, 734, 1316, 1,-
ODA*,Circular,12345678, 4,2, 1028254982, 1.4351425170898438,1, 734, 1316,-, 963
CBS,Circular,12345678, 4,2, 1744543597,0.2293701171875,1, 744, 1349, 1,-
ODA*,Circular,12345678, 4,2, 1744543597, 1.6944289207458496,1, 744, 1349,-, 769
CBS,Circular,12345678, 4,2, 797477695,0.01192021369934082,1, 210, 341, 1,-
ODA*,Circular,12345678, 4,2, 797477695, 0.06382918357849121,1, 210, 341,-, 134
CBS,Circular,12345678, 4,2, 910260940,0.3221588134765625,1, 940, 1713, 1,-
ODA*,Circular,12345678, 4,2, 910260940, 2.418532371520996,1, 940, 1713,-, 926
CBS,Circular,12345678, 4,2, 1907281990,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 1907281990, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 656017361,0.06687617301940918,1, 380, 664, 1,-
ODA*,Circular,12345678, 4,2, 656017361, 0.530526876449585,1, 380, 664,-, 431
CBS,Circular,12345678, 4,2, 1229772351,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 1229772351, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 430440250,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 430440250, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 982417471,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 982417471, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 528285323,9.009908199310303,1, 445, 796, 16,-
ODA*,Circular,12345678, 4,2, 528285323, 27.006783962249756,1, 445, 815,-, 53822
CBS,Circular,12345678, 4,2, 2014662728,0.11073708534240723,1, 465, 838, 1,-
ODA*,Circular,12345678, 4,2, 2014662728, 0.746009349822998,1, 465, 838,-, 534
CBS,Circular,12345678, 4,2, 1122544344,50.809101819992065,1, 859, 1542, 10,-
ODA*,Circular,12345678, 4,2, 1122544344, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 619383085,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 619383085, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 973059600,0.29116368293762207,1, 822, 1496, 1,-
ODA*,Circular,12345678, 4,2, 973059600, 2.0325980186462402,1, 822, 1496,-, 940
CBS,Circular,12345678, 4,2, 589783637,-1,0,-,-,-,-
ODA*,Circular,12345678, 4,2, 589783637, -1,0,-,-,-,-
CBS,Circular,12345678, 4,2, 285207830,0.35408735275268555,1, 851, 1563, 1,-
ODA*,Circular,12345678, 4,2, 285207830, 2.548149347305298,1, 851, 1563,-, 1006
CBS,Circular,12345678, 4,2, 1835189103,0.12167477607727051,1, 609, 1112, 1,-
ODA*,Circular,12345678, 4,2, 1835189103, 0.6432242393493652,1, 609, 1112,-, 460
CBS,Circular,12345678, 4,2, 1859459838,0.01494455337524414,1, 211, 360, 1,-
ODA*,Circular,12345678, 4,2, 1859459838, 0.10274004936218262,1, 211, 360,-, 176
CBS,Circular,12345678, 4,2, 1641017459,0.06388592720031738,1, 437, 817, 1,-
ODA*,Circular,12345678, 4,2, 1641017459, 0.19246196746826172,1, 437, 817,-, 268
CBS,Circular,12345678, 4,2, 51714479,0.15951895713806152,1, 724, 1328, 1,-
ODA*,Circular,12345678, 4,2, 51714479, 0.40895628929138184,1, 724, 1328,-, 382
CBS,Circular,12345678, 4,2, 2139776448,0.129652738571167,1, 647, 1151, 1,-
ODA*,Circular,12345678, 4,2, 2139776448, 0.833747148513794,1, 647, 1151,-, 541
CBS,Circular,12345678, 4,2, 1823198234,0.10269999504089355,1, 522, 947, 1,-
ODA*,Circular,12345678, 4,2, 1823198234, 0.7768878936767578,1, 522, 947,-, 501
CBS,Open Map,12345678, 4,2, 1200109274,0.001003265380859375,1, 21, 45, 1,-
ODA*,Open Map,12345678, 4,2, 1200109274, 0.002994060516357422,1, 21, 45,-, 20
CBS,Open Map,12345678, 4,2, 678788157,0.0009970664978027344,1, 19, 26, 1,-
ODA*,Open Map,12345678, 4,2, 678788157, 0.0,0, 19, 26,-, 7
CBS,Open Map,12345678, 4,2, 1176774469,0.000997304916381836,1, 21, 35, 1,-
ODA*,Open Map,12345678, 4,2, 1176774469, 0.0019974708557128906,1, 21, 35,-, 18
CBS,Open Map,12345678, 4,2, 1245495647,0.0009992122650146484,1, 24, 45, 1,-
ODA*,Open Map,12345678, 4,2, 1245495647, 0.001994609832763672,1, 24, 45,-, 15
CBS,Open Map,12345678, 4,2, 1677340774,1.9647464752197266,1, 44, 65, 49,-
ODA*,Open Map,12345678, 4,2, 1677340774, 1.9257936477661133,1, 44, 65,-, 11547
CBS,Open Map,12345678, 4,2, 40818584,0.000997781753540039,1, 15, 24, 1,-
ODA*,Open Map,12345678, 4,2, 40818584, 0.001994609832763672,1, 15, 24,-, 17
CBS,Open Map,12345678, 4,2, 1033808751,0.0029926300048828125,1, 27, 45, 3,-
ODA*,Open Map,12345678, 4,2, 1033808751, 0.004991769790649414,1, 27, 46,-, 41
CBS,Open Map,12345678, 4,2, 206380939,0.0009970664978027344,1, 27, 43, 1,-
ODA*,Open Map,12345678, 4,2, 206380939, 0.003988981246948242,1, 27, 43,-, 19
CBS,Open Map,12345678, 4,2, 33480130,0.002012014389038086,1, 26, 46, 2,-
ODA*,Open Map,12345678, 4,2, 33480130, 0.002973318099975586,1, 26, 46,-, 21
CBS,Open Map,12345678, 4,2, 1125096534,0.0009946823120117188,1, 34, 66, 1,-
ODA*,Open Map,12345678, 4,2, 1125096534, 0.004986286163330078,1, 34, 66,-, 32
CBS,Open Map,12345678, 4,2, 1836329098,0.001001596450805664,1, 39, 65, 1,-
ODA*,Open Map,12345678, 4,2, 1836329098, 0.0029878616333007812,1, 39, 65,-, 25
CBS,Open Map,12345678, 4,2, 1389742771,0.0009930133819580078,1, 19, 36, 1,-
ODA*,Open Map,12345678, 4,2, 1389742771, 0.0019774436950683594,1, 19, 36,-, 16
CBS,Open Map,12345678, 4,2, 908108657,0.0019583702087402344,1, 20, 35, 1,-
ODA*,Open Map,12345678, 4,2, 908108657, 0.0010223388671875,1, 20, 35,-, 10
CBS,Open Map,12345678, 4,2, 1854268559,0.0,0, 20, 36, 1,-
ODA*,Open Map,12345678, 4,2, 1854268559, 0.0029938220977783203,1, 20, 36,-, 22
CBS,Open Map,12345678, 4,2, 1330542223,0.003991842269897461,1, 15, 31, 2,-
ODA*,Open Map,12345678, 4,2, 1330542223, 0.002989530563354492,1, 15, 31,-, 37
CBS,Open Map,12345678, 4,2, 910463034,0.0,0, 19, 35, 1,-
ODA*,Open Map,12345678, 4,2, 910463034, 0.0009970664978027344,1, 19, 35,-, 12
CBS,Open Map,12345678, 4,2, 1212549172,0.00498652458190918,1, 36, 56, 3,-
ODA*,Open Map,12345678, 4,2, 1212549172, 0.0029959678649902344,1, 36, 59,-, 26
CBS,Open Map,12345678, 4,2, 1051047424,0.0039882659912109375,1, 37, 73, 2,-
ODA*,Open Map,12345678, 4,2, 1051047424, 0.003991127014160156,1, 37, 73,-, 27
CBS,Open Map,12345678, 4,2, 1974554709,0.00498652458190918,1, 25, 54, 4,-
ODA*,Open Map,12345678, 4,2, 1974554709, 0.001994609832763672,1, 25, 50,-, 20
CBS,Open Map,12345678, 4,2, 577764600,0.0,0, 18, 31, 1,-
ODA*,Open Map,12345678, 4,2, 577764600, 0.0009970664978027344,1, 18, 31,-, 10
CBS,Open Map,12345678, 4,2, 1253980343,0.0009953975677490234,1, 20, 30, 1,-
ODA*,Open Map,12345678, 4,2, 1253980343, 0.0019941329956054688,1, 20, 30,-, 23
CBS,Open Map,12345678, 4,2, 96373040,0.09077668190002441,1, 25, 47, 2,-
ODA*,Open Map,12345678, 4,2, 96373040, 0.015900850296020508,1, 25, 47,-, 120
CBS,Open Map,12345678, 4,2, 1883631840,0.019928455352783203,1, 50, 90, 7,-
ODA*,Open Map,12345678, 4,2, 1883631840, 0.005983591079711914,1, 50, 90,-, 42
CBS,Open Map,12345678, 4,2, 1211013964,0.0010318756103515625,1, 14, 26, 1,-
ODA*,Open Map,12345678, 4,2, 1211013964, 0.000995635986328125,1, 14, 26,-, 10
CBS,Open Map,12345678, 4,2, 138199229,0.0009953975677490234,1, 26, 39, 1,-
ODA*,Open Map,12345678, 4,2, 138199229, 0.001959562301635742,1, 26, 39,-, 11
CBS,Open Map,12345678, 4,2, 2122454370,0.005981922149658203,1, 36, 65, 2,-
ODA*,Open Map,12345678, 4,2, 2122454370, 0.002991914749145508,1, 36, 65,-, 28
CBS,Open Map,12345678, 4,2, 1409255894,0.0009970664978027344,1, 12, 17, 1,-
ODA*,Open Map,12345678, 4,2, 1409255894, 0.0009968280792236328,1, 12, 17,-, 9
CBS,Open Map,12345678, 4,2, 1572411488,0.0009980201721191406,1, 28, 45, 1,-
ODA*,Open Map,12345678, 4,2, 1572411488, 0.0009961128234863281,1, 28, 45,-, 16
CBS,Open Map,12345678, 4,2, 1749850785,0.0,0, 26, 38, 1,-
ODA*,Open Map,12345678, 4,2, 1749850785, 0.0009970664978027344,1, 26, 38,-, 10
CBS,Open Map,12345678, 4,2, 236921974,0.019949913024902344,1, 26, 42, 4,-
ODA*,Open Map,12345678, 4,2, 236921974, 0.009972572326660156,1, 26, 42,-, 82
CBS,Corridor Map,12345678, 0,20, 8601543762197903448,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8601543762197903448, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 1848344231337032957,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 1848344231337032957, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8717176196779492815,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8717176196779492815, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 1714936614252214789,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 1714936614252214789, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 4735188578102272211,4.860226154327393,1, 6819, 6819, 10,-
ODA*,Corridor Map,12345678, 0,20, 4735188578102272211, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 3815134888862328787,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 3815134888862328787, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 7032782568184251505,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 7032782568184251505, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 887770000771996773,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 887770000771996773, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 4687355783419868750,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 4687355783419868750, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 5702888240058032010,31.493220567703247,1, 7785, 7785, 16,-
ODA*,Corridor Map,12345678, 0,20, 5702888240058032010, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 9016129780065909819,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 9016129780065909819, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8776477924349756618,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8776477924349756618, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 4849866717063213305,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 4849866717063213305, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8346060941024255621,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8346060941024255621, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 7539844468461277094,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 7539844468461277094, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8397068304349764901,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8397068304349764901, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 7684084230703619206,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 7684084230703619206, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 9067325941303100570,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 9067325941303100570, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 469931556667582170,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 469931556667582170, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 4855525538899247281,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 4855525538899247281, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 3550905706173595618,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 3550905706173595618, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8777168925143995661,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8777168925143995661, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8563845124953913389,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8563845124953913389, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8298709181718956620,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8298709181718956620, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 3625463632251685414,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 3625463632251685414, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 7018753152849220152,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 7018753152849220152, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 8726468839787049579,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 8726468839787049579, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 3107951344890216509,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 3107951344890216509, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 458251265313003794,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 458251265313003794, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,20, 1595038415601756359,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,20, 1595038415601756359, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 907208967269946619,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 907208967269946619, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 6441102899885236452,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 6441102899885236452, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 740567968196571370,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 740567968196571370, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 3852502818725239095,109.25546932220459,1, 2610, 2610, 844,-
ODA*,Circular,12345678, 0,20, 3852502818725239095, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 4410285597385252877,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 4410285597385252877, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 6542097210223466545,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 6542097210223466545, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5250573901083625388,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 5250573901083625388, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 4162096387888332202,26.479710578918457,1, 2706, 2706, 21,-
ODA*,Circular,12345678, 0,20, 4162096387888332202, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 7824597441917073116,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 7824597441917073116, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 4463653989670463768,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 4463653989670463768, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 7174025789045793322,2.7172634601593018,1, 2587, 2587, 39,-
ODA*,Circular,12345678, 0,20, 7174025789045793322, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 3431822581194897130,5.913506984710693,1, 3733, 3733, 54,-
ODA*,Circular,12345678, 0,20, 3431822581194897130, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 1619069951497523243,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 1619069951497523243, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 1482090243546610702,20.046785831451416,1, 4139, 4139, 43,-
ODA*,Circular,12345678, 0,20, 1482090243546610702, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5809822175128833008,3.4176876544952393,1, 4098, 4098, 55,-
ODA*,Circular,12345678, 0,20, 5809822175128833008, 37.97593426704407,1, 4098, 4098,-, 9245
CBS,Circular,12345678, 0,20, 8099438353779940745,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 8099438353779940745, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 2516791042827709013,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 2516791042827709013, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5106540720459106948,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 5106540720459106948, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 4157724165220493162,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 4157724165220493162, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 2148358628321443589,1.4235823154449463,1, 2532, 2532, 28,-
ODA*,Circular,12345678, 0,20, 2148358628321443589, 58.71141028404236,1, 2532, 2532,-, 11372
CBS,Circular,12345678, 0,20, 577894202119909607,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 577894202119909607, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5627097366859650432,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 5627097366859650432, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 1723855202923663901,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 1723855202923663901, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5196179374509746678,20.383238315582275,1, 3801, 3801, 34,-
ODA*,Circular,12345678, 0,20, 5196179374509746678, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 2702157752292470060,0.8884267807006836,1, 2600, 2600, 12,-
ODA*,Circular,12345678, 0,20, 2702157752292470060, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 8080137561406312572,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 8080137561406312572, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 2173671038212032662,33.79184031486511,1, 2623, 2623, 25,-
ODA*,Circular,12345678, 0,20, 2173671038212032662, 48.942654609680176,1, 2623, 2623,-, 9317
CBS,Circular,12345678, 0,20, 5321840279794301308,-1,0,-,-,-,-
ODA*,Circular,12345678, 0,20, 5321840279794301308, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 6164177355271046535,88.84156060218811,1, 2596, 2596, 27,-
ODA*,Circular,12345678, 0,20, 6164177355271046535, -1,0,-,-,-,-
CBS,Circular,12345678, 0,20, 5123030152259116666,1.1648180484771729,1, 2899, 2899, 21,-
ODA*,Circular,12345678, 0,20, 5123030152259116666, -1,0,-,-,-,-
CBS,Open Map,12345678,0,20,266520142,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,266520142,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,2039238254,207.9840543,1,97,97,23893,-
ODA*,Open Map,12345678,0,20,2039238254,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,1056512566,1.732529402,1,104,104,805,-
ODA*,Open Map,12345678,0,20,1056512566,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,1569480765,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,1569480765,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,1557370252,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,1557370252,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,462813308,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,462813308,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,1700411337,42.58808708,1,116,116,10202,-
ODA*,Open Map,12345678,0,20,1700411337,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,1014291199,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,1014291199,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,336338540,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,336338540,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,54896904,-1,0,-,-,-1,-
ODA*,Open Map,12345678,0,20,54896904,-1,0,-,-,-,-1
CBS,Open Map,12345678,0,20,891275476,-1,0,-,-,-1,-
