Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,10, 1200109274, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,10, 402647499, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,10, 167868026, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,10, 239675533, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,10, 1740905995, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,10, 102474116, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,10, 604407817, 4,60,39.4415340423584, -1, 124, 198, -1, -1, 751, -1
8,12345678,10, 1299747190, 4,60,3.9422950744628906, -1, 99, 169, -1, -1, 466, -1
9,12345678,10, 111040838, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,10, 1076363144, 4,60,8.496057271957397, -1, 116, 191, -1, -1, 1150, -1
11,12345678,10, 515707427, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,10, 1542186893, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,10, 1408260852, 4,60,3.192613124847412, -1, 98, 175, -1, -1, 82, -1
14,12345678,10, 351748461, 4,60,2.5916147232055664, -1, 126, 190, -1, -1, 439, -1
15,12345678,10, 1200409599, 4,60,0.42885637283325195, -1, 101, 161, -1, -1, 146, -1
16,12345678,10, 1703370228, 4,60,25.67410898208618, -1, 117, 183, -1, -1, 1204, -1
17,12345678,10, 1076412010, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,10, 1406393517, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,10, 1187369673, 4,60,2.399183750152588, -1, 114, 180, -1, -1, 91, -1
20,12345678,10, 2044726080, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,10, 1377211604, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,10, 2123258934, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,10, 1570462416, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,10, 1893324010, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,10, 137602071, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,10, 1372741522, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,10, 1797769316, 4,60,2.5497870445251465, -1, 118, 196, -1, -1, 181, -1
29,12345678,10, 2124245141, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,10, 594971540, 4,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 3.1357637882232665, 33.33333333333333%, 37.56666666666667 to 61.0, 7.959106207213065
ODA-queue, 0.39398441314697263, 3.3333333333333335%, 3.6666666666666665 to 6.166666666666667, 1.0
