Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,5,10637296,1,60,0.12366747856140137,0.01599407196044922,210,275,65,241,210,275,65,241,0.0,uniform,Min Best Case,False,206,273
2,96372106,5,10637297,1,60,0.008975505828857422,0.010969877243041992,238,295,57,267,238,295,57,267,0.0,uniform,Min Best Case,False,238,295
3,96372106,5,10637298,1,60,0.019948244094848633,0.012002944946289062,179,233,54,205,179,233,54,205,0.0,uniform,Min Best Case,False,177,231
4,96372106,5,10637299,1,60,0.038895368576049805,0.023935794830322266,188,243,55,210,188,243,55,210,0.0,uniform,Min Best Case,False,187,246
5,96372106,5,10637300,1,60,1.318474531173706,0.012991189956665039,230,287,57,249,230,287,57,249,0.0,uniform,Min Best Case,False,229,281
6,96372106,5,10637301,1,60,0.00793004035949707,0.019946575164794922,159,194,35,180,159,194,35,180,0.0,uniform,Min Best Case,False,159,194
7,96372106,5,10637302,1,60,0.15059733390808105,0.01296544075012207,167,216,49,190,167,216,49,190,0.0,uniform,Min Best Case,False,164,214
8,96372106,5,10637303,1,60,0.006981372833251953,0.009972810745239258,166,207,41,186,166,207,41,186,0.0,uniform,Min Best Case,False,166,207
9,96372106,5,10637304,1,60,0.003988981246948242,0.007979154586791992,108,134,26,117,108,134,26,117,0.0,uniform,Min Best Case,False,108,134
10,96372106,5,10637305,1,60,0.018950223922729492,0.009966373443603516,198,251,53,223,198,251,53,223,0.0,uniform,Min Best Case,False,196,249
11,96372106,5,10637306,1,60,0.0060193538665771484,0.006981849670410156,124,152,28,140,124,152,28,140,0.0,uniform,Min Best Case,False,124,152
12,96372106,5,10637307,1,60,0.008975028991699219,0.011973857879638672,235,288,53,260,235,288,53,260,0.0,uniform,Min Best Case,False,235,288
13,96372106,5,10637308,1,60,0.029920101165771484,0.013998746871948242,243,307,64,270,243,307,64,270,0.0,uniform,Min Best Case,False,242,307
14,96372106,5,10637309,1,60,0.008975982666015625,0.011968135833740234,161,205,44,188,161,205,44,188,0.0,uniform,Min Best Case,False,161,205
15,96372106,5,10637310,1,60,0.40192532539367676,0.008976221084594727,158,198,40,178,158,198,40,178,0.0,uniform,Min Best Case,False,155,195
16,96372106,5,10637311,1,60,0.036901235580444336,0.011998653411865234,168,214,46,196,168,214,46,196,0.0,uniform,Min Best Case,False,168,217
17,96372106,5,10637312,1,60,0.25831031799316406,0.01196742057800293,195,249,54,221,195,249,54,221,0.0,uniform,Min Best Case,False,194,249
18,96372106,5,10637313,1,60,0.009026288986206055,0.011930704116821289,236,311,75,280,236,311,75,280,0.0,uniform,Min Best Case,False,236,311
19,96372106,5,10637314,1,60,0.0847477912902832,0.012965202331542969,221,279,58,254,221,279,58,254,0.0,uniform,Min Best Case,False,220,280
