Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,5,10637296,1,60,0.12366747856140137,0.935462236404419,210,275,65,210,207,207,0,207,1.0,min,Min Best Case,True,206,273
2,96372106,5,10637297,1,60,0.008975505828857422,0.31615543365478516,238,295,57,238,238,238,0,238,1.0,min,Min Best Case,True,238,295
3,96372106,5,10637298,1,60,0.019948244094848633,0.3201415538787842,179,233,54,179,179,179,0,179,1.0,min,Min Best Case,True,177,231
4,96372106,5,10637299,1,60,0.038895368576049805,0.5555040836334229,188,243,55,188,187,187,0,187,1.0,min,Min Best Case,True,187,246
5,96372106,5,10637300,1,60,1.318474531173706,28.40508770942688,230,287,57,230,232,232,0,232,1.0,min,Min Best Case,True,229,281
6,96372106,5,10637301,1,60,0.00793004035949707,0.2922556400299072,159,194,35,159,159,159,0,159,1.0,min,Min Best Case,True,159,194
7,96372106,5,10637302,1,60,0.15059733390808105,0.9614870548248291,167,216,49,167,167,167,0,167,1.0,min,Min Best Case,True,164,214
8,96372106,5,10637303,1,60,0.006981372833251953,0.21546053886413574,166,207,41,166,166,166,0,166,1.0,min,Min Best Case,True,166,207
9,96372106,5,10637304,1,60,0.003988981246948242,0.056847572326660156,108,134,26,108,108,108,0,108,1.0,min,Min Best Case,True,108,134
10,96372106,5,10637305,1,60,0.018950223922729492,0.582538366317749,198,251,53,198,198,198,0,198,1.0,min,Min Best Case,True,196,249
11,96372106,5,10637306,1,60,0.0060193538665771484,0.09872579574584961,124,152,28,124,124,124,0,124,1.0,min,Min Best Case,True,124,152
12,96372106,5,10637307,1,60,0.008975028991699219,0.4208540916442871,235,288,53,235,235,235,0,235,1.0,min,Min Best Case,True,235,288
13,96372106,5,10637308,1,60,0.029920101165771484,10.002270698547363,243,307,64,243,246,246,0,246,1.0,min,Min Best Case,True,242,307
14,96372106,5,10637309,1,60,0.008975982666015625,0.2054274082183838,161,205,44,161,161,161,0,161,1.0,min,Min Best Case,True,161,205
15,96372106,5,10637310,1,60,0.40192532539367676,5.0056562423706055,158,198,40,158,159,159,0,159,1.0,min,Min Best Case,True,155,195
16,96372106,5,10637311,1,60,0.036901235580444336,0.6282856464385986,168,214,46,168,168,168,0,168,1.0,min,Min Best Case,True,168,217
17,96372106,5,10637312,1,60,0.25831031799316406,17.060380458831787,195,249,54,195,198,198,0,198,1.0,min,Min Best Case,True,194,249
18,96372106,5,10637313,1,60,0.009026288986206055,0.35807228088378906,236,311,75,236,236,236,0,236,1.0,min,Min Best Case,True,236,311
19,96372106,5,10637314,1,60,0.0847477912902832,0.46276283264160156,221,279,58,221,221,221,0,221,1.0,min,Min Best Case,True,220,280
20,96372106,5,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Best Case,True,-1,-1
21,96372106,5,10637316,1,60,0.05284547805786133,2.162214994430542,252,326,74,252,254,254,0,254,1.0,min,Min Best Case,True,250,323
22,96372106,5,10637317,1,60,0.02393627166748047,0.5095808506011963,213,272,59,213,215,215,0,215,1.0,min,Min Best Case,True,213,273
23,96372106,5,10637318,1,60,0.005017518997192383,0.10167360305786133,113,143,30,113,113,113,0,113,1.0,min,Min Best Case,True,113,143
24,96372106,5,10637319,1,60,0.012993335723876953,0.351090669631958,136,173,37,136,136,136,0,136,1.0,min,Min Best Case,True,135,169
25,96372106,5,10637320,1,60,0.008967876434326172,0.4298872947692871,210,258,48,210,210,210,0,210,1.0,min,Min Best Case,True,210,258
26,96372106,5,10637321,1,60,0.5664479732513428,2.6948153972625732,222,282,60,222,219,219,0,219,1.0,min,Min Best Case,True,215,273
27,96372106,5,10637322,1,60,0.00897526741027832,0.26628828048706055,155,198,43,155,155,155,0,155,1.0,min,Min Best Case,True,155,198
28,96372106,5,10637323,1,60,0.043882131576538086,0.6781749725341797,258,327,69,258,258,258,0,258,1.0,min,Min Best Case,True,257,326
29,96372106,5,10637324,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Best Case,True,-1,-1
30,96372106,5,10637325,1,60,0.0179440975189209,0.32011890411376953,174,222,48,174,177,177,0,177,1.0,min,Min Best Case,True,173,224
31,96372106,5,10637326,1,60,0.00498652458190918,0.09169363975524902,130,173,43,130,130,130,0,130,1.0,min,Min Best Case,True,130,173
32,96372106,5,10637327,1,60,0.031914472579956055,0.322192907333374,191,237,46,191,191,191,0,191,1.0,min,Min Best Case,True,186,233
33,96372106,5,10637328,1,60,0.005984067916870117,0.18949341773986816,150,195,45,150,150,150,0,150,1.0,min,Min Best Case,True,150,195
34,96372106,5,10637329,1,60,0.0239107608795166,0.1605534553527832,117,141,24,117,116,116,0,116,1.0,min,Min Best Case,True,113,140
35,96372106,5,10637330,1,60,0.11967992782592773,1.480043649673462,141,175,34,141,140,140,0,140,1.0,min,Min Best Case,True,138,167
36,96372106,5,10637331,1,60,0.005983114242553711,0.12167024612426758,145,182,37,145,145,145,0,145,1.0,min,Min Best Case,True,145,182
37,96372106,5,10637332,1,60,0.055877685546875,0.6033535003662109,179,222,43,179,177,177,0,177,1.0,min,Min Best Case,True,177,221
38,96372106,5,10637333,1,60,0.0069806575775146484,0.22242236137390137,163,208,45,163,163,163,0,163,1.0,min,Min Best Case,True,163,208
39,96372106,5,10637334,1,60,0.0578455924987793,1.5328705310821533,207,260,53,207,205,205,0,205,1.0,min,Min Best Case,True,203,254
40,96372106,5,10637335,1,60,1.1389427185058594,10.409221410751343,186,236,50,186,185,185,0,185,1.0,min,Min Best Case,True,182,232
41,96372106,5,10637336,1,60,0.007979154586791992,0.27923107147216797,188,237,49,188,188,188,0,188,1.0,min,Min Best Case,True,188,237
42,96372106,5,10637337,1,60,0.006981372833251953,0.16954541206359863,122,163,41,122,122,122,0,122,1.0,min,Min Best Case,True,122,163
43,96372106,5,10637338,1,60,0.007979154586791992,0.22143054008483887,130,168,38,130,130,130,0,130,1.0,min,Min Best Case,True,130,168
44,96372106,5,10637339,1,60,0.009973526000976562,0.42884182929992676,211,270,59,211,211,211,0,211,1.0,min,Min Best Case,True,211,270
45,96372106,5,10637340,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Best Case,True,-1,-1
46,96372106,5,10637341,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Best Case,True,-1,-1
47,96372106,5,10637342,1,60,0.01994490623474121,0.32413339614868164,198,257,59,198,200,200,0,200,1.0,min,Min Best Case,True,197,252
48,96372106,5,10637343,1,60,0.07879018783569336,1.8291096687316895,181,221,40,181,181,181,0,181,1.0,min,Min Best Case,True,179,219
49,96372106,5,10637344,1,60,0.015956401824951172,0.3341052532196045,169,220,51,169,169,169,0,169,1.0,min,Min Best Case,True,168,222
50,96372106,5,10637345,1,60,0.07479143142700195,0.7689416408538818,246,307,61,246,245,245,0,245,1.0,min,Min Best Case,True,244,303
