Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,5,10637296,2,60,0.14960002899169922,0.0967409610748291,253,382,129,317,316,322,6,317,0.5,uniform,Min Best Case,False
2,96372106,5,10637297,2,60,0.13962864875793457,0.1077127456665039,305,416,111,363,358,360,2,359,0.5,uniform,Min Best Case,False
3,96372106,5,10637298,2,60,0.052863121032714844,0.08178210258483887,229,333,104,283,283,284,1,283,0.5,uniform,Min Best Case,False
4,96372106,5,10637299,2,60,0.03889584541320801,0.07380270957946777,228,337,109,296,293,296,3,296,0.5,uniform,Min Best Case,False
5,96372106,5,10637300,2,60,0.416827917098999,0.0977020263671875,285,405,120,347,346,347,1,347,0.5,uniform,Min Best Case,False
6,96372106,5,10637301,2,60,0.00897669792175293,0.05387425422668457,192,277,85,227,226,227,1,227,0.5,uniform,Min Best Case,False
7,96372106,5,10637302,2,60,0.26830315589904785,0.06682109832763672,212,298,86,249,248,253,5,249,0.5,uniform,Min Best Case,False
8,96372106,5,10637303,2,60,0.006982088088989258,0.0478665828704834,210,293,83,250,247,250,3,250,0.5,uniform,Min Best Case,False
9,96372106,5,10637304,2,60,0.004018068313598633,0.018913745880126953,132,195,63,167,164,171,7,167,0.5,uniform,Min Best Case,False
10,96372106,5,10637305,2,60,0.11968016624450684,0.054798126220703125,249,364,115,304,298,305,7,302,0.5,uniform,Min Best Case,False
11,96372106,5,10637306,2,60,0.004990100860595703,0.025928497314453125,156,212,56,184,181,185,4,184,0.5,uniform,Min Best Case,False
12,96372106,5,10637307,2,60,0.017940759658813477,0.094757080078125,287,423,136,361,361,361,0,361,0.5,uniform,Min Best Case,False
13,96372106,5,10637308,2,60,0.03095388412475586,0.08477497100830078,307,426,119,363,361,367,6,363,0.5,uniform,Min Best Case,False
14,96372106,5,10637309,2,60,0.006994009017944336,0.05285930633544922,196,286,90,233,233,238,5,233,0.5,uniform,Min Best Case,False
15,96372106,5,10637310,2,60,2.2818596363067627,0.053888559341430664,197,283,86,236,235,237,2,236,0.5,uniform,Min Best Case,False
16,96372106,5,10637311,2,60,6.4826648235321045,0.060862064361572266,206,305,99,263,263,263,0,263,0.5,uniform,Min Best Case,False
17,96372106,5,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,False
18,96372106,5,10637313,2,60,3.228367567062378,0.11568689346313477,284,434,150,359,355,362,7,359,0.5,uniform,Min Best Case,False
19,96372106,5,10637314,2,60,0.05685162544250488,0.10172915458679199,276,394,118,338,338,338,0,338,0.5,uniform,Min Best Case,False
20,96372106,5,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,False
21,96372106,5,10637316,2,60,0.011026382446289062,0.1057577133178711,309,459,150,389,389,389,0,389,0.5,uniform,Min Best Case,False
22,96372106,5,10637317,2,60,0.007980585098266602,0.07380557060241699,262,378,116,324,324,327,3,324,0.5,uniform,Min Best Case,False
23,96372106,5,10637318,2,60,0.005021572113037109,0.025920867919921875,138,193,55,162,160,167,7,162,0.5,uniform,Min Best Case,False
24,96372106,5,10637319,2,60,0.024927854537963867,0.033884286880493164,160,246,86,193,193,197,4,193,0.5,uniform,Min Best Case,False
25,96372106,5,10637320,2,60,0.00994729995727539,0.11263799667358398,255,367,112,308,304,314,10,308,0.5,uniform,Min Best Case,False
26,96372106,5,10637321,2,60,2.169159173965454,0.08778691291809082,277,399,122,349,349,350,1,349,0.5,uniform,Min Best Case,False
27,96372106,5,10637322,2,60,0.008002281188964844,0.060857295989990234,191,276,85,233,232,234,2,233,0.5,uniform,Min Best Case,False
28,96372106,5,10637323,2,60,0.17851781845092773,0.11565685272216797,315,453,138,374,370,380,10,374,0.5,uniform,Min Best Case,False
29,96372106,5,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,False
30,96372106,5,10637325,2,60,0.06386351585388184,0.03990340232849121,212,308,96,257,257,257,0,257,0.5,uniform,Min Best Case,False
31,96372106,5,10637326,2,60,0.004988431930541992,0.029900312423706055,160,236,76,192,192,194,2,192,0.5,uniform,Min Best Case,False
32,96372106,5,10637327,2,60,0.04189014434814453,0.06482291221618652,235,341,106,288,288,288,0,288,0.5,uniform,Min Best Case,False
33,96372106,5,10637328,2,60,0.006979465484619141,0.06584310531616211,189,269,80,228,227,229,2,228,0.5,uniform,Min Best Case,False
34,96372106,5,10637329,2,60,0.15858864784240723,0.023949384689331055,134,210,76,174,171,175,4,174,0.5,uniform,Min Best Case,False
35,96372106,5,10637330,2,60,0.15163445472717285,0.053856849670410156,174,246,72,209,207,212,5,209,0.5,uniform,Min Best Case,False
36,96372106,5,10637331,2,60,0.0049860477447509766,0.028934240341186523,186,255,69,220,218,220,2,220,0.5,uniform,Min Best Case,False
37,96372106,5,10637332,2,60,0.006981849670410156,0.05186271667480469,219,315,96,266,263,267,4,266,0.5,uniform,Min Best Case,False
38,96372106,5,10637333,2,60,0.006981372833251953,0.037909507751464844,201,286,85,242,241,242,1,242,0.5,uniform,Min Best Case,False
39,96372106,5,10637334,2,60,0.0977621078491211,0.06981062889099121,253,363,110,301,301,303,2,301,0.5,uniform,Min Best Case,False
40,96372106,5,10637335,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,False
41,96372106,5,10637336,2,60,2.796487331390381,0.05986499786376953,238,333,95,290,289,292,3,290,0.5,uniform,Min Best Case,False
42,96372106,5,10637337,2,60,0.014959335327148438,0.04183173179626465,153,215,62,188,186,190,4,188,0.5,uniform,Min Best Case,False
43,96372106,5,10637338,2,60,0.0077631473541259766,0.06083178520202637,162,237,75,201,199,202,3,201,0.5,uniform,Min Best Case,False
44,96372106,5,10637339,2,60,0.010010957717895508,0.11369633674621582,256,380,124,322,322,326,4,322,0.5,uniform,Min Best Case,False
45,96372106,5,10637340,2,60,0.06386017799377441,0.07480096817016602,200,293,93,241,240,243,3,240,0.5,uniform,Min Best Case,False
46,96372106,5,10637341,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,False
47,96372106,5,10637342,2,60,0.02795100212097168,0.06783008575439453,250,356,106,299,298,301,3,299,0.5,uniform,Min Best Case,False
48,96372106,5,10637343,2,60,0.41690659523010254,0.05984163284301758,219,319,100,268,265,269,4,268,0.5,uniform,Min Best Case,False
49,96372106,5,10637344,2,60,0.061834096908569336,0.07475948333740234,207,320,113,257,252,260,8,257,0.5,uniform,Min Best Case,False
50,96372106,5,10637345,2,60,0.041930437088012695,0.1156911849975586,298,439,141,373,373,374,1,373,0.5,uniform,Min Best Case,False
