Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,3,10637296,4,60,0.008437871932983398,0.001993417739868164,38,72,34,38,38,72,34,38,0.0,min,Min Worst Case,True,36,75
2,96372106,3,10637297,4,60,0.0005865097045898438,0.0,26,43,17,26,26,43,17,26,0.0,min,Min Worst Case,True,26,43
3,96372106,3,10637298,4,60,0.027370691299438477,0.001993894577026367,45,83,38,45,45,83,38,45,0.0,min,Min Worst Case,True,40,88
4,96372106,3,10637299,4,60,0.1353461742401123,0.0020308494567871094,36,72,36,36,36,72,36,36,0.0,min,Min Worst Case,True,31,75
5,96372106,3,10637300,4,60,0.009704351425170898,0.001993894577026367,38,70,32,38,38,70,32,38,0.0,min,Min Worst Case,True,33,71
6,96372106,3,10637301,4,60,0.013889789581298828,0.0009975433349609375,41,73,32,41,41,73,32,41,0.0,min,Min Worst Case,True,37,73
7,96372106,3,10637302,4,60,0.01756453514099121,0.0019986629486083984,36,81,45,36,36,81,45,36,0.0,min,Min Worst Case,True,33,86
8,96372106,3,10637303,4,60,0.0006778240203857422,0.000986337661743164,31,55,24,31,31,55,24,31,0.0,min,Min Worst Case,True,31,55
9,96372106,3,10637304,4,60,0.0018024444580078125,0.001994609832763672,29,60,31,29,29,60,31,29,0.0,min,Min Worst Case,True,28,63
10,96372106,3,10637305,4,60,0.10343694686889648,0.001995086669921875,44,78,34,44,44,78,34,44,0.0,min,Min Worst Case,True,35,75
11,96372106,3,10637306,4,60,0.0004792213439941406,0.0009982585906982422,14,30,16,14,14,30,16,14,0.0,min,Min Worst Case,True,14,30
12,96372106,3,10637307,4,60,0.005391597747802734,0.0009980201721191406,38,67,29,38,38,67,29,38,0.0,min,Min Worst Case,True,37,61
13,96372106,3,10637308,4,60,0.004838705062866211,0.0009970664978027344,35,75,40,35,35,75,40,35,0.0,min,Min Worst Case,True,33,68
14,96372106,3,10637309,4,60,0.009824752807617188,0.0019392967224121094,34,64,30,34,34,64,30,34,0.0,min,Min Worst Case,True,26,65
15,96372106,3,10637310,4,60,0.10902070999145508,0.0009970664978027344,45,73,28,45,45,73,28,45,0.0,min,Min Worst Case,True,41,72
16,96372106,3,10637311,4,60,0.0058324337005615234,0.0009970664978027344,26,59,33,26,26,59,33,26,0.0,min,Min Worst Case,True,25,65
17,96372106,3,10637312,4,60,0.0012774467468261719,0.0,27,45,18,27,27,45,18,27,0.0,min,Min Worst Case,True,27,49
18,96372106,3,10637313,4,60,3.7323381900787354,0.0009975433349609375,51,88,37,51,51,88,37,51,0.0,min,Min Worst Case,True,39,85
19,96372106,3,10637314,4,60,0.2953341007232666,0.000995635986328125,41,71,30,41,41,71,30,41,0.0,min,Min Worst Case,True,32,80
20,96372106,3,10637315,4,60,0.007968425750732422,0.0010235309600830078,28,48,20,28,28,48,20,28,0.0,min,Min Worst Case,True,22,53
21,96372106,3,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Worst Case,True,-1,-1
