Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Serial Time,ODA Queue Time
1,12345678,4, 266520142, 1,5,0.003989696502685547,-1, 0.00997304916381836
2,12345678,4, 2063731658, 1,5,0.011968135833740234,-1, 0.022937297821044922
3,12345678,4, 923845208, 1,5,0.03191971778869629,-1, 0.056870460510253906
4,12345678,4, 1129643810, 1,5,0.0009968280792236328,-1, 0.01614522933959961
5,12345678,4, 1040418256, 1,5,0.004986763000488281,-1, 0.014960765838623047
6,12345678,4, 476172785, 1,5,0.0019948482513427734,-1, 0.04887199401855469
7,12345678,4, 181018846, 1,5,0.0,-1, 0.004019975662231445
8,12345678,4, 1547700381, 1,5,0.0019843578338623047,-1, 0.012964963912963867
9,12345678,4, 1418853338, 1,5,0.004027605056762695,-1, 0.06981849670410156
10,12345678,4, 1437731272, 1,5,0.013961553573608398,-1, 0.014940500259399414
11,12345678,4, 729633334, 1,5,0.003989219665527344,-1, 0.03790569305419922
12,12345678,4, 1862701835, 1,5,0.0009942054748535156,-1, 0.002992391586303711
13,12345678,4, 1940492559, 1,5,0.01296544075012207,-1, 0.037894248962402344
14,12345678,4, 732041901, 1,5,0.0019943714141845703,-1, 0.011967658996582031
15,12345678,4, 567884738, 1,5,0.003988504409790039,-1, 0.011911392211914062
16,12345678,4, 784285683, 1,5,0.000997781753540039,-1, 0.005983114242553711
17,12345678,4, 107162369, 1,5,0.0,-1, 0.004985809326171875
18,12345678,4, 1011375628, 1,5,0.002993345260620117,-1, 0.019948244094848633
19,12345678,4, 1704167340, 1,5,0.0009970664978027344,-1, 0.006981611251831055
20,12345678,4, 906243277, 1,5,0.0009987354278564453,-1, 0.009984731674194336
21,12345678,4, 1195888909, 1,5,0.0009965896606445312,-1, 0.005983591079711914
22,12345678,4, 2024885912, 1,5,0.013962030410766602,-1, 0.021940946578979492
23,12345678,4, 1042414496, 1,5,0.0,-1, 0.008975744247436523
24,12345678,4, 1774676627, 1,5,0.0020248889923095703,-1, 0.007946491241455078
25,12345678,4, 333696400, 1,5,0.009042501449584961,-1, 0.01615309715270996
26,12345678,4, 1625728263, 1,5,0.0009982585906982422,-1, 0.007978200912475586
27,12345678,4, 1537709391, 1,5,0.0009984970092773438,-1, 0.00598597526550293
28,12345678,4, 1298643626, 1,5,0.00498652458190918,-1, 0.019946575164794922
29,12345678,4, 493207919, 1,5,0.010397911071777344,-1, 0.08772993087768555
30,12345678,4, 803269177, 1,5,0.006980419158935547,-1, 0.10072922706604004
31,12345678,4, 1973268730, 1,5,0.0468747615814209,-1, 0.04787135124206543
32,12345678,4, 874175819, 1,5,0.0009937286376953125,-1, 0.011975288391113281
33,12345678,4, 1574324854, 1,5,0.01696157455444336,-1, 0.0727853775024414
34,12345678,4, 1390033298, 1,5,0.001028299331665039,0.010970592498779297, 0.009942293167114258
35,12345678,4, 751980693, 1,5,0.0898733139038086,-1, 3.887983560562134
36,12345678,4, 588223652, 1,5,0.005002498626708984,-1, 0.029924631118774414
37,12345678,4, 324560342, 1,5,0.006964206695556641,-1, 0.0827789306640625
38,12345678,4, 1047530559, 1,5,0.0030930042266845703,-1, 0.014962911605834961
39,12345678,4, 1737242069, 1,5,0.0030930042266845703,-1, 0.008974552154541016
40,12345678,4, 1851979767, 1,5,0.001994609832763672,-1, 0.020943641662597656
41,12345678,4, 1692404034, 1,5,0.0009982585906982422,-1, 0.004987478256225586
42,12345678,4, 1467224568, 1,5,0.08975744247436523,2.5103111267089844, 2.5435900688171387
43,12345678,4, 1985836643, 1,5,0.001995086669921875,0.007980585098266602, 0.008012533187866211
44,12345678,4, 2022665269, 1,5,0.028888463973999023,-1, 1.4549036026000977
45,12345678,4, 996154822, 1,5,0.0009975433349609375,0.008948802947998047, 0.011974573135375977
46,12345678,4, 1156164490, 1,5,0.04890608787536621,-1, 0.054816246032714844
47,12345678,4, 393892083, 1,5,0.0010077953338623047,-1, 0.005973100662231445
48,12345678,4, 987264490, 1,5,0.003991365432739258,-1, 0.02891993522644043
49,12345678,4, 1732241913, 1,5,0.004986763000488281,-1, 0.01994633674621582
50,12345678,4, 1169119125, 1,5,0.0010051727294921875,-1, 0.009960412979125977

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.010229115486145019, 98.0%, 26.58 to 33.64, 1.0
ODA-serial, 0.05076422214508056, 8.0%, 2.68 to 3.38, 4.962718645012751
ODA-queue, 0.1807330846786499, 100.0%, 27.12 to 34.24, 17.66849586588856
