Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,4, 1670793853, 0,300,0.0788276195526123, 0.5760388374328613, 518, 518, 518, 518, 2, 1103
2,12345678,4, 961422436, 0,300,0.5505483150482178, 0.8267927169799805, 745, 745, 745, 745, 20, 1448
3,12345678,4, 1137753720, 0,300,0.043880462646484375, 0.18351054191589355, 514, 514, 514, 514, 2, 706
4,12345678,4, 1734933298, 0,300,0.21241426467895508, 0.44180989265441895, 862, 862, 862, 862, 4, 1309
5,12345678,4, 1921103718, 0,300,0.0718069076538086, 0.4448659420013428, 522, 522, 522, 522, 2, 1029
6,12345678,4, 1077995327, 0,300,0.1531052589416504, 0.8645930290222168, 735, 735, 735, 735, 3, 1540
7,12345678,4, 1608727111, 0,300,0.13461565971374512, 0.48451924324035645, 1007, 1007, 1007, 1007, 3, 1341
8,12345678,4, 455455495, 0,300,0.19348359107971191, 1.3561322689056396, 742, 742, 742, 742, 3, 1805
9,12345678,4, 1124138708, 0,300,0.0308992862701416, 0.16606402397155762, 476, 476, 476, 476, 1, 627
10,12345678,4, 1461413415, 0,300,0.01191258430480957, 0.16954493522644043, 181, 181, 181, 181, 1, 394
11,12345678,4, 2058741282, 0,300,0.05783820152282715, 1.3189167976379395, 518, 518, 518, 518, 1, 1534
12,12345678,4, 371279046, 0,300,0.06283283233642578, 1.6696698665618896, 529, 529, 529, 529, 1, 1699
13,12345678,4, 256426614, 0,300,0.07978606224060059, 0.6289522647857666, 636, 636, 636, 636, 2, 1292
14,12345678,4, 1700155875, 0,300,0.2463364601135254, 0.3909306526184082, 878, 878, 878, 878, 5, 1291
15,12345678,4, 240647393, 0,300,0.12865543365478516, 0.2992384433746338, 710, 710, 710, 710, 2, 1027
16,12345678,4, 505293092, 0,300,0.07679414749145508, 0.3071787357330322, 434, 434, 434, 434, 1, 621
17,12345678,4, 418043788, 0,300,0.13164520263671875, 0.46376752853393555, 728, 728, 728, 728, 3, 1136
18,12345678,4, 1320712837, 0,300,8.362585544586182, 1.6491732597351074, 794, 794, 794, 794, 2, 1937
19,12345678,4, 688661824, 0,300,0.09421324729919434, 0.4317433834075928, 564, 564, 564, 564, 2, 1036
20,12345678,4, 34610426, 0,300,0.09984326362609863, 0.1894993782043457, 647, 647, 647, 647, 3, 775
21,12345678,4, 1891701424, 0,300,0.14959955215454102, 4.941921949386597, 721, 721, 721, 721, 2, 12596
22,12345678,4, 461506772, 0,300,0.3072025775909424, 0.8606541156768799, 648, 648, 648, 648, 3, 1716
23,12345678,4, 1222144930, 0,300,0.27791476249694824, 1.003890037536621, 810, 810, 810, 810, 4, 1669
24,12345678,4, 1162795508, 0,300,0.023922204971313477, 0.3367455005645752, 364, 364, 364, 364, 1, 757
25,12345678,4, 1614216818, 0,300,0.06081819534301758, 1.7179529666900635, 498, 498, 498, 498, 1, 1717
26,12345678,4, 1212766580, 0,300,2.668799638748169, 0.3033742904663086, 307, 307, 307, 307, 2, 726
27,12345678,4, 1567043709, 0,300,0.02094554901123047, 0.2078845500946045, 351, 351, 351, 351, 1, 631
28,12345678,4, 307646607, 0,300,0.05140209197998047, 1.3648905754089355, 448, 448, 448, 448, 1, 1633
29,12345678,4, 1707736200, 0,300,0.047636985778808594, 0.5400359630584717, 732, 732, 732, 732, 1, 1216
30,12345678,4, 1782654078, 0,300,0.05360913276672363, 0.6262850761413574, 763, 763, 763, 763, 1, 1298
31,12345678,4, 2031272580, 0,300,0.024015188217163086, 0.2895984649658203, 388, 388, 388, 388, 1, 730
32,12345678,4, 408104814, 0,300,0.10871005058288574, 0.4579136371612549, 617, 617, 617, 617, 3, 958
33,12345678,4, 1699911372, 0,300,0.0787808895111084, 1.872622013092041, 712, 712, 712, 712, 1, 1980
34,12345678,4, 1017220819, 0,300,0.011964082717895508, 0.13261103630065918, 184, 184, 184, 184, 1, 397
35,12345678,4, 55452437, 0,300,0.0733182430267334, 0.8652715682983398, 646, 646, 646, 646, 1, 1391
36,12345678,4, 1734962476, 0,300,0.19248580932617188, 0.7128448486328125, 1067, 1067, 1067, 1067, 4, 1650
37,12345678,4, 2096165168, 0,300,0.06182861328125, 1.313110589981079, 638, 638, 638, 638, 1, 1666
38,12345678,4, 955651946, 0,300,0.0568242073059082, 0.10570335388183594, 458, 458, 458, 458, 3, 510
39,12345678,4, 1030214554, 0,300,0.05183291435241699, 0.6086900234222412, 705, 705, 705, 705, 1, 1328
40,12345678,4, 1648368803, 0,300,0.12865519523620605, 0.8379230499267578, 737, 737, 737, 737, 2, 1569
41,12345678,4, 305717722, 0,300,0.02888798713684082, 0.1452312469482422, 277, 277, 277, 277, 2, 446
42,12345678,4, 1498811850, 0,300,0.048455238342285156, 0.44788479804992676, 618, 618, 618, 618, 1, 1153
43,12345678,4, 295920140, 0,300,0.23884320259094238, 0.5758607387542725, 945, 945, 945, 945, 4, 1444
44,12345678,4, 1147537064, 0,300,0.040889739990234375, 0.6465036869049072, 520, 520, 520, 520, 1, 1154
45,12345678,4, 374412126, 0,300,0.10471963882446289, 0.27736973762512207, 786, 786, 786, 786, 3, 1012
46,12345678,4, 834532512, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
47,12345678,4, 2096907559, 0,300,0.2343733310699463, 0.4328427314758301, 1064, 1064, 1064, 1064, 4, 1541
48,12345678,4, 475957611, 0,300,0.035904645919799805, 0.23640108108520508, 625, 625, 625, 625, 1, 847
