Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Serial Time,ODA Queue Time
1,12345678,6, 266520142, 0,5,0.0029866695404052734,0.025872468948364258, 0.025933265686035156
2,12345678,6, 643589269, 0,5,0.002989053726196289,0.02146434783935547, 0.025877714157104492
3,12345678,6, 1118870533, 0,5,0.004987955093383789,0.14362525939941406, 0.1422126293182373
4,12345678,6, 1474940073, 0,5,0.0019953250885009766,0.0199129581451416, 0.018949031829833984
5,12345678,6, 1628769810, 0,5,0.003987550735473633,0.8099310398101807, 0.8354263305664062
6,12345678,6, 984950807, 0,5,0.004986286163330078,0.4687471389770508, 0.4857003688812256
7,12345678,6, 2099565515, 0,5,0.01689624786376953,0.04288935661315918, 0.04488015174865723
8,12345678,6, 1074442716, 0,5,0.0060138702392578125,0.1745903491973877, 0.16652464866638184
9,12345678,6, 164996714, 0,5,0.003988981246948242,0.03390860557556152, 0.03091740608215332
10,12345678,6, 927755529, 0,5,0.0070171356201171875,0.025964736938476562, 0.02389979362487793
11,12345678,6, 145898834, 0,5,0.0039899349212646484,0.03885984420776367, 0.03789782524108887
12,12345678,6, 1383580860, 0,5,0.004984140396118164,0.024932146072387695, 0.023481130599975586
13,12345678,6, 1081327119, 0,5,0.001995086669921875,0.024898290634155273, 0.02293872833251953
14,12345678,6, 1735711962, 0,5,0.0019981861114501953,0.023900270462036133, 0.02297353744506836
15,12345678,6, 84724566, 0,5,0.002991914749145508,0.04089236259460449, 0.041886329650878906
16,12345678,6, 1473657878, 0,5,0.003989219665527344,0.025929927825927734, 0.02293872833251953
17,12345678,6, 368130077, 0,5,0.002993345260620117,0.05485343933105469, 0.05282115936279297
18,12345678,6, 1324322842, 0,5,0.013001203536987305,0.2802600860595703, 0.2718236446380615
19,12345678,6, 337014563, 0,5,0.0019941329956054688,0.023936033248901367, 0.02593064308166504
20,12345678,6, 1532826599, 0,5,0.0059299468994140625,0.01795220375061035, 0.021938323974609375
21,12345678,6, 1822531271, 0,5,0.0029904842376708984,0.025922060012817383, 0.026929378509521484
22,12345678,6, 1336606251, 0,5,0.0019958019256591797,0.017922639846801758, 0.01894974708557129
23,12345678,6, 1236601260, 0,5,0.0019979476928710938,0.022901535034179688, 0.021943092346191406
24,12345678,6, 1582598113, 0,5,0.006979465484619141,0.038896799087524414, 0.03991222381591797
25,12345678,6, 559747175, 0,5,0.005985260009765625,0.025874614715576172, 0.025930166244506836
26,12345678,6, 797836390, 0,5,0.0009975433349609375,0.017951250076293945, 0.016957998275756836
27,12345678,6, 1980772254, 0,5,0.0020313262939453125,0.021939754486083984, 0.023934364318847656
28,12345678,6, 1678342215, 0,5,0.014956474304199219,0.03590273857116699, 0.034871578216552734
29,12345678,6, 1974212634, 0,5,0.008979558944702148,0.07278800010681152, 0.0738229751586914
30,12345678,6, 2076088473, 0,5,0.002990245819091797,0.02991962432861328, 0.03187823295593262
31,12345678,6, 1965716293, 0,5,0.0029904842376708984,0.03989291191101074, 0.04346656799316406
32,12345678,6, 977344614, 0,5,0.0010004043579101562,0.028928756713867188, 0.02889275550842285
33,12345678,6, 1518782540, 0,5,0.002989530563354492,0.026927947998046875, 0.02687215805053711
34,12345678,6, 9635444, 0,5,0.005986452102661133,0.03490614891052246, 0.03584647178649902
35,12345678,6, 1766203785, 0,5,0.004988431930541992,0.04188847541809082, 0.03889727592468262
36,12345678,6, 1837083565, 0,5,0.0009975433349609375,0.013964414596557617, 0.011930704116821289
37,12345678,6, 1614009834, 0,5,0.003989458084106445,0.021976709365844727, 0.022938013076782227
38,12345678,6, 230128112, 0,5,0.003988027572631836,0.029907941818237305, 0.032401084899902344
39,12345678,6, 1904225883, 0,5,0.001995086669921875,0.026435375213623047, 0.026926755905151367
40,12345678,6, 1408986730, 0,5,0.003988981246948242,0.025925636291503906, 0.028924942016601562
41,12345678,6, 52885844, 0,5,0.003992319107055664,0.12264466285705566, 0.1257944107055664
42,12345678,6, 1036938288, 0,5,0.003987789154052734,0.021961450576782227, 0.02489757537841797
43,12345678,6, 849595727, 0,5,0.0019953250885009766,0.014962434768676758, 0.015957117080688477
44,12345678,6, 207902225, 0,5,0.000997304916381836,0.010972738265991211, 0.010971784591674805
45,12345678,6, 2037564644, 0,5,0.004946231842041016,0.07480144500732422, 0.0718080997467041
46,12345678,6, 2001970813, 0,5,0.0029921531677246094,0.028922557830810547, 0.027886629104614258
47,12345678,6, 1509826048, 0,5,0.0030279159545898438,0.013962745666503906, 0.013959884643554688
48,12345678,6, 1590712861, 0,5,0.003992319107055664,0.018944501876831055, 0.015957355499267578
49,12345678,6, 3837403, 0,5,0.002034425735473633,0.014001846313476562, 0.015524148941040039
50,12345678,6, 771779123, 0,5,0.003957033157348633,0.024938344955444336, 0.026000261306762695

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.004289150238037109, 100.0%, 31.98 to 31.98, 1.0
ODA-serial, 0.06540413856506348, 100.0%, 31.98 to 31.98, 15.248740411339634
ODA-queue, 0.06611870288848877, 100.0%, 31.98 to 31.98, 15.415338521400779
