Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time
1,579132591,3, 1744344515, 0,60,-1, 34.376047134399414
2,579132591,3, 578120201, 0,60,-1, -1
3,579132591,3, 33461195, 0,60,-1, 59.40626001358032
4,579132591,3, 1015872219, 0,60,0.006981849670410156, 0.025929927825927734
5,579132591,3, 1373732738, 0,60,1.796297550201416, 16.330424785614014
6,579132591,3, 456710705, 0,60,-1, -1
7,579132591,3, 1109110024, 0,60,0.00498652458190918, 0.019946813583374023
8,579132591,3, 1455966285, 0,60,0.003989458084106445, 0.027925729751586914
9,579132591,3, 514263677, 0,60,0.0049626827239990234, 0.03094935417175293
10,579132591,3, 1354476938, 0,60,-1, -1
11,579132591,3, 304152491, 0,60,-1, -1
12,579132591,3, 1782851728, 0,60,0.003989696502685547, 0.014959573745727539
14,579132591,3, 2006223498, 0,60,-1, -1
15,579132591,3, 1579128791, 0,60,-1, 14.705732107162476
16,579132591,3, 1856287357, 0,60,-1, -1
17,579132591,3, 186624768, 0,60,0.01192164421081543, 0.05688166618347168
18,579132591,3, 2042677580, 0,60,-1, -1
19,579132591,3, 124789156, 0,60,0.007978200912475586, 0.020943880081176758
20,579132591,3, 711748860, 0,60,-1, 5.058441400527954
21,579132591,3, 1415174434, 0,60,0.002991199493408203, 0.012965202331542969
22,579132591,3, 382387998, 0,60,-1, -1
23,579132591,3, 1744117915, 0,60,30.32787847518921, -1
24,579132591,3, 1715709931, 0,60,0.008975744247436523, 0.02293872833251953
25,579132591,3, 1621234850, 0,60,0.005926370620727539, 0.02298116683959961
26,579132591,3, 411299830, 0,60,1.390458345413208, 0.5776598453521729
27,579132591,3, 2129599542, 0,60,-1, 12.39594316482544
29,579132591,3, 1026497892, 0,60,-1, 13.281468868255615
30,579132591,3, 1038763234, 0,60,56.79530644416809, 1.5827012062072754
31,579132591,3, 564193651, 0,60,0.008997678756713867, 0.03890585899353027
32,579132591,3, 1116755165, 0,60,-1, -1
33,579132591,3, 659163583, 0,60,-1, 12.292674779891968
34,579132591,3, 1534988966, 0,60,-1, 15.245094776153564
35,579132591,3, 684852827, 0,60,-1, 4.408921957015991
36,579132591,3, 311360942, 0,60,-1, -1
37,579132591,3, 357078130, 0,60,-1, -1
38,579132591,3, 1177422546, 0,60,44.334693908691406, -1
39,579132591,3, 1507204305, 0,60,-1, -1
40,579132591,3, 1794020785, 0,60,-1, -1
41,579132591,3, 1329358360, 0,60,0.00799107551574707, 0.0478365421295166
42,579132591,3, 1858767632, 0,60,44.79464936256409, -1
43,579132591,3, 1482883483, 0,60,-1, 16.12923240661621
44,579132591,3, 1859198317, 0,60,0.00498652458190918, 0.03191423416137695
45,579132591,3, 657953486, 0,60,55.23901009559631, -1
46,579132591,3, 1565486026, 0,60,0.005016803741455078, 0.019985437393188477
47,579132591,3, 327488095, 0,60,20.8210289478302, -1
48,579132591,3, 2033551624, 0,60,-1, -1
49,579132591,3, 1230636853, 0,60,2.3287742137908936, 0.8576803207397461
50,579132591,3, 1028014609, 0,60,-1, 13.454040288925171

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 5.186276512145996, 50.0%, 101.34 to 101.34, 1.0884247547478771
ODA-queue, 4.7649380350112915, 62.0%, 127.0 to 127.0, 1.0
