Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Serial Time,ODA Queue Time
1,12345678,6, 266520142, 1,5,0.014958620071411133,-1, 0.7943341732025146
2,12345678,6, 643589269, 1,5,-1,-1, 1.3901312351226807
3,12345678,6, 1118870533, 1,5,0.011967658996582031,-1, 0.332531213760376
4,12345678,6, 1474940073, 1,5,0.013962507247924805,-1, 0.676358699798584
5,12345678,6, 1628769810, 1,5,0.01499629020690918,-1, 1.5906386375427246
6,12345678,6, 984950807, 1,5,0.5585455894470215,-1, -1
7,12345678,6, 2099565515, 1,5,1.4496655464172363,-1, -1
8,12345678,6, 1074442716, 1,5,0.0009970664978027344,-1, 0.02195262908935547
9,12345678,6, 164996714, 1,5,0.06585955619812012,-1, 0.07878708839416504
10,12345678,6, 927755529, 1,5,0.06481432914733887,-1, 3.6101646423339844
11,12345678,6, 145898834, 1,5,0.008012056350708008,-1, 0.05581545829772949
12,12345678,6, 1383580860, 1,5,0.005007266998291016,0.04190492630004883, 0.03888726234436035
13,12345678,6, 1081327119, 1,5,0.01406407356262207,-1, 0.4268462657928467
14,12345678,6, 1735711962, 1,5,0.003988981246948242,-1, 0.06482648849487305
15,12345678,6, 84724566, 1,5,0.0010271072387695312,-1, 0.03191375732421875
16,12345678,6, 1473657878, 1,5,0.012960433959960938,-1, 0.022566795349121094
17,12345678,6, 368130077, 1,5,0.0029609203338623047,-1, 0.06779026985168457
18,12345678,6, 1324322842, 1,5,2.3680427074432373,-1, -1
19,12345678,6, 337014563, 1,5,0.0299224853515625,-1, 0.1336040496826172
20,12345678,6, 1532826599, 1,5,0.03086686134338379,-1, 0.9277286529541016
21,12345678,6, 1822531271, 1,5,0.0049915313720703125,-1, 0.06387639045715332
22,12345678,6, 1336606251, 1,5,0.0109710693359375,-1, 0.329118013381958
23,12345678,6, 1236601260, 1,5,0.0019407272338867188,-1, 0.03475165367126465
24,12345678,6, 1582598113, 1,5,0.03614091873168945,-1, 0.20523357391357422
25,12345678,6, 559747175, 1,5,-1,-1, 1.6934139728546143
26,12345678,6, 797836390, 1,5,0.000997781753540039,-1, 0.022971153259277344
27,12345678,6, 1980772254, 1,5,0.004007577896118164,-1, 0.03791546821594238
28,12345678,6, 1678342215, 1,5,0.015961408615112305,-1, 0.6157712936401367
29,12345678,6, 1974212634, 1,5,0.015961408615112305,-1, 0.04784822463989258
30,12345678,6, 2076088473, 1,5,0.015961408615112305,-1, 0.053890228271484375
31,12345678,6, 1965716293, 1,5,0.032912492752075195,-1, -1
32,12345678,6, 977344614, 1,5,0.005020618438720703,-1, 0.060799360275268555
33,12345678,6, 1518782540, 1,5,0.0059659481048583984,-1, 0.08074212074279785
34,12345678,6, 9635444, 1,5,0.030916690826416016,-1, 0.07978510856628418
35,12345678,6, 1766203785, 1,5,0.002992868423461914,-1, 0.06077837944030762
36,12345678,6, 1837083565, 1,5,0.002992868423461914,-1, 0.020914077758789062
37,12345678,6, 1614009834, 1,5,0.0069599151611328125,-1, 0.12068367004394531
38,12345678,6, 230128112, 1,5,0.13517141342163086,-1, 4.589841365814209
39,12345678,6, 1904225883, 1,5,0.024924516677856445,-1, 0.43863511085510254
40,12345678,6, 1408986730, 1,5,1.2492599487304688,-1, -1
41,12345678,6, 52885844, 1,5,0.009973526000976562,-1, 0.09474515914916992
42,12345678,6, 1036938288, 1,5,0.002991914749145508,-1, 0.03393387794494629
43,12345678,6, 849595727, 1,5,0.025938034057617188,-1, 0.765678882598877
44,12345678,6, 207902225, 1,5,0.0009372234344482422,-1, 0.02393484115600586
45,12345678,6, 2037564644, 1,5,0.11967849731445312,-1, 4.8741536140441895
46,12345678,6, 2001970813, 1,5,0.02894282341003418,-1, 0.2941560745239258
47,12345678,6, 1509826048, 1,5,0.009010553359985352,-1, 0.025929927825927734
48,12345678,6, 1590712861, 1,5,0.0029938220977783203,-1, 0.046863555908203125
49,12345678,6, 3837403, 1,5,0.0019953250885009766,-1, 0.017949819564819336
50,12345678,6, 771779123, 1,5,0.003968715667724609,-1, 0.047914743423461914

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.12896371841430665, 90.0%, 37.6 to 47.94, 153.8765603486533
ODA-serial, 0.0008380985260009765, 2.0%, 0.96 to 1.22, 1.0
ODA-queue, 0.5009421396255493, 90.0%, 36.82 to 47.02, 597.7127080938998
