Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,8,10637296,4,60,0.1114041805267334,81,145,64,116,112,122,10,116,0.5,False
2,96372106,8,10637297,4,60,31.038261651992798,101,162,61,124,117,119,2,118,0.5,False
3,96372106,8,10637298,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
4,96372106,8,10637299,4,60,23.09797477722168,116,184,68,146,143,151,8,145,0.5,False
5,96372106,8,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
6,96372106,8,10637301,4,60,0.20855069160461426,80,137,57,115,105,120,15,115,0.5,False
7,96372106,8,10637302,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
8,96372106,8,10637303,4,60,0.8978872299194336,87,140,53,116,107,118,11,116,0.5,False
9,96372106,8,10637304,4,60,0.2739572525024414,69,115,46,89,82,96,14,86,0.5,False
10,96372106,8,10637305,4,60,28.53165864944458,93,145,52,119,115,123,8,118,0.5,False
11,96372106,8,10637306,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
12,96372106,8,10637307,4,60,1.5613455772399902,101,161,60,130,122,134,12,129,0.5,False
13,96372106,8,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
14,96372106,8,10637309,4,60,22.55880355834961,92,145,53,114,104,122,18,113,0.5,False
15,96372106,8,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
16,96372106,8,10637311,4,60,46.29136896133423,104,159,55,126,118,128,10,126,0.5,False
17,96372106,8,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
18,96372106,8,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
19,96372106,8,10637314,4,60,43.26990628242493,114,172,58,143,134,141,7,138,0.5,False
20,96372106,8,10637315,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
21,96372106,8,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
22,96372106,8,10637317,4,60,0.11747932434082031,91,166,75,134,124,140,16,134,0.5,False
23,96372106,8,10637318,4,60,0.5086402893066406,79,125,46,99,93,103,10,99,0.5,False
24,96372106,8,10637319,4,60,25.059746503829956,116,178,62,150,143,148,5,147,0.5,False
25,96372106,8,10637320,4,60,1.7032577991485596,73,127,54,102,98,105,7,101,0.5,False
26,96372106,8,10637321,4,60,18.703425645828247,84,138,54,108,106,117,11,108,0.5,False
27,96372106,8,10637322,4,60,34.57275724411011,117,180,63,148,143,149,6,147,0.5,False
28,96372106,8,10637323,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
29,96372106,8,10637324,4,60,58.948875188827515,75,117,42,95,84,100,16,95,0.5,False
30,96372106,8,10637325,4,60,10.808213233947754,88,136,48,108,101,113,12,108,0.5,False
31,96372106,8,10637326,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
32,96372106,8,10637327,4,60,0.2552528381347656,83,131,48,108,106,109,3,108,0.5,False
33,96372106,8,10637328,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
34,96372106,8,10637329,4,60,26.515916347503662,89,141,52,113,112,113,1,112,0.5,False
35,96372106,8,10637330,4,60,2.5050137042999268,108,158,50,129,125,130,5,126,0.5,False
36,96372106,8,10637331,4,60,0.3947296142578125,65,114,49,96,90,100,10,96,0.5,False
37,96372106,8,10637332,4,60,4.396138906478882,70,123,53,93,93,93,0,93,0.5,False
38,96372106,8,10637333,4,60,31.993610620498657,97,151,54,118,115,122,7,117,0.5,False
39,96372106,8,10637334,4,60,6.541257858276367,96,155,59,123,115,125,10,118,0.5,False
40,96372106,8,10637335,4,60,9.648981809616089,73,128,55,98,95,105,10,98,0.5,False
41,96372106,8,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
42,96372106,8,10637337,4,60,1.5977072715759277,70,121,51,99,94,100,6,96,0.5,False
43,96372106,8,10637338,4,60,7.472681283950806,100,155,55,130,122,132,10,129,0.5,False
44,96372106,8,10637339,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
45,96372106,8,10637340,4,60,0.385944128036499,88,133,45,105,103,110,7,104,0.5,False
46,96372106,8,10637341,4,60,0.34024882316589355,89,163,74,126,120,124,4,124,0.5,False
47,96372106,8,10637342,4,60,2.299898386001587,91,148,57,121,117,126,9,121,0.5,False
48,96372106,8,10637343,4,60,8.87859845161438,90,136,46,123,112,129,17,122,0.5,False
49,96372106,8,10637344,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
50,96372106,8,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
