Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,8,10637296,1,60,0.05937552452087402,51,64,13,57,56,57,1,57,0.75,False
2,96372106,8,10637297,1,60,0.18669676780700684,58,71,13,65,65,66,1,65,0.75,False
3,96372106,8,10637298,1,60,0.12253928184509277,56,65,9,62,61,62,1,62,0.75,False
4,96372106,8,10637299,1,60,0.855759859085083,61,79,18,70,69,69,0,69,0.75,False
5,96372106,8,10637300,1,60,0.22579407691955566,65,81,16,70,68,70,2,68,0.75,False
6,96372106,8,10637301,1,60,0.03382587432861328,44,62,18,57,57,57,0,57,0.75,False
7,96372106,8,10637302,1,60,0.39394712448120117,68,83,15,77,77,77,0,77,0.75,False
8,96372106,8,10637303,1,60,0.015333890914916992,47,60,13,54,53,55,2,54,0.75,False
9,96372106,8,10637304,1,60,0.03260946273803711,38,53,15,45,45,45,0,45,0.75,False
10,96372106,8,10637305,1,60,3.9464285373687744,52,65,13,60,58,60,2,60,0.75,False
11,96372106,8,10637306,1,60,0.15133357048034668,55,72,17,61,60,61,1,60,0.75,False
12,96372106,8,10637307,1,60,0.09204363822937012,54,75,21,66,65,67,2,66,0.75,False
13,96372106,8,10637308,1,60,0.13853240013122559,65,83,18,77,76,77,1,77,0.75,False
14,96372106,8,10637309,1,60,0.06067204475402832,50,65,15,59,59,60,1,59,0.75,False
15,96372106,8,10637310,1,60,3.07802152633667,61,78,17,73,71,72,1,72,0.75,False
16,96372106,8,10637311,1,60,0.015051126480102539,53,69,16,57,56,57,1,57,0.75,False
17,96372106,8,10637312,1,60,0.2609241008758545,47,58,11,52,52,53,1,52,0.75,False
18,96372106,8,10637313,1,60,0.09821462631225586,58,72,14,65,65,65,0,65,0.75,False
19,96372106,8,10637314,1,60,0.2646470069885254,60,80,20,68,67,68,1,68,0.75,False
20,96372106,8,10637315,1,60,0.1144094467163086,69,91,22,80,80,81,1,80,0.75,False
21,96372106,8,10637316,1,60,0.18924593925476074,68,88,20,80,79,80,1,80,0.75,False
22,96372106,8,10637317,1,60,0.0327296257019043,58,77,19,70,70,71,1,70,0.75,False
23,96372106,8,10637318,1,60,0.019492626190185547,41,54,13,46,45,47,2,46,0.75,False
24,96372106,8,10637319,1,60,3.3983678817749023,67,80,13,72,71,72,1,72,0.75,False
25,96372106,8,10637320,1,60,0.01769232749938965,40,53,13,47,47,48,1,47,0.75,False
26,96372106,8,10637321,1,60,0.03630805015563965,47,64,17,58,57,60,3,58,0.75,False
27,96372106,8,10637322,1,60,0.16280508041381836,59,71,12,67,66,68,2,67,0.75,False
28,96372106,8,10637323,1,60,0.24423766136169434,61,75,14,72,71,72,1,72,0.75,False
29,96372106,8,10637324,1,60,0.038852691650390625,42,52,10,48,48,49,1,48,0.75,False
30,96372106,8,10637325,1,60,0.15433573722839355,52,67,15,57,56,57,1,57,0.75,False
31,96372106,8,10637326,1,60,0.3872509002685547,69,85,16,73,73,74,1,73,0.75,False
32,96372106,8,10637327,1,60,0.05616044998168945,48,61,13,54,54,54,0,54,0.75,False
33,96372106,8,10637328,1,60,0.03754472732543945,56,71,15,63,63,63,0,63,0.75,False
34,96372106,8,10637329,1,60,0.08989429473876953,52,68,16,55,55,55,0,55,0.75,False
35,96372106,8,10637330,1,60,0.4928860664367676,62,77,15,68,68,70,2,68,0.75,False
36,96372106,8,10637331,1,60,0.08445286750793457,42,53,11,45,45,45,0,45,0.75,False
37,96372106,8,10637332,1,60,0.01518559455871582,38,52,14,45,45,45,0,45,0.75,False
38,96372106,8,10637333,1,60,0.14412760734558105,54,68,14,61,59,60,1,59,0.75,False
39,96372106,8,10637334,1,60,0.0676126480102539,52,74,22,65,64,65,1,65,0.75,False
40,96372106,8,10637335,1,60,0.04612135887145996,44,54,10,49,49,50,1,49,0.75,False
41,96372106,8,10637336,1,60,0.5619580745697021,70,85,15,78,78,78,0,78,0.75,False
42,96372106,8,10637337,1,60,0.03577470779418945,44,59,15,50,49,50,1,50,0.75,False
43,96372106,8,10637338,1,60,1.3399560451507568,60,69,9,64,64,64,0,64,0.75,False
44,96372106,8,10637339,1,60,1.6753053665161133,68,86,18,74,74,74,0,74,0.75,False
45,96372106,8,10637340,1,60,0.1569356918334961,50,59,9,56,56,56,0,56,0.75,False
46,96372106,8,10637341,1,60,0.017848968505859375,47,65,18,61,61,61,0,61,0.75,False
47,96372106,8,10637342,1,60,0.0206756591796875,51,69,18,57,57,57,0,57,0.75,False
48,96372106,8,10637343,1,60,0.009606122970581055,41,55,14,51,50,51,1,51,0.75,False
49,96372106,8,10637344,1,60,0.1457221508026123,53,67,14,59,58,58,0,58,0.75,False
50,96372106,8,10637345,1,60,0.4107241630554199,64,79,15,72,72,72,0,72,0.75,False
