Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,7,10637296,2,60,0.2541320323944092,49,80,31,61,61,61,0,61,0.75,True
2,96372106,7,10637297,2,60,1.4279229640960693,54,75,21,62,62,64,2,62,0.75,True
3,96372106,7,10637298,2,60,0.8798239231109619,55,80,25,68,67,68,1,68,0.75,True
4,96372106,7,10637299,2,60,6.323457956314087,75,103,28,92,86,86,0,86,0.75,True
5,96372106,7,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
6,96372106,7,10637301,2,60,0.1458299160003662,44,69,25,58,59,61,2,59,0.75,True
7,96372106,7,10637302,2,60,0.5466921329498291,68,99,31,83,83,87,4,85,0.75,True
8,96372106,7,10637303,2,60,0.08243584632873535,47,77,30,63,62,65,3,62,0.75,True
9,96372106,7,10637304,2,60,0.0729532241821289,48,69,21,58,58,58,0,58,0.75,True
10,96372106,7,10637305,2,60,2.451667547225952,55,83,28,66,65,65,0,65,0.75,True
11,96372106,7,10637306,2,60,1.2608428001403809,57,80,23,72,65,72,7,69,0.75,True
12,96372106,7,10637307,2,60,2.9432859420776367,70,99,29,85,76,78,2,78,0.75,True
13,96372106,7,10637308,2,60,0.4622042179107666,66,99,33,85,84,84,0,84,0.75,True
14,96372106,7,10637309,2,60,0.11752820014953613,53,76,23,67,66,66,0,66,0.75,True
15,96372106,7,10637310,2,60,7.346474885940552,71,105,34,86,81,84,3,82,0.75,True
16,96372106,7,10637311,2,60,0.0295107364654541,55,85,30,69,66,72,6,67,0.75,True
17,96372106,7,10637312,2,60,0.1790773868560791,42,63,21,53,51,55,4,53,0.75,True
18,96372106,7,10637313,2,60,1.487766981124878,62,92,30,75,73,75,2,73,0.75,True
19,96372106,7,10637314,2,60,1.0057828426361084,72,100,28,86,79,80,1,79,0.75,True
20,96372106,7,10637315,2,60,1.615346908569336,69,106,37,89,85,90,5,89,0.75,True
21,96372106,7,10637316,2,60,2.2297749519348145,74,104,30,88,87,87,0,87,0.75,True
22,96372106,7,10637317,2,60,0.07156085968017578,60,87,27,75,73,75,2,75,0.75,True
23,96372106,7,10637318,2,60,0.018826723098754883,39,61,22,51,53,53,0,53,0.75,True
24,96372106,7,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
25,96372106,7,10637320,2,60,0.054517507553100586,40,63,23,54,52,55,3,54,0.75,True
26,96372106,7,10637321,2,60,0.08104300498962402,46,72,26,54,51,54,3,52,0.75,True
27,96372106,7,10637322,2,60,2.2299461364746094,59,85,26,71,70,72,2,70,0.75,True
28,96372106,7,10637323,2,60,0.49152612686157227,62,82,20,74,67,71,4,71,0.75,True
29,96372106,7,10637324,2,60,4.335410118103027,50,67,17,54,53,54,1,54,0.75,True
30,96372106,7,10637325,2,60,0.6246333122253418,54,74,20,60,58,60,2,58,0.75,True
31,96372106,7,10637326,2,60,1.1695499420166016,71,103,32,89,93,93,0,93,0.75,True
32,96372106,7,10637327,2,60,0.03017425537109375,50,80,30,62,59,61,2,60,0.75,True
33,96372106,7,10637328,2,60,0.2813699245452881,65,94,29,81,80,81,1,81,0.75,True
34,96372106,7,10637329,2,60,0.0978691577911377,58,81,23,70,68,69,1,69,0.75,True
35,96372106,7,10637330,2,60,0.09041595458984375,55,87,32,71,66,67,1,67,0.75,True
36,96372106,7,10637331,2,60,0.33908605575561523,43,66,23,55,54,58,4,57,0.75,True
37,96372106,7,10637332,2,60,0.20026707649230957,45,64,19,52,54,56,2,54,0.75,True
38,96372106,7,10637333,2,60,4.005536317825317,56,74,18,63,57,60,3,59,0.75,True
39,96372106,7,10637334,2,60,0.03169965744018555,60,86,26,75,74,75,1,75,0.75,True
40,96372106,7,10637335,2,60,0.3411688804626465,42,69,27,57,57,57,0,57,0.75,True
41,96372106,7,10637336,2,60,0.2475109100341797,72,110,38,93,94,94,0,94,0.75,True
42,96372106,7,10637337,2,60,0.0522608757019043,39,58,19,46,46,46,0,46,0.75,True
43,96372106,7,10637338,2,60,5.638610124588013,55,82,27,70,72,72,0,72,0.75,True
44,96372106,7,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
45,96372106,7,10637340,2,60,2.4506959915161133,49,76,27,64,64,65,1,65,0.75,True
46,96372106,7,10637341,2,60,0.039998769760131836,48,77,29,66,64,66,2,66,0.75,True
47,96372106,7,10637342,2,60,0.30376648902893066,52,86,34,63,58,59,1,59,0.75,True
48,96372106,7,10637343,2,60,0.01915574073791504,37,58,21,47,43,47,4,46,0.75,True
49,96372106,7,10637344,2,60,0.8723738193511963,49,70,21,62,59,61,2,61,0.75,True
50,96372106,7,10637345,2,60,1.176316261291504,67,106,39,87,85,85,0,85,0.75,True
