Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,8,10637296,0,60,0.0178067684173584,44,44,0,44,44,44,0,44,0.5,False
2,96372106,8,10637297,0,60,0.029128551483154297,47,47,0,47,47,47,0,47,0.5,False
3,96372106,8,10637298,0,60,0.010338783264160156,44,44,0,44,44,44,0,44,0.5,False
4,96372106,8,10637299,0,60,0.009509563446044922,52,52,0,52,52,52,0,52,0.5,False
5,96372106,8,10637300,0,60,0.013472557067871094,55,55,0,55,55,55,0,55,0.5,False
6,96372106,8,10637301,0,60,0.018091917037963867,40,40,0,40,40,40,0,40,0.5,False
7,96372106,8,10637302,0,60,0.01763296127319336,56,56,0,56,56,56,0,56,0.5,False
8,96372106,8,10637303,0,60,0.022988080978393555,42,42,0,42,42,42,0,42,0.5,False
9,96372106,8,10637304,0,60,0.009293079376220703,33,33,0,33,33,33,0,33,0.5,False
10,96372106,8,10637305,0,60,0.04070711135864258,41,41,0,41,41,41,0,41,0.5,False
11,96372106,8,10637306,0,60,0.015661954879760742,48,48,0,48,48,48,0,48,0.5,False
12,96372106,8,10637307,0,60,0.016088247299194336,46,46,0,46,46,46,0,46,0.5,False
13,96372106,8,10637308,0,60,0.03993582725524902,54,54,0,54,54,54,0,54,0.5,False
14,96372106,8,10637309,0,60,0.009386301040649414,42,42,0,42,42,42,0,42,0.5,False
15,96372106,8,10637310,0,60,0.018392562866210938,51,51,0,51,51,51,0,51,0.5,False
16,96372106,8,10637311,0,60,0.0191805362701416,47,47,0,47,47,47,0,47,0.5,False
17,96372106,8,10637312,0,60,0.035355329513549805,38,38,0,38,38,38,0,38,0.5,False
18,96372106,8,10637313,0,60,0.022826433181762695,49,49,0,49,49,49,0,49,0.5,False
19,96372106,8,10637314,0,60,0.055555105209350586,50,50,0,50,50,50,0,50,0.5,False
20,96372106,8,10637315,0,60,0.039144039154052734,62,62,0,62,62,62,0,62,0.5,False
21,96372106,8,10637316,0,60,0.04282736778259277,52,52,0,52,52,52,0,52,0.5,False
22,96372106,8,10637317,0,60,0.016037464141845703,49,49,0,49,49,49,0,49,0.5,False
23,96372106,8,10637318,0,60,0.006884336471557617,36,36,0,36,36,36,0,36,0.5,False
24,96372106,8,10637319,0,60,0.04807305335998535,52,52,0,52,52,52,0,52,0.5,False
25,96372106,8,10637320,0,60,0.0070018768310546875,32,32,0,32,32,32,0,32,0.5,False
26,96372106,8,10637321,0,60,0.02420830726623535,41,41,0,41,41,41,0,41,0.5,False
27,96372106,8,10637322,0,60,0.09546017646789551,50,50,0,50,50,50,0,50,0.5,False
28,96372106,8,10637323,0,60,0.019884824752807617,53,53,0,53,53,53,0,53,0.5,False
29,96372106,8,10637324,0,60,0.017272233963012695,34,34,0,34,34,34,0,34,0.5,False
30,96372106,8,10637325,0,60,0.014159679412841797,40,40,0,40,40,40,0,40,0.5,False
31,96372106,8,10637326,0,60,0.03211236000061035,54,54,0,54,54,54,0,54,0.5,False
32,96372106,8,10637327,0,60,0.006842613220214844,39,39,0,39,39,39,0,39,0.5,False
33,96372106,8,10637328,0,60,0.15269255638122559,48,48,0,48,48,48,0,48,0.5,False
34,96372106,8,10637329,0,60,0.017471790313720703,45,45,0,45,45,45,0,45,0.5,False
35,96372106,8,10637330,0,60,0.01561594009399414,50,50,0,50,50,50,0,50,0.5,False
36,96372106,8,10637331,0,60,0.012206315994262695,34,34,0,34,34,34,0,34,0.5,False
37,96372106,8,10637332,0,60,0.006316184997558594,33,33,0,33,33,33,0,33,0.5,False
38,96372106,8,10637333,0,60,0.009061813354492188,42,42,0,42,42,42,0,42,0.5,False
39,96372106,8,10637334,0,60,0.007047414779663086,44,44,0,44,44,44,0,44,0.5,False
40,96372106,8,10637335,0,60,0.010413646697998047,35,35,0,35,35,35,0,35,0.5,False
41,96372106,8,10637336,0,60,0.01608586311340332,59,59,0,59,59,59,0,59,0.5,False
42,96372106,8,10637337,0,60,0.0146026611328125,36,36,0,36,36,36,0,36,0.5,False
43,96372106,8,10637338,0,60,0.012015581130981445,48,48,0,48,48,48,0,48,0.5,False
44,96372106,8,10637339,0,60,0.019123077392578125,56,56,0,56,56,56,0,56,0.5,False
45,96372106,8,10637340,0,60,0.05917501449584961,41,41,0,41,41,41,0,41,0.5,False
46,96372106,8,10637341,0,60,0.009689807891845703,44,44,0,44,44,44,0,44,0.5,False
47,96372106,8,10637342,0,60,0.01146841049194336,44,44,0,44,44,44,0,44,0.5,False
48,96372106,8,10637343,0,60,0.00965261459350586,38,38,0,38,38,38,0,38,0.5,False
49,96372106,8,10637344,0,60,0.07938790321350098,43,43,0,43,43,43,0,43,0.5,False
50,96372106,8,10637345,0,60,0.024106979370117188,53,53,0,53,53,53,0,53,0.5,False
