Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,5,10637296,4,60,0.108856201171875,61,106,45,75,83,83,0,83,0.75,True
2,96372106,5,10637297,4,60,0.01081085205078125,44,74,30,58,56,59,3,58,0.75,True
3,96372106,5,10637298,4,60,0.2109372615814209,59,114,55,87,89,89,0,89,0.75,True
4,96372106,5,10637299,4,60,46.319236040115356,66,115,49,87,82,88,6,84,0.75,True
5,96372106,5,10637300,4,60,32.04299855232239,94,127,33,105,102,105,3,102,0.75,True
6,96372106,5,10637301,4,60,0.06145739555358887,54,90,36,73,74,76,2,74,0.75,True
7,96372106,5,10637302,4,60,9.74087643623352,90,139,49,116,114,122,8,116,0.75,True
8,96372106,5,10637303,4,60,0.045038461685180664,50,90,40,69,65,72,7,68,0.75,True
9,96372106,5,10637304,4,60,0.5601041316986084,52,87,35,76,72,75,3,74,0.75,True
10,96372106,5,10637305,4,60,9.25653600692749,64,107,43,85,79,87,8,82,0.75,True
11,96372106,5,10637306,4,60,0.15625810623168945,47,99,52,72,71,72,1,71,0.75,True
12,96372106,5,10637307,4,60,0.13252973556518555,57,102,45,78,76,84,8,78,0.75,True
13,96372106,5,10637308,4,60,0.5776851177215576,62,110,48,83,79,82,3,82,0.75,True
14,96372106,5,10637309,4,60,13.989469528198242,63,99,36,74,74,74,0,74,0.75,True
15,96372106,5,10637310,4,60,53.62370228767395,76,123,47,98,99,99,0,99,0.75,True
16,96372106,5,10637311,4,60,0.08239912986755371,54,99,45,83,78,79,1,78,0.75,True
17,96372106,5,10637312,4,60,2.6289258003234863,49,74,25,63,67,67,0,67,0.75,True
18,96372106,5,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
19,96372106,5,10637314,4,60,13.294444561004639,61,91,30,78,83,87,4,83,0.75,True
20,96372106,5,10637315,4,60,0.4056394100189209,67,110,43,92,91,91,0,91,0.75,True
21,96372106,5,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
22,96372106,5,10637317,4,60,0.05991196632385254,43,91,48,73,72,75,3,72,0.75,True
23,96372106,5,10637318,4,60,0.5913989543914795,51,101,50,75,62,62,0,62,0.75,True
24,96372106,5,10637319,4,60,7.2098681926727295,72,112,40,94,89,93,4,92,0.75,True
25,96372106,5,10637320,4,60,0.03175759315490723,46,84,38,62,62,62,0,62,0.75,True
26,96372106,5,10637321,4,60,0.010461568832397461,38,80,42,55,53,56,3,55,0.75,True
27,96372106,5,10637322,4,60,1.2044398784637451,62,97,35,80,83,83,0,83,0.75,True
28,96372106,5,10637323,4,60,9.331977367401123,64,103,39,82,79,84,5,83,0.75,True
29,96372106,5,10637324,4,60,19.345942497253418,52,89,37,69,72,72,0,72,0.75,True
30,96372106,5,10637325,4,60,0.09828400611877441,42,75,33,55,52,52,0,52,0.75,True
31,96372106,5,10637326,4,60,0.3047492504119873,65,98,33,84,83,88,5,87,0.75,True
32,96372106,5,10637327,4,60,1.159776210784912,59,100,41,84,73,75,2,75,0.75,True
33,96372106,5,10637328,4,60,0.1154475212097168,65,100,35,81,80,82,2,80,0.75,True
34,96372106,5,10637329,4,60,19.945165157318115,63,98,35,83,83,83,0,83,0.75,True
35,96372106,5,10637330,4,60,0.012298345565795898,40,80,40,67,66,67,1,67,0.75,True
36,96372106,5,10637331,4,60,0.015970468521118164,35,63,28,48,48,48,0,48,0.75,True
37,96372106,5,10637332,4,60,0.14472723007202148,42,80,38,53,53,53,0,53,0.75,True
38,96372106,5,10637333,4,60,0.5023200511932373,52,91,39,70,64,72,8,69,0.75,True
39,96372106,5,10637334,4,60,0.024560928344726562,48,86,38,65,63,68,5,65,0.75,True
40,96372106,5,10637335,4,60,0.0030951499938964844,23,45,22,38,38,38,0,38,0.75,True
41,96372106,5,10637336,4,60,28.10913109779358,86,130,44,110,106,106,0,106,0.75,True
42,96372106,5,10637337,4,60,0.3009037971496582,41,76,35,60,55,61,6,57,0.75,True
43,96372106,5,10637338,4,60,0.03626251220703125,50,103,53,86,82,89,7,89,0.75,True
44,96372106,5,10637339,4,60,7.033632278442383,62,89,27,78,71,73,2,72,0.75,True
45,96372106,5,10637340,4,60,0.19686269760131836,51,85,34,70,67,72,5,70,0.75,True
46,96372106,5,10637341,4,60,0.015260696411132812,51,95,44,81,81,81,0,81,0.75,True
47,96372106,5,10637342,4,60,0.24225735664367676,48,82,34,63,63,71,8,63,0.75,True
48,96372106,5,10637343,4,60,0.07844352722167969,52,91,39,74,68,72,4,69,0.75,True
49,96372106,5,10637344,4,60,6.780324697494507,53,91,38,76,67,67,0,67,0.75,True
50,96372106,5,10637345,4,60,58.72474145889282,82,130,48,105,101,101,0,101,0.75,True
