Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,3,10637296,4,60,0.04786825180053711,40,71,31,56,56,56,0,56,0.75,False
2,96372106,3,10637297,4,60,0.0029904842376708984,26,43,17,33,33,33,0,33,0.75,False
3,96372106,3,10637298,4,60,0.2563362121582031,45,83,38,68,66,68,2,67,0.75,False
4,96372106,3,10637299,4,60,0.023926734924316406,35,73,38,58,54,58,4,58,0.75,False
5,96372106,3,10637300,4,60,0.06484603881835938,38,70,32,58,55,59,4,58,0.75,False
6,96372106,3,10637301,4,60,0.05884361267089844,42,75,33,60,60,60,0,60,0.75,False
7,96372106,3,10637302,4,60,0.18051624298095703,36,81,45,60,59,61,2,60,0.75,False
8,96372106,3,10637303,4,60,0.003987550735473633,31,55,24,42,42,45,3,42,0.75,False
9,96372106,3,10637304,4,60,0.010974884033203125,29,60,31,40,40,40,0,40,0.75,False
10,96372106,3,10637305,4,60,0.4697432518005371,45,76,31,64,62,62,0,62,0.75,False
11,96372106,3,10637306,4,60,0.0019903182983398438,14,30,16,24,24,24,0,24,0.75,False
12,96372106,3,10637307,4,60,0.018950939178466797,38,67,29,54,51,55,4,53,0.75,False
13,96372106,3,10637308,4,60,0.020925045013427734,35,75,40,45,45,45,0,45,0.75,False
14,96372106,3,10637309,4,60,0.06584334373474121,34,64,30,47,46,49,3,47,0.75,False
15,96372106,3,10637310,4,60,1.8939862251281738,43,78,35,64,64,64,0,64,0.75,False
16,96372106,3,10637311,4,60,0.03291177749633789,29,55,26,41,41,43,2,41,0.75,False
17,96372106,3,10637312,4,60,0.006980180740356445,27,45,18,33,33,33,0,33,0.75,False
18,96372106,3,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
19,96372106,3,10637314,4,60,8.92541241645813,42,67,25,60,59,59,0,59,0.75,False
20,96372106,3,10637315,4,60,0.029920578002929688,28,48,20,35,34,35,1,35,0.75,False
21,96372106,3,10637316,4,60,2.876267194747925,33,61,28,49,42,47,5,46,0.75,False
22,96372106,3,10637317,4,60,0.038858652114868164,33,68,35,48,48,52,4,48,0.75,False
23,96372106,3,10637318,4,60,0.8297793865203857,35,72,37,53,51,51,0,51,0.75,False
24,96372106,3,10637319,4,60,0.003988742828369141,26,56,30,45,45,45,0,45,0.75,False
25,96372106,3,10637320,4,60,0.0029916763305664062,22,41,19,29,29,29,0,29,0.75,False
26,96372106,3,10637321,4,60,0.0049877166748046875,26,53,27,38,38,38,0,38,0.75,False
27,96372106,3,10637322,4,60,0.01000666618347168,24,54,30,43,43,43,0,43,0.75,False
28,96372106,3,10637323,4,60,0.6213111877441406,38,62,24,52,52,52,0,52,0.75,False
29,96372106,3,10637324,4,60,0.004983663558959961,27,51,24,39,38,43,5,39,0.75,False
30,96372106,3,10637325,4,60,0.014964580535888672,23,46,23,31,29,32,3,30,0.75,False
31,96372106,3,10637326,4,60,0.24138760566711426,45,67,22,53,52,52,0,52,0.75,False
32,96372106,3,10637327,4,60,0.04190850257873535,32,58,26,42,42,44,2,42,0.75,False
33,96372106,3,10637328,4,60,0.011972188949584961,32,60,28,48,48,48,0,48,0.75,False
34,96372106,3,10637329,4,60,0.00498652458190918,33,58,25,45,42,45,3,45,0.75,False
35,96372106,3,10637330,4,60,0.0009980201721191406,19,32,13,25,23,31,8,25,0.75,False
36,96372106,3,10637331,4,60,0.00797891616821289,27,50,23,37,37,37,0,37,0.75,False
37,96372106,3,10637332,4,60,0.0019948482513427734,20,38,18,32,32,32,0,32,0.75,False
38,96372106,3,10637333,4,60,0.00997304916381836,32,50,18,40,40,40,0,40,0.75,False
39,96372106,3,10637334,4,60,0.0039899349212646484,24,55,31,35,34,35,1,35,0.75,False
40,96372106,3,10637335,4,60,0.000997304916381836,13,19,6,15,15,15,0,15,0.75,False
41,96372106,3,10637336,4,60,0.15957307815551758,43,73,30,62,59,59,0,59,0.75,False
42,96372106,3,10637337,4,60,0.08678770065307617,26,48,22,33,32,32,0,32,0.75,False
43,96372106,3,10637338,4,60,0.030937671661376953,42,80,38,64,64,64,0,64,0.75,False
44,96372106,3,10637339,4,60,1.8659534454345703,28,47,19,38,38,41,3,38,0.75,False
45,96372106,3,10637340,4,60,0.004022359848022461,26,56,30,41,39,42,3,41,0.75,False
46,96372106,3,10637341,4,60,0.0039958953857421875,25,53,28,39,39,39,0,39,0.75,False
47,96372106,3,10637342,4,60,0.21243047714233398,29,47,18,43,43,43,0,43,0.75,False
48,96372106,3,10637343,4,60,0.002983570098876953,23,42,19,27,26,27,1,27,0.75,False
49,96372106,3,10637344,4,60,0.0030024051666259766,22,44,22,27,27,27,0,27,0.75,False
50,96372106,3,10637345,4,60,0.012967109680175781,41,80,39,57,56,62,6,57,0.75,False
