Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,11,10637296,1,60,6.029755592346191,0.2877042293548584,67,87,20,67,67,71,4,67,0.75,uniform,False
2,96372106,11,10637297,1,60,14.82246732711792,0.7868199348449707,75,97,22,75,74,76,2,74,0.75,uniform,False
3,96372106,11,10637298,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
4,96372106,11,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
5,96372106,11,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
6,96372106,11,10637301,1,60,7.835354328155518,0.17616748809814453,68,91,23,68,68,69,1,68,0.75,uniform,False
7,96372106,11,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
8,96372106,11,10637303,1,60,3.7048604488372803,0.07014083862304688,62,82,20,62,62,63,1,62,0.75,uniform,False
9,96372106,11,10637304,1,60,0.12084007263183594,0.07397317886352539,48,67,19,48,48,51,3,48,0.75,uniform,False
10,96372106,11,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
11,96372106,11,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
12,96372106,11,10637307,1,60,255.0367555618286,2.573793888092041,70,98,28,70,69,72,3,69,0.75,uniform,False
13,96372106,11,10637308,1,60,4.999046087265015,0.31848621368408203,77,100,23,77,79,80,1,79,0.75,uniform,False
14,96372106,11,10637309,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
15,96372106,11,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
16,96372106,11,10637311,1,60,7.398165464401245,0.26959800720214844,81,104,23,81,80,84,4,80,0.75,uniform,False
17,96372106,11,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
18,96372106,11,10637313,1,60,268.4217178821564,0.4669027328491211,79,99,20,79,78,78,0,78,0.75,uniform,False
19,96372106,11,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
20,96372106,11,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
21,96372106,11,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
22,96372106,11,10637317,1,60,6.348735094070435,0.12674474716186523,75,98,23,75,75,76,1,75,0.75,uniform,False
23,96372106,11,10637318,1,60,1.0214388370513916,0.17525625228881836,61,83,22,61,61,61,0,61,0.75,uniform,False
24,96372106,11,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
25,96372106,11,10637320,1,60,0.7400314807891846,0.1197969913482666,66,83,17,66,66,66,0,66,0.75,uniform,False
26,96372106,11,10637321,1,60,15.783869504928589,50.71797442436218,66,87,21,66,67,68,1,67,0.75,uniform,False
27,96372106,11,10637322,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
28,96372106,11,10637323,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
29,96372106,11,10637324,1,60,27.254690408706665,0.30205535888671875,66,83,17,66,67,68,1,67,0.75,uniform,False
30,96372106,11,10637325,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
31,96372106,11,10637326,1,60,23.89883303642273,0.2892327308654785,74,97,23,74,75,77,2,75,0.75,uniform,False
32,96372106,11,10637327,1,60,0.6874315738677979,0.12857627868652344,64,86,22,64,62,62,0,62,0.75,uniform,False
33,96372106,11,10637328,1,60,18.09608793258667,0.09578180313110352,75,98,23,75,75,76,1,75,0.75,uniform,False
34,96372106,11,10637329,1,60,14.282970190048218,0.4117720127105713,74,99,25,74,74,74,0,74,0.75,uniform,False
35,96372106,11,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,False
36,96372106,11,10637331,1,60,0.8727996349334717,0.1265702247619629,60,77,17,60,58,58,0,58,0.75,uniform,False
37,96372106,11,10637332,1,60,1.8812355995178223,0.11729741096496582,54,69,15,54,55,57,2,55,0.75,uniform,False
38,96372106,11,10637333,1,60,97.8398208618164,0.21711254119873047,74,94,20,74,75,75,0,75,0.75,uniform,False
39,96372106,11,10637334,1,60,11.726142644882202,0.05514359474182129,74,100,26,74,74,76,2,74,0.75,uniform,False
