Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,6,10637296,0,60,0.010956764221191406,34,34,0,34,34,34,0,34,0.75,False
2,96372106,6,10637297,0,60,0.011013269424438477,30,30,0,30,30,30,0,30,0.75,False
3,96372106,6,10637298,0,60,0.008023262023925781,34,34,0,34,34,34,0,34,0.75,False
4,96372106,6,10637299,0,60,0.008988380432128906,40,40,0,40,40,40,0,40,0.75,False
5,96372106,6,10637300,0,60,0.011008024215698242,46,46,0,46,46,46,0,46,0.75,False
6,96372106,6,10637301,0,60,0.023204803466796875,30,30,0,30,30,30,0,30,0.75,False
7,96372106,6,10637302,0,60,0.020980358123779297,47,47,0,47,47,47,0,47,0.75,False
8,96372106,6,10637303,0,60,0.010013818740844727,28,28,0,28,28,28,0,28,0.75,False
9,96372106,6,10637304,0,60,0.008978128433227539,29,29,0,29,29,29,0,29,0.75,False
10,96372106,6,10637305,0,60,0.022005558013916016,32,32,0,32,32,32,0,32,0.75,False
11,96372106,6,10637306,0,60,0.021042823791503906,36,36,0,36,36,36,0,36,0.75,False
12,96372106,6,10637307,0,60,0.013076066970825195,38,38,0,38,38,38,0,38,0.75,False
13,96372106,6,10637308,0,60,0.021046161651611328,38,38,0,38,38,38,0,38,0.75,False
14,96372106,6,10637309,0,60,0.012082338333129883,31,31,0,31,31,31,0,31,0.75,False
15,96372106,6,10637310,0,60,0.01816844940185547,43,43,0,43,43,43,0,43,0.75,False
16,96372106,6,10637311,0,60,0.015308141708374023,37,37,0,37,37,37,0,37,0.75,False
17,96372106,6,10637312,0,60,0.0060961246490478516,28,28,0,28,28,28,0,28,0.75,False
18,96372106,6,10637313,0,60,0.023844003677368164,37,37,0,37,37,37,0,37,0.75,False
19,96372106,6,10637314,0,60,0.06437277793884277,38,38,0,38,38,38,0,38,0.75,False
20,96372106,6,10637315,0,60,0.027124881744384766,45,45,0,45,45,45,0,45,0.75,False
21,96372106,6,10637316,0,60,0.02991938591003418,44,44,0,44,44,44,0,44,0.75,False
22,96372106,6,10637317,0,60,0.009954214096069336,33,33,0,33,33,33,0,33,0.75,False
23,96372106,6,10637318,0,60,0.008973121643066406,25,25,0,25,25,25,0,25,0.75,False
24,96372106,6,10637319,0,60,0.019052982330322266,42,42,0,42,42,42,0,42,0.75,False
25,96372106,6,10637320,0,60,0.004952669143676758,24,24,0,24,24,24,0,24,0.75,False
26,96372106,6,10637321,0,60,0.01996445655822754,27,27,0,27,27,27,0,27,0.75,False
27,96372106,6,10637322,0,60,0.030946969985961914,34,34,0,34,34,34,0,34,0.75,False
28,96372106,6,10637323,0,60,0.015986204147338867,35,35,0,35,35,35,0,35,0.75,False
29,96372106,6,10637324,0,60,0.009935855865478516,30,30,0,30,30,30,0,30,0.75,False
30,96372106,6,10637325,0,60,0.00893402099609375,29,29,0,29,29,29,0,29,0.75,False
31,96372106,6,10637326,0,60,0.01596999168395996,37,37,0,37,37,37,0,37,0.75,False
32,96372106,6,10637327,0,60,0.009971141815185547,33,33,0,33,33,33,0,33,0.75,False
33,96372106,6,10637328,0,60,0.011079549789428711,40,40,0,40,40,40,0,40,0.75,False
34,96372106,6,10637329,0,60,0.022014379501342773,37,37,0,37,37,37,0,37,0.75,False
35,96372106,6,10637330,0,60,0.014165639877319336,31,31,0,31,31,31,0,31,0.75,False
36,96372106,6,10637331,0,60,0.009989500045776367,24,24,0,24,24,24,0,24,0.75,False
37,96372106,6,10637332,0,60,0.007991552352905273,28,28,0,28,28,28,0,28,0.75,False
38,96372106,6,10637333,0,60,0.007061481475830078,28,28,0,28,28,28,0,28,0.75,False
39,96372106,6,10637334,0,60,0.005986213684082031,34,34,0,34,34,34,0,34,0.75,False
40,96372106,6,10637335,0,60,0.004987478256225586,18,18,0,18,18,18,0,18,0.75,False
41,96372106,6,10637336,0,60,0.01199960708618164,50,50,0,50,50,50,0,50,0.75,False
42,96372106,6,10637337,0,60,0.009046792984008789,27,27,0,27,27,27,0,27,0.75,False
43,96372106,6,10637338,0,60,0.010910272598266602,38,38,0,38,38,38,0,38,0.75,False
44,96372106,6,10637339,0,60,0.016030311584472656,38,38,0,38,38,38,0,38,0.75,False
45,96372106,6,10637340,0,60,0.009075164794921875,30,30,0,30,30,30,0,30,0.75,False
46,96372106,6,10637341,0,60,0.007983922958374023,33,33,0,33,33,33,0,33,0.75,False
47,96372106,6,10637342,0,60,0.009100914001464844,28,28,0,28,28,28,0,28,0.75,False
48,96372106,6,10637343,0,60,0.009000301361083984,29,29,0,29,29,29,0,29,0.75,False
49,96372106,6,10637344,0,60,0.09915828704833984,31,31,0,31,31,31,0,31,0.75,False
50,96372106,6,10637345,0,60,0.01695561408996582,46,46,0,46,46,46,0,46,0.75,False
