Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,5,10637296,4,60,0.12459921836853027,61,106,45,75,75,0,1.0,False
2,96372106,5,10637297,4,60,0.013996601104736328,44,74,30,58,58,0,1.0,False
3,96372106,5,10637298,4,60,0.34088802337646484,59,114,55,87,87,0,1.0,False
4,96372106,5,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
5,96372106,5,10637300,4,60,49.453622341156006,94,127,33,105,105,0,1.0,False
6,96372106,5,10637301,4,60,0.09428095817565918,54,90,36,73,73,0,1.0,False
7,96372106,5,10637302,4,60,6.207597732543945,90,139,49,114,114,0,1.0,False
8,96372106,5,10637303,4,60,0.016954421997070312,50,90,40,69,69,0,1.0,False
9,96372106,5,10637304,4,60,0.37163615226745605,52,87,35,76,76,0,1.0,False
10,96372106,5,10637305,4,60,10.523844957351685,64,107,43,83,83,0,1.0,False
11,96372106,5,10637306,4,60,0.17126059532165527,47,99,52,72,72,0,1.0,False
12,96372106,5,10637307,4,60,0.08682489395141602,57,102,45,78,78,0,1.0,False
13,96372106,5,10637308,4,60,0.5295639038085938,62,110,48,83,83,0,1.0,False
14,96372106,5,10637309,4,60,16.111009120941162,63,99,36,74,74,0,1.0,False
15,96372106,5,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
16,96372106,5,10637311,4,60,0.08369302749633789,54,99,45,83,83,0,1.0,False
17,96372106,5,10637312,4,60,3.571713447570801,49,74,25,63,63,0,1.0,False
18,96372106,5,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
19,96372106,5,10637314,4,60,21.711567640304565,61,91,30,78,78,0,1.0,False
20,96372106,5,10637315,4,60,0.3940744400024414,67,110,43,91,91,0,1.0,False
21,96372106,5,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
22,96372106,5,10637317,4,60,0.058202266693115234,43,91,48,73,73,0,1.0,False
23,96372106,5,10637318,4,60,1.0161848068237305,51,101,50,72,72,0,1.0,False
24,96372106,5,10637319,4,60,10.400463342666626,72,112,40,94,94,0,1.0,False
25,96372106,5,10637320,4,60,0.033957481384277344,46,84,38,62,62,0,1.0,False
26,96372106,5,10637321,4,60,0.016996145248413086,38,80,42,55,55,0,1.0,False
27,96372106,5,10637322,4,60,1.0137081146240234,62,97,35,79,79,0,1.0,False
28,96372106,5,10637323,4,60,15.06803846359253,64,103,39,82,82,0,1.0,False
29,96372106,5,10637324,4,60,31.339860200881958,52,89,37,69,69,0,1.0,False
30,96372106,5,10637325,4,60,0.1349484920501709,42,75,33,55,55,0,1.0,False
31,96372106,5,10637326,4,60,0.39849257469177246,65,98,33,84,84,0,1.0,False
32,96372106,5,10637327,4,60,1.5367698669433594,59,100,41,84,84,0,1.0,False
33,96372106,5,10637328,4,60,0.14265155792236328,65,100,35,80,80,0,1.0,False
34,96372106,5,10637329,4,60,29.73030948638916,63,98,35,83,83,0,1.0,False
35,96372106,5,10637330,4,60,0.012597322463989258,40,80,40,67,67,0,1.0,False
36,96372106,5,10637331,4,60,0.020114898681640625,35,63,28,48,48,0,1.0,False
37,96372106,5,10637332,4,60,0.17359614372253418,42,80,38,53,53,0,1.0,False
38,96372106,5,10637333,4,60,0.45438718795776367,52,91,39,69,69,0,1.0,False
39,96372106,5,10637334,4,60,0.0359196662902832,48,86,38,65,65,0,1.0,False
40,96372106,5,10637335,4,60,0.0030410289764404297,23,45,22,38,38,0,1.0,False
41,96372106,5,10637336,4,60,41.91958808898926,86,130,44,110,110,0,1.0,False
42,96372106,5,10637337,4,60,0.5460383892059326,41,76,35,59,59,0,1.0,False
43,96372106,5,10637338,4,60,0.06517171859741211,50,103,53,86,86,0,1.0,False
44,96372106,5,10637339,4,60,10.947120666503906,62,89,27,75,75,0,1.0,False
45,96372106,5,10637340,4,60,0.22086095809936523,51,85,34,70,70,0,1.0,False
46,96372106,5,10637341,4,60,0.02210092544555664,51,95,44,81,81,0,1.0,False
47,96372106,5,10637342,4,60,0.31282687187194824,48,82,34,63,63,0,1.0,False
48,96372106,5,10637343,4,60,0.1049187183380127,52,91,39,73,73,0,1.0,False
49,96372106,5,10637344,4,60,11.401052713394165,53,91,38,76,76,0,1.0,False
50,96372106,5,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
