Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,5,10637296,0,60,0.010498523712158203,32,32,0,32,32,32,0,32,0.5,True
2,96372106,5,10637297,0,60,0.00441288948059082,22,22,0,22,22,22,0,22,0.5,True
3,96372106,5,10637298,0,60,0.006541252136230469,33,33,0,33,33,33,0,33,0.5,True
4,96372106,5,10637299,0,60,0.007260799407958984,31,31,0,31,31,31,0,31,0.5,True
5,96372106,5,10637300,0,60,0.006428956985473633,38,38,0,38,38,38,0,38,0.5,True
6,96372106,5,10637301,0,60,0.015041589736938477,28,28,0,28,28,28,0,28,0.5,True
7,96372106,5,10637302,0,60,0.013836383819580078,44,44,0,44,44,44,0,44,0.5,True
8,96372106,5,10637303,0,60,0.012201070785522461,25,25,0,25,25,25,0,25,0.5,True
9,96372106,5,10637304,0,60,0.006805896759033203,24,24,0,24,24,24,0,24,0.5,True
10,96372106,5,10637305,0,60,0.00874638557434082,28,28,0,28,28,28,0,28,0.5,True
11,96372106,5,10637306,0,60,0.020802974700927734,30,30,0,30,30,30,0,30,0.5,True
12,96372106,5,10637307,0,60,0.00780177116394043,29,29,0,29,29,29,0,29,0.5,True
13,96372106,5,10637308,0,60,0.01381826400756836,29,29,0,29,29,29,0,29,0.5,True
14,96372106,5,10637309,0,60,0.006376028060913086,29,29,0,29,29,29,0,29,0.5,True
15,96372106,5,10637310,0,60,0.018628597259521484,37,37,0,37,37,37,0,37,0.5,True
16,96372106,5,10637311,0,60,0.008350849151611328,26,26,0,26,26,26,0,26,0.5,True
17,96372106,5,10637312,0,60,0.0037851333618164062,22,22,0,22,22,22,0,22,0.5,True
18,96372106,5,10637313,0,60,0.025980472564697266,33,33,0,33,33,33,0,33,0.5,True
19,96372106,5,10637314,0,60,0.03532004356384277,29,29,0,29,31,31,0,31,0.5,True
20,96372106,5,10637315,0,60,0.018597126007080078,35,35,0,35,35,35,0,35,0.5,True
21,96372106,5,10637316,0,60,0.020479202270507812,36,36,0,36,36,36,0,36,0.5,True
22,96372106,5,10637317,0,60,0.007069826126098633,25,25,0,25,25,25,0,25,0.5,True
23,96372106,5,10637318,0,60,0.007660388946533203,24,24,0,24,24,24,0,24,0.5,True
24,96372106,5,10637319,0,60,0.016826152801513672,34,34,0,34,34,34,0,34,0.5,True
25,96372106,5,10637320,0,60,0.0034999847412109375,21,21,0,21,21,21,0,21,0.5,True
26,96372106,5,10637321,0,60,0.00833439826965332,21,21,0,21,21,21,0,21,0.5,True
27,96372106,5,10637322,0,60,0.02896738052368164,27,27,0,27,27,27,0,27,0.5,True
28,96372106,5,10637323,0,60,0.014446496963500977,31,31,0,31,31,31,0,31,0.5,True
29,96372106,5,10637324,0,60,0.005320549011230469,24,24,0,24,24,24,0,24,0.5,True
30,96372106,5,10637325,0,60,0.003606557846069336,23,23,0,23,23,23,0,23,0.5,True
31,96372106,5,10637326,0,60,0.023365497589111328,30,30,0,30,30,30,0,30,0.5,True
32,96372106,5,10637327,0,60,0.005705118179321289,28,28,0,28,28,28,0,28,0.5,True
33,96372106,5,10637328,0,60,0.009287595748901367,33,33,0,33,33,33,0,33,0.5,True
34,96372106,5,10637329,0,60,0.015081644058227539,31,31,0,31,31,31,0,31,0.5,True
35,96372106,5,10637330,0,60,0.0038526058197021484,21,21,0,21,21,21,0,21,0.5,True
36,96372106,5,10637331,0,60,0.005940914154052734,20,20,0,20,20,20,0,20,0.5,True
37,96372106,5,10637332,0,60,0.0041446685791015625,24,24,0,24,24,24,0,24,0.5,True
38,96372106,5,10637333,0,60,0.005978107452392578,26,26,0,26,26,26,0,26,0.5,True
39,96372106,5,10637334,0,60,0.0043795108795166016,27,27,0,27,27,27,0,27,0.5,True
40,96372106,5,10637335,0,60,0.001961231231689453,11,11,0,11,11,11,0,11,0.5,True
41,96372106,5,10637336,0,60,0.009727239608764648,41,41,0,41,41,41,0,41,0.5,True
42,96372106,5,10637337,0,60,0.011005878448486328,24,24,0,24,24,24,0,24,0.5,True
43,96372106,5,10637338,0,60,0.009918212890625,32,32,0,32,32,32,0,32,0.5,True
44,96372106,5,10637339,0,60,0.013947725296020508,28,28,0,28,28,28,0,28,0.5,True
45,96372106,5,10637340,0,60,0.007212638854980469,26,26,0,26,26,26,0,26,0.5,True
46,96372106,5,10637341,0,60,0.00433349609375,24,24,0,24,24,24,0,24,0.5,True
47,96372106,5,10637342,0,60,0.010091543197631836,24,24,0,24,24,24,0,24,0.5,True
48,96372106,5,10637343,0,60,0.004737138748168945,25,25,0,25,25,25,0,25,0.5,True
49,96372106,5,10637344,0,60,0.008784770965576172,25,25,0,25,25,25,0,25,0.5,True
50,96372106,5,10637345,0,60,0.009110212326049805,39,39,0,39,39,39,0,39,0.5,True
