Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,9,10637296,2,60,29.34608793258667,60,95,35,83,74,88,14,83,0.25,True
2,96372106,9,10637297,2,60,2.6864941120147705,80,110,30,96,90,104,14,98,0.25,True
3,96372106,9,10637298,2,60,4.670885801315308,77,104,27,91,81,95,14,90,0.25,True
4,96372106,9,10637299,2,60,6.639678239822388,85,114,29,97,89,101,12,94,0.25,True
5,96372106,9,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
6,96372106,9,10637301,2,60,17.194175004959106,61,90,29,72,65,78,13,71,0.25,True
7,96372106,9,10637302,2,60,20.1825008392334,92,128,36,112,103,121,18,110,0.25,True
8,96372106,9,10637303,2,60,0.0820000171661377,57,95,38,77,68,84,16,76,0.25,True
9,96372106,9,10637304,2,60,0.07493925094604492,57,80,23,66,61,70,9,66,0.25,True
10,96372106,9,10637305,2,60,5.86560845375061,84,117,33,100,86,106,20,97,0.25,True
11,96372106,9,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
12,96372106,9,10637307,2,60,34.43406438827515,85,119,34,102,98,108,10,102,0.25,True
13,96372106,9,10637308,2,60,25.21205449104309,88,127,39,109,99,116,17,105,0.25,True
14,96372106,9,10637309,2,60,0.19095063209533691,80,104,24,91,90,96,6,91,0.25,True
15,96372106,9,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
16,96372106,9,10637311,2,60,1.639085292816162,74,106,32,89,84,92,8,89,0.25,True
17,96372106,9,10637312,2,60,4.591760635375977,63,88,25,78,72,85,13,78,0.25,True
18,96372106,9,10637313,2,60,1.5311026573181152,82,117,35,103,99,110,11,103,0.25,True
19,96372106,9,10637314,2,60,1.783266305923462,89,124,35,108,102,108,6,108,0.25,True
20,96372106,9,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
21,96372106,9,10637316,2,60,9.498629808425903,82,116,34,101,94,110,16,103,0.25,True
22,96372106,9,10637317,2,60,0.07635378837585449,76,111,35,96,90,104,14,96,0.25,True
23,96372106,9,10637318,2,60,0.0380702018737793,58,90,32,72,64,81,17,73,0.25,True
24,96372106,9,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
25,96372106,9,10637320,2,60,0.0921175479888916,57,88,31,68,61,80,19,67,0.25,True
26,96372106,9,10637321,2,60,0.5971369743347168,67,99,32,83,82,95,13,87,0.25,True
27,96372106,9,10637322,2,60,41.02031493186951,79,108,29,93,89,94,5,92,0.25,True
28,96372106,9,10637323,2,60,1.7158727645874023,85,112,27,101,94,103,9,99,0.25,True
29,96372106,9,10637324,2,60,0.8233451843261719,59,82,23,73,63,73,10,70,0.25,True
30,96372106,9,10637325,2,60,12.153940200805664,78,106,28,87,82,92,10,86,0.25,True
31,96372106,9,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
32,96372106,9,10637327,2,60,0.028992176055908203,58,94,36,74,67,88,21,74,0.25,True
33,96372106,9,10637328,2,60,0.30066800117492676,71,100,29,83,78,97,19,84,0.25,True
34,96372106,9,10637329,2,60,0.18069672584533691,77,112,35,94,90,97,7,94,0.25,True
35,96372106,9,10637330,2,60,0.351792573928833,76,113,37,97,94,103,9,101,0.25,True
36,96372106,9,10637331,2,60,0.776134729385376,62,92,30,79,71,88,17,79,0.25,True
37,96372106,9,10637332,2,60,0.3184530735015869,55,75,20,62,54,68,14,57,0.25,True
38,96372106,9,10637333,2,60,9.3615140914917,74,104,30,88,75,93,18,87,0.25,True
39,96372106,9,10637334,2,60,0.09373068809509277,75,103,28,92,83,94,11,90,0.25,True
40,96372106,9,10637335,2,60,1.0062668323516846,68,100,32,81,74,90,16,81,0.25,True
41,96372106,9,10637336,2,60,37.49603748321533,103,137,34,120,111,128,17,120,0.25,True
42,96372106,9,10637337,2,60,0.07167935371398926,55,77,22,67,62,71,9,68,0.25,True
43,96372106,9,10637338,2,60,5.706584692001343,67,96,29,82,76,85,9,81,0.25,True
44,96372106,9,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
45,96372106,9,10637340,2,60,22.933065176010132,66,98,32,83,79,88,9,82,0.25,True
46,96372106,9,10637341,2,60,0.10938501358032227,60,93,33,75,65,84,19,75,0.25,True
47,96372106,9,10637342,2,60,0.6423656940460205,72,115,43,95,84,100,16,92,0.25,True
48,96372106,9,10637343,2,60,52.14361119270325,57,94,37,76,65,86,21,80,0.25,True
49,96372106,9,10637344,2,60,6.527143955230713,68,101,33,84,73,88,15,81,0.25,True
50,96372106,9,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,True
