Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,10,10637296,0,60,0.33287835121154785,53,53,0,53,53,53,0,53,0.75,uniform,False
2,96372106,10,10637297,0,60,0.13214778900146484,57,57,0,57,57,57,0,57,0.75,uniform,False
3,96372106,10,10637298,0,60,0.07629942893981934,57,57,0,57,57,57,0,57,0.75,uniform,False
4,96372106,10,10637299,0,60,0.08195710182189941,62,62,0,62,62,62,0,62,0.75,uniform,False
5,96372106,10,10637300,0,60,0.606560468673706,66,66,0,66,66,66,0,66,0.75,uniform,False
6,96372106,10,10637301,0,60,0.18581080436706543,48,48,0,48,48,48,0,48,0.75,uniform,False
7,96372106,10,10637302,0,60,0.1400742530822754,71,71,0,71,71,71,0,71,0.75,uniform,False
8,96372106,10,10637303,0,60,0.12159490585327148,50,50,0,50,50,50,0,50,0.75,uniform,False
9,96372106,10,10637304,0,60,0.0844874382019043,41,41,0,41,41,41,0,41,0.75,uniform,False
10,96372106,10,10637305,0,60,0.3016929626464844,59,59,0,59,59,59,0,59,0.75,uniform,False
11,96372106,10,10637306,0,60,0.25080180168151855,58,58,0,58,58,58,0,58,0.75,uniform,False
12,96372106,10,10637307,0,60,0.20417141914367676,57,57,0,57,57,57,0,57,0.75,uniform,False
13,96372106,10,10637308,0,60,0.20543932914733887,64,64,0,64,64,64,0,64,0.75,uniform,False
14,96372106,10,10637309,0,60,0.14065980911254883,60,60,0,60,60,60,0,60,0.75,uniform,False
15,96372106,10,10637310,0,60,0.24925827980041504,63,63,0,63,63,63,0,63,0.75,uniform,False
16,96372106,10,10637311,0,60,0.12389564514160156,58,58,0,58,58,58,0,58,0.75,uniform,False
17,96372106,10,10637312,0,60,0.39215612411499023,46,46,0,46,46,46,0,46,0.75,uniform,False
18,96372106,10,10637313,0,60,0.5651516914367676,64,64,0,64,64,64,0,64,0.75,uniform,False
19,96372106,10,10637314,0,60,13.554042339324951,60,60,0,60,60,60,0,60,0.75,uniform,False
20,96372106,10,10637315,0,60,0.6836972236633301,70,70,0,70,70,70,0,70,0.75,uniform,False
21,96372106,10,10637316,0,60,0.22565102577209473,59,59,0,59,59,59,0,59,0.75,uniform,False
22,96372106,10,10637317,0,60,0.14936184883117676,61,61,0,61,61,61,0,61,0.75,uniform,False
23,96372106,10,10637318,0,60,0.04914236068725586,49,49,0,49,49,49,0,49,0.75,uniform,False
24,96372106,10,10637319,0,60,1.014190673828125,59,59,0,59,59,59,0,59,0.75,uniform,False
25,96372106,10,10637320,0,60,0.07437443733215332,49,49,0,49,49,49,0,49,0.75,uniform,False
26,96372106,10,10637321,0,60,0.29850149154663086,52,52,0,52,52,52,0,52,0.75,uniform,False
27,96372106,10,10637322,0,60,0.45967936515808105,58,58,0,58,58,58,0,58,0.75,uniform,False
28,96372106,10,10637323,0,60,34.581260681152344,67,67,0,67,67,67,0,67,0.75,uniform,False
29,96372106,10,10637324,0,60,0.0828094482421875,45,45,0,45,45,45,0,45,0.75,uniform,False
30,96372106,10,10637325,0,60,0.6759109497070312,49,49,0,49,49,49,0,49,0.75,uniform,False
31,96372106,10,10637326,0,60,0.1561141014099121,57,57,0,57,57,57,0,57,0.75,uniform,False
32,96372106,10,10637327,0,60,0.03786516189575195,51,51,0,51,51,51,0,51,0.75,uniform,False
33,96372106,10,10637328,0,60,6.808915853500366,54,54,0,54,54,54,0,54,0.75,uniform,False
34,96372106,10,10637329,0,60,0.14657115936279297,55,55,0,55,55,55,0,55,0.75,uniform,False
35,96372106,10,10637330,0,60,0.9387915134429932,63,63,0,63,63,63,0,63,0.75,uniform,False
36,96372106,10,10637331,0,60,0.08102869987487793,47,47,0,47,47,47,0,47,0.75,uniform,False
37,96372106,10,10637332,0,60,0.06710982322692871,44,44,0,44,44,44,0,44,0.75,uniform,False
38,96372106,10,10637333,0,60,0.08438539505004883,53,53,0,53,53,53,0,53,0.75,uniform,False
39,96372106,10,10637334,0,60,0.23528242111206055,59,59,0,59,59,59,0,59,0.75,uniform,False
40,96372106,10,10637335,0,60,0.053783416748046875,48,48,0,48,48,48,0,48,0.75,uniform,False
41,96372106,10,10637336,0,60,0.18191170692443848,72,72,0,72,72,72,0,72,0.75,uniform,False
42,96372106,10,10637337,0,60,0.09018325805664062,47,47,0,47,47,47,0,47,0.75,uniform,False
43,96372106,10,10637338,0,60,0.06929278373718262,59,59,0,59,59,59,0,59,0.75,uniform,False
44,96372106,10,10637339,0,60,0.21856284141540527,67,67,0,67,67,67,0,67,0.75,uniform,False
45,96372106,10,10637340,0,60,1.3089938163757324,54,54,0,54,54,54,0,54,0.75,uniform,False
46,96372106,10,10637341,0,60,0.07300400733947754,50,50,0,50,50,50,0,50,0.75,uniform,False
47,96372106,10,10637342,0,60,1.6233584880828857,57,57,0,57,57,57,0,57,0.75,uniform,False
48,96372106,10,10637343,0,60,0.09888935089111328,52,52,0,52,52,52,0,52,0.75,uniform,False
49,96372106,10,10637344,0,60,0.40865159034729004,55,55,0,55,55,55,0,55,0.75,uniform,False
50,96372106,10,10637345,0,60,0.14443731307983398,66,66,0,66,66,66,0,66,0.75,uniform,False
