Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,10,10637296,0,60,0.14740991592407227,53,53,0,53,53,0,1.0,True
2,96372106,10,10637297,0,60,0.1115875244140625,57,57,0,57,57,0,1.0,True
3,96372106,10,10637298,0,60,0.044336795806884766,57,57,0,57,57,0,1.0,True
4,96372106,10,10637299,0,60,0.05346798896789551,62,62,0,62,62,0,1.0,True
5,96372106,10,10637300,0,60,0.2905135154724121,66,66,0,66,66,0,1.0,True
6,96372106,10,10637301,0,60,0.10675382614135742,48,48,0,48,48,0,1.0,True
7,96372106,10,10637302,0,60,0.08487439155578613,71,71,0,71,71,0,1.0,True
8,96372106,10,10637303,0,60,0.05891919136047363,50,50,0,50,50,0,1.0,True
9,96372106,10,10637304,0,60,0.04224228858947754,41,41,0,41,41,0,1.0,True
10,96372106,10,10637305,0,60,0.21461892127990723,59,59,0,59,59,0,1.0,True
11,96372106,10,10637306,0,60,0.21608614921569824,58,58,0,58,58,0,1.0,True
12,96372106,10,10637307,0,60,0.18084287643432617,57,57,0,57,57,0,1.0,True
13,96372106,10,10637308,0,60,0.16922235488891602,64,64,0,64,64,0,1.0,True
14,96372106,10,10637309,0,60,0.12783479690551758,60,60,0,60,60,0,1.0,True
15,96372106,10,10637310,0,60,0.21618390083312988,63,63,0,63,63,0,1.0,True
16,96372106,10,10637311,0,60,0.11356401443481445,58,58,0,58,58,0,1.0,True
17,96372106,10,10637312,0,60,0.3094658851623535,46,46,0,46,46,0,1.0,True
18,96372106,10,10637313,0,60,0.4415431022644043,64,64,0,64,64,0,1.0,True
19,96372106,10,10637314,0,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
20,96372106,10,10637315,0,60,0.6820085048675537,70,70,0,70,70,0,1.0,True
21,96372106,10,10637316,0,60,0.11437487602233887,59,59,0,59,59,0,1.0,True
22,96372106,10,10637317,0,60,0.07463812828063965,61,61,0,61,61,0,1.0,True
23,96372106,10,10637318,0,60,0.030720949172973633,49,49,0,49,49,0,1.0,True
24,96372106,10,10637319,0,60,2.1549198627471924,59,59,0,60,60,0,1.0,True
25,96372106,10,10637320,0,60,0.04685640335083008,49,49,0,49,49,0,1.0,True
26,96372106,10,10637321,0,60,0.11873173713684082,52,52,0,52,52,0,1.0,True
27,96372106,10,10637322,0,60,0.2215719223022461,58,58,0,58,58,0,1.0,True
28,96372106,10,10637323,0,60,62.84679365158081,67,67,0,67,67,0,1.0,True
29,96372106,10,10637324,0,60,0.059851884841918945,45,45,0,45,45,0,1.0,True
30,96372106,10,10637325,0,60,0.3051331043243408,49,49,0,49,49,0,1.0,True
31,96372106,10,10637326,0,60,0.13210773468017578,57,57,0,57,57,0,1.0,True
32,96372106,10,10637327,0,60,0.024263381958007812,51,51,0,51,51,0,1.0,True
33,96372106,10,10637328,0,60,3.8942596912384033,54,54,0,54,54,0,1.0,True
34,96372106,10,10637329,0,60,0.0797433853149414,55,55,0,55,55,0,1.0,True
35,96372106,10,10637330,0,60,0.3826775550842285,63,63,0,63,63,0,1.0,True
36,96372106,10,10637331,0,60,0.051720380783081055,47,47,0,47,47,0,1.0,True
37,96372106,10,10637332,0,60,0.032346487045288086,44,44,0,44,44,0,1.0,True
38,96372106,10,10637333,0,60,0.04930520057678223,53,53,0,53,53,0,1.0,True
39,96372106,10,10637334,0,60,0.10392332077026367,59,59,0,59,59,0,1.0,True
40,96372106,10,10637335,0,60,0.04393625259399414,48,48,0,48,48,0,1.0,True
41,96372106,10,10637336,0,60,0.09430956840515137,72,72,0,72,72,0,1.0,True
42,96372106,10,10637337,0,60,0.05814528465270996,47,47,0,47,47,0,1.0,True
43,96372106,10,10637338,0,60,0.04295921325683594,59,59,0,59,59,0,1.0,True
44,96372106,10,10637339,0,60,0.15815496444702148,67,67,0,67,67,0,1.0,True
45,96372106,10,10637340,0,60,0.4506988525390625,54,54,0,54,54,0,1.0,True
46,96372106,10,10637341,0,60,0.0530545711517334,50,50,0,50,50,0,1.0,True
47,96372106,10,10637342,0,60,3.097517728805542,57,57,0,57,57,0,1.0,True
48,96372106,10,10637343,0,60,0.053165435791015625,52,52,0,52,52,0,1.0,True
49,96372106,10,10637344,0,60,0.28101611137390137,55,55,0,55,55,0,1.0,True
50,96372106,10,10637345,0,60,0.09323406219482422,66,66,0,66,66,0,1.0,True
