Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution, Communication
1,96372106,8,10637296,2,60,0.34108519554138184,54,90,36,90,90,90,0,90,1.0,max,True
2,96372106,8,10637297,2,60,4.38521146774292,73,101,28,101,96,96,0,96,1.0,max,True
3,96372106,8,10637298,2,60,41.02920365333557,69,95,26,95,92,92,0,92,1.0,max,True
4,96372106,8,10637299,2,60,11.219982862472534,79,109,30,109,105,105,0,105,1.0,max,True
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
6,96372106,8,10637301,2,60,2.399594783782959,56,86,30,86,86,86,0,86,1.0,max,True
7,96372106,8,10637302,2,60,27.610120058059692,81,114,33,114,117,117,0,117,1.0,max,True
8,96372106,8,10637303,2,60,0.1316690444946289,52,88,36,88,88,88,0,88,1.0,max,True
9,96372106,8,10637304,2,60,0.1017148494720459,50,71,21,71,71,71,0,71,1.0,max,True
10,96372106,8,10637305,2,60,6.526594161987305,60,93,33,93,91,91,0,91,1.0,max,True
11,96372106,8,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
12,96372106,8,10637307,2,60,6.246262311935425,75,106,31,106,101,101,0,101,1.0,max,True
13,96372106,8,10637308,2,60,40.63532567024231,82,116,34,116,109,109,0,109,1.0,max,True
14,96372106,8,10637309,2,60,0.243377685546875,63,88,25,88,85,85,0,85,1.0,max,True
15,96372106,8,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
16,96372106,8,10637311,2,60,0.12267088890075684,61,96,35,96,94,94,0,94,1.0,max,True
17,96372106,8,10637312,2,60,5.177170038223267,56,79,23,79,77,77,0,77,1.0,max,True
18,96372106,8,10637313,2,60,2.619011640548706,69,104,35,104,105,105,0,105,1.0,max,True
19,96372106,8,10637314,2,60,5.050475597381592,77,110,33,110,104,104,0,104,1.0,max,True
20,96372106,8,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
21,96372106,8,10637316,2,60,13.514834642410278,80,112,32,112,111,111,0,111,1.0,max,True
22,96372106,8,10637317,2,60,0.1625657081604004,68,102,34,102,102,102,0,102,1.0,max,True
23,96372106,8,10637318,2,60,0.03387331962585449,49,76,27,76,77,77,0,77,1.0,max,True
24,96372106,8,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
25,96372106,8,10637320,2,60,0.17752671241760254,47,74,27,74,74,74,0,74,1.0,max,True
26,96372106,8,10637321,2,60,0.5943729877471924,58,90,32,90,85,85,0,85,1.0,max,True
27,96372106,8,10637322,2,60,17.000508069992065,68,98,30,98,96,96,0,96,1.0,max,True
28,96372106,8,10637323,2,60,0.9883599281311035,74,97,23,97,102,102,0,102,1.0,max,True
29,96372106,8,10637324,2,60,1.3573696613311768,53,70,17,70,67,67,0,67,1.0,max,True
30,96372106,8,10637325,2,60,0.9535038471221924,65,92,27,92,91,91,0,91,1.0,max,True
31,96372106,8,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
32,96372106,8,10637327,2,60,0.10068225860595703,53,84,31,84,78,78,0,78,1.0,max,True
33,96372106,8,10637328,2,60,0.6323344707489014,69,97,28,97,102,102,0,102,1.0,max,True
34,96372106,8,10637329,2,60,0.20041155815124512,64,94,30,94,95,95,0,95,1.0,max,True
35,96372106,8,10637330,2,60,8.949999570846558,70,105,35,105,109,109,0,109,1.0,max,True
36,96372106,8,10637331,2,60,0.632270336151123,49,73,24,73,74,74,0,74,1.0,max,True
37,96372106,8,10637332,2,60,0.4777224063873291,48,67,19,67,63,63,0,63,1.0,max,True
38,96372106,8,10637333,2,60,4.75430154800415,67,91,24,91,87,87,0,87,1.0,max,True
39,96372106,8,10637334,2,60,0.19544100761413574,68,93,25,93,99,99,0,99,1.0,max,True
40,96372106,8,10637335,2,60,1.6895155906677246,55,84,29,84,83,83,0,83,1.0,max,True
41,96372106,8,10637336,2,60,4.288526773452759,80,119,39,119,124,124,0,124,1.0,max,True
42,96372106,8,10637337,2,60,0.1765272617340088,52,74,22,74,74,74,0,74,1.0,max,True
43,96372106,8,10637338,2,60,40.7509765625,64,93,29,93,96,96,0,96,1.0,max,True
44,96372106,8,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
45,96372106,8,10637340,2,60,29.903052806854248,57,89,32,89,88,88,0,88,1.0,max,True
46,96372106,8,10637341,2,60,0.0827786922454834,55,86,31,86,86,86,0,86,1.0,max,True
47,96372106,8,10637342,2,60,0.36505913734436035,62,101,39,101,100,100,0,100,1.0,max,True
48,96372106,8,10637343,2,60,0.05585026741027832,46,75,29,75,78,78,0,78,1.0,max,True
49,96372106,8,10637344,2,60,13.381199359893799,60,89,29,89,89,89,0,89,1.0,max,True
50,96372106,8,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,True
