Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,6,10637296,2,60,0.015240669250488281,44,65,21,56,56,56,0,56,0.75,False
2,96372106,6,10637297,2,60,0.9106295108795166,43,63,20,51,51,51,0,51,0.75,False
3,96372106,6,10637298,2,60,0.6141324043273926,50,72,22,57,57,57,0,57,0.75,False
4,96372106,6,10637299,2,60,0.41726136207580566,56,81,25,70,69,71,2,69,0.75,False
5,96372106,6,10637300,2,60,53.21579957008362,68,96,28,88,83,86,3,86,0.75,False
6,96372106,6,10637301,2,60,0.07039618492126465,41,62,21,48,47,49,2,48,0.75,False
7,96372106,6,10637302,2,60,0.39849185943603516,67,93,26,80,79,80,1,79,0.75,False
8,96372106,6,10637303,2,60,0.0045320987701416016,33,59,26,51,51,51,0,51,0.75,False
9,96372106,6,10637304,2,60,0.046022653579711914,43,63,20,53,53,54,1,53,0.75,False
10,96372106,6,10637305,2,60,0.18617010116577148,50,71,21,63,62,64,2,63,0.75,False
11,96372106,6,10637306,2,60,0.2843482494354248,52,78,26,66,66,66,0,66,0.75,False
12,96372106,6,10637307,2,60,1.3868794441223145,61,88,27,76,74,76,2,74,0.75,False
13,96372106,6,10637308,2,60,0.5753922462463379,52,80,28,64,60,62,2,62,0.75,False
14,96372106,6,10637309,2,60,0.06305837631225586,45,61,16,54,54,54,0,54,0.75,False
15,96372106,6,10637310,2,60,4.7274627685546875,65,96,31,79,76,77,1,76,0.75,False
16,96372106,6,10637311,2,60,0.005990505218505859,47,75,28,61,61,63,2,61,0.75,False
17,96372106,6,10637312,2,60,0.02706432342529297,35,60,25,45,45,46,1,45,0.75,False
18,96372106,6,10637313,2,60,1.22023606300354,52,78,26,67,67,67,0,67,0.75,False
19,96372106,6,10637314,2,60,0.745755672454834,59,83,24,68,67,68,1,67,0.75,False
20,96372106,6,10637315,2,60,0.043337345123291016,53,91,38,67,67,69,2,67,0.75,False
21,96372106,6,10637316,2,60,2.053717613220215,65,92,27,75,75,75,0,75,0.75,False
22,96372106,6,10637317,2,60,0.01575613021850586,46,68,22,57,57,58,1,57,0.75,False
23,96372106,6,10637318,2,60,0.012111663818359375,33,51,18,42,42,42,0,42,0.75,False
24,96372106,6,10637319,2,60,5.0415589809417725,59,93,34,75,73,75,2,74,0.75,False
25,96372106,6,10637320,2,60,0.02440047264099121,34,53,19,42,41,43,2,42,0.75,False
26,96372106,6,10637321,2,60,0.03576016426086426,39,58,19,49,46,48,2,48,0.75,False
27,96372106,6,10637322,2,60,0.10547351837158203,42,67,25,53,51,52,1,52,0.75,False
28,96372106,6,10637323,2,60,0.1858668327331543,44,70,26,59,59,59,0,59,0.75,False
29,96372106,6,10637324,2,60,0.06941461563110352,40,58,18,47,46,48,2,47,0.75,False
30,96372106,6,10637325,2,60,0.02821207046508789,41,63,22,50,49,51,2,49,0.75,False
31,96372106,6,10637326,2,60,0.691582202911377,58,87,29,78,77,78,1,78,0.75,False
32,96372106,6,10637327,2,60,0.020649433135986328,47,75,28,60,57,60,3,59,0.75,False
33,96372106,6,10637328,2,60,0.044557809829711914,57,82,25,67,67,69,2,67,0.75,False
34,96372106,6,10637329,2,60,0.06901764869689941,54,76,22,67,65,69,4,67,0.75,False
35,96372106,6,10637330,2,60,0.01461648941040039,40,69,29,49,49,51,2,49,0.75,False
36,96372106,6,10637331,2,60,0.1665802001953125,33,53,20,37,37,40,3,37,0.75,False
37,96372106,6,10637332,2,60,0.15031981468200684,40,59,19,47,46,46,0,46,0.75,False
38,96372106,6,10637333,2,60,3.630239963531494,52,69,17,61,61,61,0,61,0.75,False
39,96372106,6,10637334,2,60,0.016844511032104492,50,75,25,63,61,65,4,63,0.75,False
40,96372106,6,10637335,2,60,0.007559776306152344,27,39,12,31,31,31,0,31,0.75,False
41,96372106,6,10637336,2,60,0.12612175941467285,64,101,37,82,78,85,7,82,0.75,False
42,96372106,6,10637337,2,60,0.04222893714904785,38,55,17,44,44,44,0,44,0.75,False
43,96372106,6,10637338,2,60,0.23304104804992676,52,74,22,64,64,64,0,64,0.75,False
44,96372106,6,10637339,2,60,23.909982442855835,53,81,28,68,64,67,3,66,0.75,False
45,96372106,6,10637340,2,60,0.082244873046875,41,68,27,53,53,53,0,53,0.75,False
46,96372106,6,10637341,2,60,0.018095016479492188,39,65,26,55,54,55,1,55,0.75,False
47,96372106,6,10637342,2,60,0.05626630783081055,40,61,21,47,46,48,2,47,0.75,False
48,96372106,6,10637343,2,60,0.01239919662475586,36,57,21,43,43,44,1,43,0.75,False
49,96372106,6,10637344,2,60,0.5329961776733398,42,65,23,49,49,52,3,49,0.75,False
50,96372106,6,10637345,2,60,0.08180403709411621,59,95,36,76,76,76,0,76,0.75,False
