Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,10,10637296,1,60,0.2503321170806885,65,81,16,73,70,76,6,73,0.25,False
2,96372106,10,10637297,1,60,1.299489974975586,70,90,20,79,76,81,5,79,0.25,False
3,96372106,10,10637298,1,60,0.3271043300628662,72,83,11,76,76,79,3,76,0.25,False
4,96372106,10,10637299,1,60,13.514841794967651,77,97,20,95,84,94,10,94,0.25,False
5,96372106,10,10637300,1,60,0.7430107593536377,79,96,17,90,84,93,9,89,0.25,False
6,96372106,10,10637301,1,60,0.6861648559570312,56,72,16,65,64,68,4,65,0.25,False
7,96372106,10,10637302,1,60,2.2609541416168213,88,108,20,98,94,102,8,98,0.25,False
8,96372106,10,10637303,1,60,0.039893150329589844,57,73,16,67,61,71,10,67,0.25,False
9,96372106,10,10637304,1,60,0.047870635986328125,47,65,18,58,56,58,2,58,0.25,False
10,96372106,10,10637305,1,60,23.04041314125061,73,93,20,83,76,84,8,82,0.25,False
11,96372106,10,10637306,1,60,9.878628253936768,79,89,10,83,81,84,3,83,0.25,False
12,96372106,10,10637307,1,60,2.1831777095794678,73,90,17,79,77,85,8,78,0.25,False
13,96372106,10,10637308,1,60,0.18251323699951172,77,100,23,87,85,91,6,87,0.25,False
14,96372106,10,10637309,1,60,0.40990185737609863,75,95,20,85,80,90,10,85,0.25,False
15,96372106,10,10637310,1,60,20.92900800704956,80,97,17,86,84,94,10,86,0.25,False
16,96372106,10,10637311,1,60,0.14754915237426758,70,86,16,80,75,82,7,80,0.25,False
17,96372106,10,10637312,1,60,0.3730127811431885,56,69,13,58,57,63,6,58,0.25,False
18,96372106,10,10637313,1,60,0.36899328231811523,78,96,18,90,83,93,10,90,0.25,False
19,96372106,10,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
20,96372106,10,10637315,1,60,0.4348175525665283,83,102,19,89,87,95,8,89,0.25,False
21,96372106,10,10637316,1,60,30.060574293136597,81,99,18,90,83,97,14,90,0.25,False
22,96372106,10,10637317,1,60,0.400921106338501,75,96,21,83,79,90,11,83,0.25,False
23,96372106,10,10637318,1,60,0.052870750427246094,56,75,19,65,61,69,8,65,0.25,False
24,96372106,10,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
25,96372106,10,10637320,1,60,0.07480263710021973,60,74,14,66,64,69,5,66,0.25,False
26,96372106,10,10637321,1,60,1.791208028793335,64,82,18,70,68,75,7,70,0.25,False
27,96372106,10,10637322,1,60,0.5714714527130127,70,85,15,77,74,77,3,76,0.25,False
28,96372106,10,10637323,1,60,6.535545587539673,79,97,18,87,84,96,12,87,0.25,False
29,96372106,10,10637324,1,60,0.10072922706604004,56,69,13,63,62,66,4,63,0.25,False
30,96372106,10,10637325,1,60,1.5917418003082275,61,81,20,66,62,71,9,66,0.25,False
31,96372106,10,10637326,1,60,0.5594799518585205,72,89,17,81,78,85,7,81,0.25,False
32,96372106,10,10637327,1,60,0.12068819999694824,63,78,15,68,65,73,8,68,0.25,False
33,96372106,10,10637328,1,60,0.2862520217895508,65,84,19,76,72,80,8,76,0.25,False
34,96372106,10,10637329,1,60,0.27025794982910156,63,85,22,70,65,79,14,70,0.25,False
35,96372106,10,10637330,1,60,1.7852249145507812,78,94,16,87,85,88,3,86,0.25,False
36,96372106,10,10637331,1,60,0.3709893226623535,61,75,14,64,61,69,8,64,0.25,False
37,96372106,10,10637332,1,60,0.07579588890075684,52,67,15,60,54,65,11,60,0.25,False
38,96372106,10,10637333,1,60,0.15159106254577637,67,82,15,74,71,76,5,73,0.25,False
39,96372106,10,10637334,1,60,0.6562438011169434,70,94,24,83,79,89,10,83,0.25,False
40,96372106,10,10637335,1,60,0.1685490608215332,59,74,15,68,67,69,2,68,0.25,False
41,96372106,10,10637336,1,60,4.650531768798828,84,106,22,96,94,99,5,96,0.25,False
42,96372106,10,10637337,1,60,0.08776378631591797,56,73,17,64,60,67,7,64,0.25,False
43,96372106,10,10637338,1,60,1.0451650619506836,71,85,14,77,74,81,7,77,0.25,False
44,96372106,10,10637339,1,60,0.9305312633514404,81,103,22,92,88,95,7,92,0.25,False
45,96372106,10,10637340,1,60,23.192950010299683,66,80,14,70,69,73,4,70,0.25,False
46,96372106,10,10637341,1,60,0.23239731788635254,60,72,12,64,62,68,6,64,0.25,False
47,96372106,10,10637342,1,60,0.06682896614074707,67,85,18,71,71,78,7,71,0.25,False
48,96372106,10,10637343,1,60,0.27329158782958984,60,79,19,68,66,74,8,68,0.25,False
49,96372106,10,10637344,1,60,2.2200610637664795,72,90,18,82,73,82,9,80,0.25,False
50,96372106,10,10637345,1,60,0.6233296394348145,81,99,18,90,88,91,3,90,0.25,False
