Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,6,10637296,1,60,0.009100675582885742,37,52,15,42,40,50,10,42,0.25,True
2,96372106,6,10637297,1,60,0.06417727470397949,37,45,8,43,41,44,3,42,0.25,True
3,96372106,6,10637298,1,60,0.03374433517456055,41,47,6,43,42,46,4,43,0.25,True
4,96372106,6,10637299,1,60,0.8595478534698486,47,63,16,55,54,58,4,55,0.25,True
5,96372106,6,10637300,1,60,0.5361166000366211,54,66,12,63,61,64,3,63,0.25,True
6,96372106,6,10637301,1,60,0.02320265769958496,32,46,14,41,40,43,3,41,0.25,True
7,96372106,6,10637302,1,60,0.044190168380737305,52,72,20,64,59,66,7,63,0.25,True
8,96372106,6,10637303,1,60,0.006282806396484375,32,41,9,35,34,36,2,35,0.25,True
9,96372106,6,10637304,1,60,0.021940946578979492,33,45,12,37,35,40,5,38,0.25,True
10,96372106,6,10637305,1,60,0.16486644744873047,40,52,12,47,45,48,3,47,0.25,True
11,96372106,6,10637306,1,60,0.04481840133666992,40,54,14,44,43,48,5,44,0.25,True
12,96372106,6,10637307,1,60,0.05918121337890625,44,62,18,52,49,54,5,52,0.25,True
13,96372106,6,10637308,1,60,0.07839393615722656,44,55,11,50,46,52,6,50,0.25,True
14,96372106,6,10637309,1,60,0.04126381874084473,33,47,14,38,35,42,7,40,0.25,True
15,96372106,6,10637310,1,60,2.4711568355560303,51,65,14,59,57,62,5,58,0.25,True
16,96372106,6,10637311,1,60,0.008373260498046875,42,56,14,50,44,52,8,50,0.25,True
17,96372106,6,10637312,1,60,0.02729010581970215,33,44,11,38,37,38,1,38,0.25,True
18,96372106,6,10637313,1,60,0.055788516998291016,42,55,13,48,48,51,3,48,0.25,True
19,96372106,6,10637314,1,60,0.19086909294128418,46,59,13,53,53,57,4,55,0.25,True
20,96372106,6,10637315,1,60,0.024604082107543945,46,66,20,55,50,60,10,55,0.25,True
21,96372106,6,10637316,1,60,0.48467373847961426,53,73,20,64,60,66,6,64,0.25,True
22,96372106,6,10637317,1,60,0.013818025588989258,39,51,12,46,42,48,6,46,0.25,True
23,96372106,6,10637318,1,60,0.009651660919189453,27,36,9,33,30,33,3,33,0.25,True
24,96372106,6,10637319,1,60,0.07315683364868164,51,65,14,58,53,60,7,57,0.25,True
25,96372106,6,10637320,1,60,0.00910329818725586,30,39,9,34,33,38,5,34,0.25,True
26,96372106,6,10637321,1,60,0.017243623733520508,32,44,12,39,34,42,8,39,0.25,True
27,96372106,6,10637322,1,60,0.10129046440124512,39,48,9,44,42,45,3,44,0.25,True
28,96372106,6,10637323,1,60,0.020815372467041016,37,49,12,44,41,44,3,44,0.25,True
29,96372106,6,10637324,1,60,0.008569478988647461,35,45,10,41,39,44,5,43,0.25,True
30,96372106,6,10637325,1,60,0.01150822639465332,34,48,14,39,36,40,4,38,0.25,True
31,96372106,6,10637326,1,60,0.06476402282714844,48,62,14,55,51,60,9,55,0.25,True
32,96372106,6,10637327,1,60,0.08743023872375488,42,55,13,47,46,49,3,47,0.25,True
33,96372106,6,10637328,1,60,0.01957869529724121,46,60,14,50,49,54,5,51,0.25,True
34,96372106,6,10637329,1,60,0.08548569679260254,44,56,12,49,44,53,9,48,0.25,True
35,96372106,6,10637330,1,60,0.018493175506591797,36,51,15,44,44,45,1,44,0.25,True
36,96372106,6,10637331,1,60,0.026596546173095703,29,38,9,34,30,36,6,34,0.25,True
37,96372106,6,10637332,1,60,0.010219812393188477,32,45,13,37,33,43,10,37,0.25,True
38,96372106,6,10637333,1,60,0.17631030082702637,40,48,8,43,42,45,3,42,0.25,True
39,96372106,6,10637334,1,60,0.016564130783081055,40,56,16,45,42,48,6,45,0.25,True
40,96372106,6,10637335,1,60,0.008902549743652344,22,27,5,23,23,25,2,23,0.25,True
41,96372106,6,10637336,1,60,0.0907449722290039,56,70,14,62,59,68,9,63,0.25,True
42,96372106,6,10637337,1,60,0.01267552375793457,34,44,10,39,39,39,0,39,0.25,True
43,96372106,6,10637338,1,60,0.08684754371643066,44,55,11,49,45,52,7,49,0.25,True
44,96372106,6,10637339,1,60,1.2743439674377441,44,58,14,54,50,54,4,54,0.25,True
45,96372106,6,10637340,1,60,0.015943050384521484,35,46,11,44,43,44,1,44,0.25,True
46,96372106,6,10637341,1,60,0.012198209762573242,37,49,12,43,40,45,5,43,0.25,True
47,96372106,6,10637342,1,60,0.007777214050292969,34,42,8,40,38,41,3,40,0.25,True
48,96372106,6,10637343,1,60,0.00709843635559082,32,41,9,36,35,38,3,36,0.25,True
49,96372106,6,10637344,1,60,0.06384539604187012,37,50,13,43,42,44,2,43,0.25,True
50,96372106,6,10637345,1,60,0.06779026985168457,53,69,16,61,63,65,2,63,0.25,True
