Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,8,10637296,2,60,0.294283390045166,54,90,36,56,81,25,0.25,True
2,96372106,8,10637297,2,60,5.87144136428833,73,101,28,81,87,6,0.25,True
3,96372106,8,10637298,2,60,13.438386917114258,69,95,26,77,84,7,0.25,True
4,96372106,8,10637299,2,60,10.94280195236206,79,109,30,89,99,10,0.25,True
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
6,96372106,8,10637301,2,60,2.4094350337982178,56,86,30,68,78,10,0.25,True
7,96372106,8,10637302,2,60,20.591540336608887,81,114,33,87,103,16,0.25,True
8,96372106,8,10637303,2,60,0.13648724555969238,52,88,36,66,79,13,0.25,True
9,96372106,8,10637304,2,60,0.12332940101623535,50,71,21,59,62,3,0.25,True
10,96372106,8,10637305,2,60,3.3542330265045166,60,93,33,66,80,14,0.25,True
11,96372106,8,10637306,2,60,11.397804021835327,69,99,30,83,93,10,0.25,True
12,96372106,8,10637307,2,60,4.529474258422852,75,106,31,79,93,14,0.25,True
13,96372106,8,10637308,2,60,40.98227643966675,82,116,34,94,106,12,0.25,True
14,96372106,8,10637309,2,60,0.24491190910339355,63,88,25,68,78,10,0.25,True
15,96372106,8,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
16,96372106,8,10637311,2,60,0.14222145080566406,61,96,35,71,86,15,0.25,True
17,96372106,8,10637312,2,60,4.028139591217041,56,79,23,62,69,7,0.25,True
18,96372106,8,10637313,2,60,2.4384140968322754,69,104,35,84,95,11,0.25,True
19,96372106,8,10637314,2,60,1.6892197132110596,77,110,33,84,96,12,0.25,True
20,96372106,8,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
21,96372106,8,10637316,2,60,15.311124324798584,80,112,32,91,105,14,0.25,True
22,96372106,8,10637317,2,60,0.15815162658691406,68,102,34,77,93,16,0.25,True
23,96372106,8,10637318,2,60,0.05932164192199707,49,76,27,63,68,5,0.25,True
24,96372106,8,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
25,96372106,8,10637320,2,60,0.16723322868347168,47,74,27,52,60,8,0.25,True
26,96372106,8,10637321,2,60,0.6960654258728027,58,90,32,70,78,8,0.25,True
27,96372106,8,10637322,2,60,18.447422981262207,68,98,30,74,88,14,0.25,True
28,96372106,8,10637323,2,60,0.9160623550415039,74,97,23,86,91,5,0.25,True
29,96372106,8,10637324,2,60,1.4284682273864746,53,70,17,59,61,2,0.25,True
30,96372106,8,10637325,2,60,1.005307912826538,65,92,27,68,76,8,0.25,True
31,96372106,8,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
32,96372106,8,10637327,2,60,0.06634068489074707,53,84,31,62,71,9,0.25,True
33,96372106,8,10637328,2,60,0.5670242309570312,69,97,28,77,86,9,0.25,True
34,96372106,8,10637329,2,60,0.18964505195617676,64,94,30,71,89,18,0.25,True
35,96372106,8,10637330,2,60,0.6554572582244873,70,105,35,80,96,16,0.25,True
36,96372106,8,10637331,2,60,0.4757981300354004,49,73,24,52,65,13,0.25,True
37,96372106,8,10637332,2,60,0.347531795501709,48,67,19,49,66,17,0.25,True
38,96372106,8,10637333,2,60,4.611093044281006,67,91,24,67,80,13,0.25,True
39,96372106,8,10637334,2,60,0.13493728637695312,68,93,25,73,91,18,0.25,True
40,96372106,8,10637335,2,60,1.7652204036712646,55,84,29,65,76,11,0.25,True
41,96372106,8,10637336,2,60,0.7948794364929199,80,119,39,94,105,11,0.25,True
42,96372106,8,10637337,2,60,0.16321659088134766,52,74,22,57,69,12,0.25,True
43,96372106,8,10637338,2,60,9.643473386764526,64,93,29,67,85,18,0.25,True
44,96372106,8,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
45,96372106,8,10637340,2,60,2.037062644958496,57,89,32,62,85,23,0.25,True
46,96372106,8,10637341,2,60,0.10181665420532227,55,86,31,59,77,18,0.25,True
47,96372106,8,10637342,2,60,0.33928585052490234,62,101,39,76,87,11,0.25,True
48,96372106,8,10637343,2,60,0.06299138069152832,46,75,29,55,63,8,0.25,True
49,96372106,8,10637344,2,60,10.512832880020142,60,89,29,79,81,2,0.25,True
50,96372106,8,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
