Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,10,10637296,1,60,0.7748317718505859,65,81,16,81,77,81,4,81,0.5,uniform,False
2,96372106,10,10637297,1,60,3.345625638961792,70,90,20,90,87,90,3,90,0.5,uniform,False
3,96372106,10,10637298,1,60,0.9681828022003174,72,83,11,83,80,83,3,83,0.5,uniform,False
4,96372106,10,10637299,1,60,38.22872543334961,77,97,20,97,94,97,3,97,0.5,uniform,False
5,96372106,10,10637300,1,60,2.0081117153167725,79,96,17,96,90,93,3,93,0.5,uniform,False
6,96372106,10,10637301,1,60,1.927558183670044,56,72,16,72,70,72,2,72,0.5,uniform,False
7,96372106,10,10637302,1,60,6.516880035400391,88,108,20,108,101,108,7,108,0.5,uniform,False
8,96372106,10,10637303,1,60,0.09150242805480957,57,73,16,73,69,73,4,73,0.5,uniform,False
9,96372106,10,10637304,1,60,0.16482973098754883,47,65,18,65,62,65,3,65,0.5,uniform,False
10,96372106,10,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
11,96372106,10,10637306,1,60,27.902153730392456,79,89,10,89,87,88,1,88,0.5,uniform,False
12,96372106,10,10637307,1,60,6.294032096862793,73,90,17,90,82,89,7,89,0.5,uniform,False
13,96372106,10,10637308,1,60,0.5616834163665771,77,100,23,100,96,100,4,100,0.5,uniform,False
14,96372106,10,10637309,1,60,1.2036256790161133,75,95,20,95,91,94,3,94,0.5,uniform,False
15,96372106,10,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
16,96372106,10,10637311,1,60,0.4409656524658203,70,86,16,86,81,84,3,84,0.5,uniform,False
17,96372106,10,10637312,1,60,1.095733880996704,56,69,13,69,69,69,0,69,0.5,uniform,False
18,96372106,10,10637313,1,60,1.091350793838501,78,96,18,96,93,95,2,95,0.5,uniform,False
19,96372106,10,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
20,96372106,10,10637315,1,60,1.331425666809082,83,102,19,102,99,101,2,101,0.5,uniform,False
21,96372106,10,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
22,96372106,10,10637317,1,60,1.201066017150879,75,96,21,96,91,95,4,95,0.5,uniform,False
23,96372106,10,10637318,1,60,0.17374110221862793,56,75,19,75,70,74,4,74,0.5,uniform,False
24,96372106,10,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
25,96372106,10,10637320,1,60,0.2431011199951172,60,74,14,74,71,73,2,73,0.5,uniform,False
26,96372106,10,10637321,1,60,5.220017194747925,64,82,18,82,79,82,3,82,0.5,uniform,False
27,96372106,10,10637322,1,60,1.525137186050415,70,85,15,85,82,84,2,84,0.5,uniform,False
28,96372106,10,10637323,1,60,18.71087098121643,79,97,18,97,96,97,1,97,0.5,uniform,False
29,96372106,10,10637324,1,60,0.3085825443267822,56,69,13,69,69,69,0,69,0.5,uniform,False
30,96372106,10,10637325,1,60,4.6353230476379395,61,81,20,81,78,81,3,81,0.5,uniform,False
31,96372106,10,10637326,1,60,1.5832910537719727,72,89,17,89,86,89,3,89,0.5,uniform,False
32,96372106,10,10637327,1,60,0.37101173400878906,63,78,15,78,77,78,1,78,0.5,uniform,False
33,96372106,10,10637328,1,60,0.8651790618896484,65,84,19,84,80,84,4,84,0.5,uniform,False
34,96372106,10,10637329,1,60,0.7657279968261719,63,85,22,85,79,84,5,84,0.5,uniform,False
35,96372106,10,10637330,1,60,5.108974456787109,78,94,16,94,85,93,8,93,0.5,uniform,False
36,96372106,10,10637331,1,60,1.0653371810913086,61,75,14,75,71,75,4,75,0.5,uniform,False
37,96372106,10,10637332,1,60,0.23238396644592285,52,67,15,67,63,67,4,67,0.5,uniform,False
38,96372106,10,10637333,1,60,0.4601302146911621,67,82,15,82,78,80,2,80,0.5,uniform,False
39,96372106,10,10637334,1,60,1.916093111038208,70,94,24,94,89,94,5,94,0.5,uniform,False
40,96372106,10,10637335,1,60,0.45406675338745117,59,74,15,74,73,74,1,74,0.5,uniform,False
41,96372106,10,10637336,1,60,13.568448305130005,84,106,22,106,99,106,7,106,0.5,uniform,False
42,96372106,10,10637337,1,60,0.27704405784606934,56,73,17,73,66,73,7,73,0.5,uniform,False
43,96372106,10,10637338,1,60,2.9895570278167725,71,85,14,85,81,85,4,85,0.5,uniform,False
44,96372106,10,10637339,1,60,2.6467015743255615,81,103,22,103,100,102,2,102,0.5,uniform,False
45,96372106,10,10637340,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
46,96372106,10,10637341,1,60,0.6714401245117188,60,72,12,72,68,72,4,72,0.5,uniform,False
47,96372106,10,10637342,1,60,0.2174854278564453,67,85,18,85,81,85,4,85,0.5,uniform,False
48,96372106,10,10637343,1,60,0.7781810760498047,60,79,19,79,73,77,4,77,0.5,uniform,False
49,96372106,10,10637344,1,60,6.33005166053772,72,90,18,90,85,87,2,87,0.5,uniform,False
50,96372106,10,10637345,1,60,1.8114206790924072,81,99,18,99,98,99,1,99,0.5,uniform,False
