Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,4,10637296,1,60,0.01194906234741211,27,40,13,32,32,32,0,32,0.75,False
2,96372106,4,10637297,1,60,0.0040743350982666016,18,21,3,20,20,20,0,20,0.75,False
3,96372106,4,10637298,1,60,0.018916606903076172,32,36,4,35,35,35,0,35,0.75,False
4,96372106,4,10637299,1,60,0.022900819778442383,26,37,11,34,34,34,0,34,0.75,False
5,96372106,4,10637300,1,60,0.04404425621032715,34,43,9,40,40,40,0,40,0.75,False
6,96372106,4,10637301,1,60,0.02890801429748535,28,42,14,35,34,35,1,35,0.75,False
7,96372106,4,10637302,1,60,0.018017292022705078,33,51,18,43,43,44,1,43,0.75,False
8,96372106,4,10637303,1,60,0.005984306335449219,21,30,9,23,23,23,0,23,0.75,False
9,96372106,4,10637304,1,60,0.027994632720947266,22,29,7,23,23,24,1,23,0.75,False
10,96372106,4,10637305,1,60,0.1538088321685791,29,36,7,34,33,34,1,34,0.75,False
11,96372106,4,10637306,1,60,0.006987571716308594,18,31,13,26,26,26,0,26,0.75,False
12,96372106,4,10637307,1,60,0.0540468692779541,32,46,14,41,37,42,5,41,0.75,False
13,96372106,4,10637308,1,60,0.024931907653808594,30,41,11,35,34,35,1,35,0.75,False
14,96372106,4,10637309,1,60,0.034192800521850586,26,38,12,37,36,36,0,36,0.75,False
15,96372106,4,10637310,1,60,0.4704930782318115,39,50,11,43,43,43,0,43,0.75,False
16,96372106,4,10637311,1,60,0.003991842269897461,24,32,8,28,27,28,1,28,0.75,False
17,96372106,4,10637312,1,60,0.0039882659912109375,24,31,7,27,27,27,0,27,0.75,False
18,96372106,4,10637313,1,60,0.07293248176574707,32,43,11,39,39,39,0,39,0.75,False
19,96372106,4,10637314,1,60,0.06801724433898926,31,41,10,39,38,38,0,38,0.75,False
20,96372106,4,10637315,1,60,0.010998249053955078,27,37,10,32,32,32,0,32,0.75,False
21,96372106,4,10637316,1,60,0.0339813232421875,34,48,14,39,38,39,1,39,0.75,False
22,96372106,4,10637317,1,60,0.008978128433227539,24,33,9,30,30,30,0,30,0.75,False
23,96372106,4,10637318,1,60,0.006978273391723633,21,28,7,24,24,24,0,24,0.75,False
24,96372106,4,10637319,1,60,0.010958671569824219,29,39,10,33,32,33,1,33,0.75,False
25,96372106,4,10637320,1,60,0.0037374496459960938,17,23,6,19,19,19,0,19,0.75,False
26,96372106,4,10637321,1,60,0.002991914749145508,21,26,5,24,24,24,0,24,0.75,False
27,96372106,4,10637322,1,60,0.004986763000488281,18,23,5,21,21,21,0,21,0.75,False
28,96372106,4,10637323,1,60,0.014035701751708984,29,38,9,34,34,35,1,34,0.75,False
29,96372106,4,10637324,1,60,0.004021167755126953,19,26,7,22,21,22,1,22,0.75,False
30,96372106,4,10637325,1,60,0.011742830276489258,20,30,10,26,24,25,1,25,0.75,False
31,96372106,4,10637326,1,60,0.07207775115966797,31,42,11,35,34,35,1,35,0.75,False
32,96372106,4,10637327,1,60,0.013014554977416992,25,34,9,29,29,29,0,29,0.75,False
33,96372106,4,10637328,1,60,0.014002561569213867,30,41,11,39,39,39,0,39,0.75,False
34,96372106,4,10637329,1,60,0.009006500244140625,23,31,8,27,27,27,0,27,0.75,False
35,96372106,4,10637330,1,60,0.003988981246948242,18,23,5,19,19,20,1,19,0.75,False
36,96372106,4,10637331,1,60,0.004019737243652344,20,29,9,23,22,24,2,23,0.75,False
37,96372106,4,10637332,1,60,0.010895967483520508,19,28,9,24,24,24,0,24,0.75,False
38,96372106,4,10637333,1,60,0.011112451553344727,25,33,8,30,30,30,0,30,0.75,False
39,96372106,4,10637334,1,60,0.008984565734863281,23,34,11,28,27,28,1,28,0.75,False
40,96372106,4,10637335,1,60,0.002979278564453125,9,11,2,10,10,10,0,10,0.75,False
41,96372106,4,10637336,1,60,0.02506279945373535,37,47,10,42,42,43,1,42,0.75,False
42,96372106,4,10637337,1,60,0.007977485656738281,24,34,10,29,28,29,1,29,0.75,False
43,96372106,4,10637338,1,60,0.04974842071533203,32,39,7,36,35,35,0,35,0.75,False
44,96372106,4,10637339,1,60,0.03196144104003906,22,31,9,28,26,28,2,28,0.75,False
45,96372106,4,10637340,1,60,0.009144783020019531,27,39,12,36,36,36,0,36,0.75,False
46,96372106,4,10637341,1,60,0.0049326419830322266,18,27,9,25,25,25,0,25,0.75,False
47,96372106,4,10637342,1,60,0.007925271987915039,22,27,5,25,25,25,0,25,0.75,False
48,96372106,4,10637343,1,60,0.003983020782470703,20,31,11,25,25,25,0,25,0.75,False
49,96372106,4,10637344,1,60,0.016122817993164062,24,35,11,28,27,29,2,28,0.75,False
50,96372106,4,10637345,1,60,0.01503133773803711,32,44,12,37,37,37,0,37,0.75,False
