Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,8,10637296,2,60,0.28276562690734863,54,90,36,54,90,36,0.0,True
2,96372106,8,10637297,2,60,4.527428150177002,73,101,28,73,101,28,0.0,True
3,96372106,8,10637298,2,60,12.642523765563965,69,95,26,69,95,26,0.0,True
4,96372106,8,10637299,2,60,10.547753095626831,79,109,30,79,109,30,0.0,True
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
6,96372106,8,10637301,2,60,2.347613573074341,56,86,30,56,86,30,0.0,True
7,96372106,8,10637302,2,60,20.38718557357788,81,114,33,79,112,33,0.0,True
8,96372106,8,10637303,2,60,0.12181973457336426,52,88,36,52,88,36,0.0,True
9,96372106,8,10637304,2,60,0.10945773124694824,50,71,21,50,71,21,0.0,True
10,96372106,8,10637305,2,60,3.3381707668304443,60,93,33,60,93,33,0.0,True
11,96372106,8,10637306,2,60,11.156641960144043,69,99,30,69,99,30,0.0,True
12,96372106,8,10637307,2,60,4.491914749145508,75,106,31,75,106,31,0.0,True
13,96372106,8,10637308,2,60,40.960824966430664,82,116,34,82,116,34,0.0,True
14,96372106,8,10637309,2,60,0.2120068073272705,63,88,25,63,90,27,0.0,True
15,96372106,8,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
16,96372106,8,10637311,2,60,0.09237241744995117,61,96,35,61,96,35,0.0,True
17,96372106,8,10637312,2,60,3.9820139408111572,56,79,23,56,79,23,0.0,True
18,96372106,8,10637313,2,60,2.423170566558838,69,104,35,69,104,35,0.0,True
19,96372106,8,10637314,2,60,1.6725969314575195,77,110,33,77,110,33,0.0,True
20,96372106,8,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
21,96372106,8,10637316,2,60,14.987536430358887,80,112,32,80,112,32,0.0,True
22,96372106,8,10637317,2,60,0.12742257118225098,68,102,34,68,104,36,0.0,True
23,96372106,8,10637318,2,60,0.04559159278869629,49,76,27,49,76,27,0.0,True
24,96372106,8,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
25,96372106,8,10637320,2,60,0.1450669765472412,47,74,27,47,74,27,0.0,True
26,96372106,8,10637321,2,60,0.6821558475494385,58,90,32,58,90,32,0.0,True
27,96372106,8,10637322,2,60,17.550630569458008,68,98,30,68,98,30,0.0,True
28,96372106,8,10637323,2,60,0.8891615867614746,74,97,23,74,97,23,0.0,True
29,96372106,8,10637324,2,60,1.2557709217071533,53,70,17,53,70,17,0.0,True
30,96372106,8,10637325,2,60,0.7628841400146484,65,92,27,65,92,27,0.0,True
31,96372106,8,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
32,96372106,8,10637327,2,60,0.03977155685424805,53,84,31,53,84,31,0.0,True
33,96372106,8,10637328,2,60,0.518122673034668,69,97,28,69,97,28,0.0,True
34,96372106,8,10637329,2,60,0.1734294891357422,64,94,30,64,94,30,0.0,True
35,96372106,8,10637330,2,60,0.6002340316772461,70,105,35,70,105,35,0.0,True
36,96372106,8,10637331,2,60,0.4620685577392578,49,73,24,49,73,24,0.0,True
37,96372106,8,10637332,2,60,0.3556654453277588,48,67,19,48,67,19,0.0,True
38,96372106,8,10637333,2,60,4.676723003387451,67,91,24,67,91,24,0.0,True
39,96372106,8,10637334,2,60,0.09664320945739746,68,93,25,68,93,25,0.0,True
40,96372106,8,10637335,2,60,1.6099998950958252,55,84,29,55,84,29,0.0,True
41,96372106,8,10637336,2,60,0.7309834957122803,80,119,39,80,119,39,0.0,True
42,96372106,8,10637337,2,60,0.1252460479736328,52,74,22,52,74,22,0.0,True
43,96372106,8,10637338,2,60,9.643597841262817,64,93,29,64,93,29,0.0,True
44,96372106,8,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
45,96372106,8,10637340,2,60,2.2326250076293945,57,89,32,57,89,32,0.0,True
46,96372106,8,10637341,2,60,0.06409454345703125,55,86,31,55,86,31,0.0,True
47,96372106,8,10637342,2,60,0.28934574127197266,62,101,39,62,101,39,0.0,True
48,96372106,8,10637343,2,60,0.06056857109069824,46,75,29,46,75,29,0.0,True
49,96372106,8,10637344,2,60,10.74631118774414,60,89,29,60,89,29,0.0,True
50,96372106,8,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,0.0,True
