Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,8,10637296,1,60,0.25813937187194824,51,64,13,57,56,59,3,57,0.25,uniform,False
2,96372106,8,10637297,1,60,0.766657829284668,58,71,13,65,62,67,5,65,0.25,uniform,False
3,96372106,8,10637298,1,60,0.49237775802612305,56,65,9,62,59,63,4,62,0.25,uniform,False
4,96372106,8,10637299,1,60,3.3444290161132812,61,79,18,70,66,72,6,69,0.25,uniform,False
5,96372106,8,10637300,1,60,0.8989152908325195,65,81,16,70,67,75,8,68,0.25,uniform,False
6,96372106,8,10637301,1,60,0.14594435691833496,44,62,18,57,50,61,11,57,0.25,uniform,False
7,96372106,8,10637302,1,60,1.5433800220489502,68,83,15,77,74,80,6,77,0.25,uniform,False
8,96372106,8,10637303,1,60,0.05354642868041992,47,60,13,54,50,59,9,54,0.25,uniform,False
9,96372106,8,10637304,1,60,0.10874199867248535,38,53,15,45,42,47,5,45,0.25,uniform,False
10,96372106,8,10637305,1,60,15.501903533935547,52,65,13,60,57,60,3,60,0.25,uniform,False
11,96372106,8,10637306,1,60,0.6045787334442139,55,72,17,61,59,64,5,60,0.25,uniform,False
12,96372106,8,10637307,1,60,0.3584556579589844,54,75,21,66,60,71,11,66,0.25,uniform,False
13,96372106,8,10637308,1,60,0.5136101245880127,65,83,18,77,73,77,4,77,0.25,uniform,False
14,96372106,8,10637309,1,60,0.23855948448181152,50,65,15,59,56,62,6,59,0.25,uniform,False
15,96372106,8,10637310,1,60,11.769862174987793,61,78,17,73,70,73,3,72,0.25,uniform,False
16,96372106,8,10637311,1,60,0.053304433822631836,53,69,16,57,54,62,8,57,0.25,uniform,False
17,96372106,8,10637312,1,60,1.0116615295410156,47,58,11,52,51,55,4,52,0.25,uniform,False
18,96372106,8,10637313,1,60,0.41589903831481934,58,72,14,65,62,66,4,65,0.25,uniform,False
19,96372106,8,10637314,1,60,1.0213136672973633,60,80,20,68,66,70,4,68,0.25,uniform,False
20,96372106,8,10637315,1,60,0.4660329818725586,69,91,22,80,76,85,9,80,0.25,uniform,False
21,96372106,8,10637316,1,60,0.7193312644958496,68,88,20,80,76,80,4,80,0.25,uniform,False
22,96372106,8,10637317,1,60,0.12797260284423828,58,77,19,70,70,74,4,70,0.25,uniform,False
23,96372106,8,10637318,1,60,0.07461166381835938,41,54,13,46,44,48,4,46,0.25,uniform,False
24,96372106,8,10637319,1,60,13.136704683303833,67,80,13,72,70,73,3,72,0.25,uniform,False
25,96372106,8,10637320,1,60,0.06658148765563965,40,53,13,47,47,50,3,47,0.25,uniform,False
26,96372106,8,10637321,1,60,0.20074844360351562,47,64,17,58,55,62,7,58,0.25,uniform,False
27,96372106,8,10637322,1,60,0.6797325611114502,59,71,12,67,63,69,6,67,0.25,uniform,False
28,96372106,8,10637323,1,60,0.9089066982269287,61,75,14,72,68,73,5,72,0.25,uniform,False
29,96372106,8,10637324,1,60,0.16087102890014648,42,52,10,48,47,51,4,48,0.25,uniform,False
30,96372106,8,10637325,1,60,0.6137552261352539,52,67,15,57,53,64,11,57,0.25,uniform,False
31,96372106,8,10637326,1,60,1.547635555267334,69,85,16,73,72,76,4,73,0.25,uniform,False
32,96372106,8,10637327,1,60,0.22792625427246094,48,61,13,54,53,58,5,54,0.25,uniform,False
33,96372106,8,10637328,1,60,0.15224909782409668,56,71,15,63,61,69,8,63,0.25,uniform,False
34,96372106,8,10637329,1,60,0.33745646476745605,52,68,16,55,54,63,9,55,0.25,uniform,False
35,96372106,8,10637330,1,60,1.9602577686309814,62,77,15,68,67,74,7,68,0.25,uniform,False
36,96372106,8,10637331,1,60,0.3510549068450928,42,53,11,45,42,47,5,45,0.25,uniform,False
37,96372106,8,10637332,1,60,0.05439329147338867,38,52,14,45,42,47,5,45,0.25,uniform,False
38,96372106,8,10637333,1,60,0.5274367332458496,54,68,14,61,58,63,5,59,0.25,uniform,False
39,96372106,8,10637334,1,60,0.2719757556915283,52,74,22,65,58,68,10,65,0.25,uniform,False
40,96372106,8,10637335,1,60,0.19048070907592773,44,54,10,49,46,53,7,49,0.25,uniform,False
41,96372106,8,10637336,1,60,2.1701550483703613,70,85,15,78,74,81,7,78,0.25,uniform,False
42,96372106,8,10637337,1,60,0.16894149780273438,44,59,15,50,48,52,4,50,0.25,uniform,False
43,96372106,8,10637338,1,60,5.171011686325073,60,69,9,64,62,64,2,64,0.25,uniform,False
44,96372106,8,10637339,1,60,6.4969799518585205,68,86,18,74,71,78,7,74,0.25,uniform,False
45,96372106,8,10637340,1,60,0.6317586898803711,50,59,9,56,54,59,5,56,0.25,uniform,False
46,96372106,8,10637341,1,60,0.062143802642822266,47,65,18,61,56,64,8,61,0.25,uniform,False
47,96372106,8,10637342,1,60,0.07978510856628418,51,69,18,57,55,59,4,57,0.25,uniform,False
48,96372106,8,10637343,1,60,0.03686952590942383,41,55,14,51,44,55,11,51,0.25,uniform,False
49,96372106,8,10637344,1,60,0.601393461227417,53,67,14,59,57,62,5,59,0.25,uniform,False
50,96372106,8,10637345,1,60,1.6087195873260498,64,79,15,72,69,74,5,72,0.25,uniform,False
