Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,10,10637296,4,60,19.05152153968811,117,166,49,135,153,18,0.5,True
2,96372106,10,10637297,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
3,96372106,10,10637298,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
4,96372106,10,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
5,96372106,10,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
6,96372106,10,10637301,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
7,96372106,10,10637302,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
8,96372106,10,10637303,4,60,1.0577983856201172,105,163,58,119,133,14,0.5,True
9,96372106,10,10637304,4,60,0.921971321105957,91,149,58,103,122,19,0.5,True
10,96372106,10,10637305,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
11,96372106,10,10637306,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
12,96372106,10,10637307,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
13,96372106,10,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
14,96372106,10,10637309,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
15,96372106,10,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
16,96372106,10,10637311,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
17,96372106,10,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
18,96372106,10,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
19,96372106,10,10637314,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
20,96372106,10,10637315,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
21,96372106,10,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
22,96372106,10,10637317,4,60,12.78074836730957,128,206,78,167,181,14,0.5,True
23,96372106,10,10637318,4,60,5.817780017852783,109,172,63,134,144,10,0.5,True
24,96372106,10,10637319,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
25,96372106,10,10637320,4,60,7.0764381885528564,110,181,71,141,142,1,0.5,True
26,96372106,10,10637321,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
27,96372106,10,10637322,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
28,96372106,10,10637323,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
29,96372106,10,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
30,96372106,10,10637325,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
31,96372106,10,10637326,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
32,96372106,10,10637327,4,60,2.2787554264068604,108,163,55,126,140,14,0.5,True
33,96372106,10,10637328,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
34,96372106,10,10637329,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
35,96372106,10,10637330,4,60,9.351325511932373,130,195,65,149,155,6,0.5,True
36,96372106,10,10637331,4,60,1.4573841094970703,93,151,58,113,124,11,0.5,True
37,96372106,10,10637332,4,60,40.181164264678955,97,161,64,116,124,8,0.5,True
38,96372106,10,10637333,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
39,96372106,10,10637334,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
40,96372106,10,10637335,4,60,44.11706829071045,109,171,62,130,146,16,0.5,True
41,96372106,10,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
42,96372106,10,10637337,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
43,96372106,10,10637338,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
44,96372106,10,10637339,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
45,96372106,10,10637340,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
46,96372106,10,10637341,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
47,96372106,10,10637342,4,60,19.820817470550537,129,192,63,158,166,8,0.5,True
48,96372106,10,10637343,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
49,96372106,10,10637344,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
50,96372106,10,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,True
