Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,9,10637296,0,60,0.02293705940246582,45,45,0,45,45,45,0,45,0.0,False
2,96372106,9,10637297,0,60,0.0398862361907959,52,52,0,52,52,52,0,52,0.0,False
3,96372106,9,10637298,0,60,0.012964963912963867,49,49,0,49,49,49,0,49,0.0,False
4,96372106,9,10637299,0,60,0.014962911605834961,56,56,0,56,56,56,0,56,0.0,False
5,96372106,9,10637300,0,60,0.20144009590148926,64,64,0,64,64,64,0,64,0.0,False
6,96372106,9,10637301,0,60,0.020944833755493164,41,41,0,41,41,41,0,41,0.0,False
7,96372106,9,10637302,0,60,0.03385114669799805,62,62,0,62,62,62,0,62,0.0,False
8,96372106,9,10637303,0,60,0.041887760162353516,46,46,0,46,46,46,0,46,0.0,False
9,96372106,9,10637304,0,60,0.016954660415649414,38,38,0,38,38,38,0,38,0.0,False
10,96372106,9,10637305,0,60,0.0907449722290039,53,53,0,53,53,53,0,53,0.0,False
11,96372106,9,10637306,0,60,0.03889608383178711,51,51,0,51,51,51,0,51,0.0,False
12,96372106,9,10637307,0,60,0.06382966041564941,52,52,0,52,52,52,0,52,0.0,False
13,96372106,9,10637308,0,60,0.05784869194030762,59,59,0,59,59,59,0,59,0.0,False
14,96372106,9,10637309,0,60,0.033907413482666016,51,51,0,51,51,51,0,51,0.0,False
15,96372106,9,10637310,0,60,0.05784416198730469,55,55,0,55,55,55,0,55,0.0,False
16,96372106,9,10637311,0,60,0.026927471160888672,52,52,0,52,52,52,0,52,0.0,False
17,96372106,9,10637312,0,60,0.13260889053344727,43,43,0,43,43,43,0,43,0.0,False
18,96372106,9,10637313,0,60,0.04288649559020996,55,55,0,55,55,55,0,55,0.0,False
19,96372106,9,10637314,0,60,0.6243300437927246,57,57,0,57,57,57,0,57,0.0,False
20,96372106,9,10637315,0,60,0.05086493492126465,67,67,0,67,67,67,0,67,0.0,False
21,96372106,9,10637316,0,60,0.053856611251831055,54,54,0,54,54,54,0,54,0.0,False
22,96372106,9,10637317,0,60,0.018949270248413086,54,54,0,54,54,54,0,54,0.0,False
23,96372106,9,10637318,0,60,0.016919612884521484,42,42,0,42,42,42,0,42,0.0,False
24,96372106,9,10637319,0,60,0.09271979331970215,55,55,0,55,55,55,0,55,0.0,False
25,96372106,9,10637320,0,60,0.012004613876342773,40,40,0,40,40,40,0,40,0.0,False
26,96372106,9,10637321,0,60,0.09770894050598145,46,46,0,46,46,46,0,46,0.0,False
27,96372106,9,10637322,0,60,0.1276559829711914,53,53,0,53,53,53,0,53,0.0,False
28,96372106,9,10637323,0,60,0.6711487770080566,59,59,0,59,59,59,0,59,0.0,False
29,96372106,9,10637324,0,60,0.02393937110900879,39,39,0,39,39,39,0,39,0.0,False
30,96372106,9,10637325,0,60,0.01894974708557129,47,47,0,47,47,47,0,47,0.0,False
31,96372106,9,10637326,0,60,0.04587912559509277,55,55,0,55,55,55,0,55,0.0,False
32,96372106,9,10637327,0,60,0.007978677749633789,44,44,0,44,44,44,0,44,0.0,False
33,96372106,9,10637328,0,60,0.2552909851074219,49,49,0,49,49,49,0,49,0.0,False
34,96372106,9,10637329,0,60,0.03985714912414551,52,52,0,52,52,52,0,52,0.0,False
35,96372106,9,10637330,0,60,0.018958330154418945,54,54,0,54,54,54,0,54,0.0,False
36,96372106,9,10637331,0,60,0.03191351890563965,42,42,0,42,42,42,0,42,0.0,False
37,96372106,9,10637332,0,60,0.018007516860961914,37,37,0,37,37,37,0,37,0.0,False
38,96372106,9,10637333,0,60,0.013962030410766602,49,49,0,49,49,49,0,49,0.0,False
39,96372106,9,10637334,0,60,0.044843435287475586,50,50,0,50,50,50,0,50,0.0,False
40,96372106,9,10637335,0,60,0.010937213897705078,42,42,0,42,42,42,0,42,0.0,False
41,96372106,9,10637336,0,60,0.03590536117553711,67,67,0,67,67,67,0,67,0.0,False
42,96372106,9,10637337,0,60,0.02293872833251953,38,38,0,38,38,38,0,38,0.0,False
43,96372106,9,10637338,0,60,0.013965368270874023,50,50,0,50,50,50,0,50,0.0,False
44,96372106,9,10637339,0,60,0.03989434242248535,61,61,0,61,61,61,0,61,0.0,False
45,96372106,9,10637340,0,60,0.46372175216674805,45,45,0,45,45,45,0,45,0.0,False
46,96372106,9,10637341,0,60,0.02892279624938965,48,48,0,48,48,48,0,48,0.0,False
47,96372106,9,10637342,0,60,0.052858829498291016,51,51,0,51,51,51,0,51,0.0,False
48,96372106,9,10637343,0,60,0.026928424835205078,43,43,0,43,43,43,0,43,0.0,False
49,96372106,9,10637344,0,60,0.13961434364318848,48,48,0,48,48,48,0,48,0.0,False
50,96372106,9,10637345,0,60,0.030916929244995117,59,59,0,59,59,59,0,59,0.0,False
