Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,13,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
2,96372106,13,10637297,2,60,45.40286183357239,121,160,39,142,137,148,11,141,0.25,False
3,96372106,13,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
4,96372106,13,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
5,96372106,13,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
6,96372106,13,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
7,96372106,13,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
8,96372106,13,10637303,2,60,0.49790406227111816,104,153,49,123,111,129,18,119,0.25,False
9,96372106,13,10637304,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
10,96372106,13,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
11,96372106,13,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
12,96372106,13,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
13,96372106,13,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
14,96372106,13,10637309,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
15,96372106,13,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
16,96372106,13,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
17,96372106,13,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
18,96372106,13,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
19,96372106,13,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
20,96372106,13,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
21,96372106,13,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
22,96372106,13,10637317,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
23,96372106,13,10637318,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
24,96372106,13,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
25,96372106,13,10637320,2,60,15.74715280532837,89,131,42,112,99,123,24,111,0.25,False
26,96372106,13,10637321,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
27,96372106,13,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
28,96372106,13,10637323,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
29,96372106,13,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
30,96372106,13,10637325,2,60,17.61839461326599,109,145,36,130,119,137,18,129,0.25,False
31,96372106,13,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
32,96372106,13,10637327,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
33,96372106,13,10637328,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
34,96372106,13,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
35,96372106,13,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
36,96372106,13,10637331,2,60,3.703286647796631,91,128,37,115,101,122,21,115,0.25,False
37,96372106,13,10637332,2,60,0.7871119976043701,81,115,34,94,88,104,16,94,0.25,False
38,96372106,13,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
39,96372106,13,10637334,2,60,0.30841636657714844,112,155,43,123,117,128,11,123,0.25,False
40,96372106,13,10637335,2,60,2.6751885414123535,94,128,34,107,101,116,15,107,0.25,False
41,96372106,13,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
42,96372106,13,10637337,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
43,96372106,13,10637338,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
44,96372106,13,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
45,96372106,13,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
46,96372106,13,10637341,2,60,1.3762996196746826,88,126,38,113,95,122,27,113,0.25,False
47,96372106,13,10637342,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
48,96372106,13,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
49,96372106,13,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
50,96372106,13,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
