Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,10,10637296,4,60,17.38417625427246,117,166,49,135,162,27,0.25,True
2,96372106,10,10637297,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
3,96372106,10,10637298,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
4,96372106,10,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
5,96372106,10,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
6,96372106,10,10637301,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
7,96372106,10,10637302,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
8,96372106,10,10637303,4,60,1.0359306335449219,105,163,58,119,139,20,0.25,True
9,96372106,10,10637304,4,60,0.9114327430725098,91,149,58,94,128,34,0.25,True
10,96372106,10,10637305,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
11,96372106,10,10637306,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
12,96372106,10,10637307,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
13,96372106,10,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
14,96372106,10,10637309,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
15,96372106,10,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
16,96372106,10,10637311,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
17,96372106,10,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
18,96372106,10,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
19,96372106,10,10637314,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
20,96372106,10,10637315,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
21,96372106,10,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
22,96372106,10,10637317,4,60,11.838961601257324,128,206,78,148,185,37,0.25,True
23,96372106,10,10637318,4,60,3.716679334640503,109,172,63,130,159,29,0.25,True
24,96372106,10,10637319,4,60,57.26366996765137,130,198,68,149,170,21,0.25,True
25,96372106,10,10637320,4,60,4.681050539016724,110,181,71,130,154,24,0.25,True
26,96372106,10,10637321,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
27,96372106,10,10637322,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
28,96372106,10,10637323,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
29,96372106,10,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
30,96372106,10,10637325,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
31,96372106,10,10637326,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
32,96372106,10,10637327,4,60,2.1436221599578857,108,163,55,120,155,35,0.25,True
33,96372106,10,10637328,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
34,96372106,10,10637329,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
35,96372106,10,10637330,4,60,12.44145941734314,130,195,65,138,170,32,0.25,True
36,96372106,10,10637331,4,60,1.567840337753296,93,151,58,102,138,36,0.25,True
37,96372106,10,10637332,4,60,31.21561551094055,97,161,64,108,133,25,0.25,True
38,96372106,10,10637333,4,60,40.16371202468872,120,188,68,139,154,15,0.25,True
39,96372106,10,10637334,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
40,96372106,10,10637335,4,60,35.506611585617065,109,171,62,125,156,31,0.25,True
41,96372106,10,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
42,96372106,10,10637337,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
43,96372106,10,10637338,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
44,96372106,10,10637339,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
45,96372106,10,10637340,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
46,96372106,10,10637341,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
47,96372106,10,10637342,4,60,19.73395800590515,129,192,63,140,182,42,0.25,True
48,96372106,10,10637343,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
49,96372106,10,10637344,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
50,96372106,10,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
