Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,2,60,0.00903463363647461,0.026476621627807617,40,66,26,66,55,58,3,58,0.75,max,False
2,96372106,5,10637297,2,60,0.01695418357849121,0.005409955978393555,28,46,18,46,49,50,1,50,0.75,max,False
3,96372106,5,10637298,2,60,1.0394725799560547,0.0628669261932373,43,70,27,70,64,68,4,68,0.75,max,False
4,96372106,5,10637299,2,60,59.31631588935852,0.11098289489746094,45,67,22,67,64,66,2,66,0.75,max,False
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,max,False
6,96372106,5,10637301,2,60,0.014959573745727539,0.07182192802429199,36,58,22,58,56,56,0,56,0.75,max,False
7,96372106,5,10637302,2,60,1.6705322265625,0.0792078971862793,56,102,46,102,93,96,3,96,0.75,max,False
8,96372106,5,10637303,2,60,0.001995086669921875,0.005218505859375,30,53,23,53,49,53,4,53,0.75,max,False
9,96372106,5,10637304,2,60,0.07081055641174316,0.014252185821533203,37,53,16,53,51,52,1,52,0.75,max,False
10,96372106,5,10637305,2,60,1.1360023021697998,0.04041910171508789,42,64,22,64,61,64,3,64,0.75,max,False
11,96372106,5,10637306,2,60,0.001995086669921875,0.009738683700561523,36,66,30,66,64,66,2,66,0.75,max,False
12,96372106,5,10637307,2,60,2.061554431915283,0.032750844955444336,43,72,29,72,65,65,0,65,0.75,max,False
13,96372106,5,10637308,2,60,0.07381153106689453,0.009151458740234375,38,61,23,61,59,61,2,61,0.75,max,False
14,96372106,5,10637309,2,60,0.5662305355072021,0.010012388229370117,39,60,21,60,58,58,0,58,0.75,max,False
15,96372106,5,10637310,2,60,20.246111631393433,1.1572561264038086,49,84,35,84,83,83,0,83,0.75,max,False
16,96372106,5,10637311,2,60,0.001995086669921875,0.0060176849365234375,36,58,22,58,56,58,2,58,0.75,max,False
17,96372106,5,10637312,2,60,0.11675000190734863,0.06817483901977539,29,53,24,53,50,50,0,50,0.75,max,False
18,96372106,5,10637313,2,60,2.0350606441497803,0.10225391387939453,45,68,23,68,69,71,2,71,0.75,max,False
19,96372106,5,10637314,2,60,0.6083741188049316,0.19686651229858398,39,68,29,68,59,59,0,59,0.75,max,False
20,96372106,5,10637315,2,60,0.012025117874145508,0.011419296264648438,40,72,32,72,61,72,11,72,0.75,max,False
21,96372106,5,10637316,2,60,0.3111441135406494,0.06201982498168945,53,78,25,78,75,77,2,77,0.75,max,False
22,96372106,5,10637317,2,60,0.0029795169830322266,0.011990070343017578,35,52,17,52,51,52,1,52,0.75,max,False
23,96372106,5,10637318,2,60,0.048897504806518555,0.007167816162109375,31,55,24,55,50,50,0,50,0.75,max,False
24,96372106,5,10637319,2,60,0.15357160568237305,0.021196842193603516,42,75,33,75,71,72,1,72,0.75,max,False
25,96372106,5,10637320,2,60,0.030995607376098633,0.026041030883789062,30,48,18,48,45,48,3,48,0.75,max,False
26,96372106,5,10637321,2,60,0.005984067916870117,0.004775047302246094,30,51,21,51,49,51,2,51,0.75,max,False
27,96372106,5,10637322,2,60,0.03790020942687988,0.008922100067138672,32,53,21,53,52,52,0,52,0.75,max,False
28,96372106,5,10637323,2,60,0.04587841033935547,0.10655546188354492,39,63,24,63,57,58,1,58,0.75,max,False
29,96372106,5,10637324,2,60,0.01394963264465332,0.005388021469116211,30,43,13,43,42,43,1,43,0.75,max,False
30,96372106,5,10637325,2,60,0.05186057090759277,0.014488697052001953,29,44,15,44,45,45,0,45,0.75,max,False
31,96372106,5,10637326,2,60,2.248994827270508,0.055266380310058594,43,65,22,65,64,67,3,67,0.75,max,False
32,96372106,5,10637327,2,60,0.011967897415161133,0.016571760177612305,41,64,23,64,58,58,0,58,0.75,max,False
33,96372106,5,10637328,2,60,0.08676791191101074,0.0414423942565918,48,77,29,77,71,72,1,72,0.75,max,False
34,96372106,5,10637329,2,60,0.04587674140930176,0.012413501739501953,40,64,24,64,63,63,0,63,0.75,max,False
35,96372106,5,10637330,2,60,0.0019893646240234375,0.005977153778076172,27,46,19,46,45,46,1,46,0.75,max,False
36,96372106,5,10637331,2,60,0.013962984085083008,0.007444858551025391,27,50,23,50,49,50,1,50,0.75,max,False
37,96372106,5,10637332,2,60,0.11373305320739746,0.04065108299255371,32,53,21,53,53,53,0,53,0.75,max,False
