Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,4,10637296,4,60,0.05805683135986328,47,80,33,63,63,0,0.75,False
2,96372106,4,10637297,4,60,0.007015228271484375,34,51,17,42,42,0,0.75,False
3,96372106,4,10637298,4,60,0.2960827350616455,50,94,44,70,72,2,0.75,False
4,96372106,4,10637299,4,60,0.028927087783813477,41,86,45,65,69,4,0.75,False
5,96372106,4,10637300,4,60,1.9257152080535889,65,102,37,81,84,3,0.75,False
6,96372106,4,10637301,4,60,0.06621170043945312,51,84,33,67,67,0,0.75,False
7,96372106,4,10637302,4,60,2.256490707397461,56,110,54,85,85,0,0.75,False
8,96372106,4,10637303,4,60,0.0070514678955078125,38,72,34,59,63,4,0.75,False
9,96372106,4,10637304,4,60,0.012151479721069336,34,65,31,43,43,0,0.75,False
10,96372106,4,10637305,4,60,1.5210473537445068,52,90,38,69,69,0,0.75,False
11,96372106,4,10637306,4,60,0.02103114128112793,28,61,33,38,42,4,0.75,False
12,96372106,4,10637307,4,60,0.07311224937438965,55,99,44,77,82,5,0.75,False
13,96372106,4,10637308,4,60,0.3448340892791748,53,96,43,70,70,0,0.75,False
14,96372106,4,10637309,4,60,5.501440763473511,53,83,30,65,65,0,0.75,False
15,96372106,4,10637310,4,60,42.64522123336792,68,111,43,80,83,3,0.75,False
16,96372106,4,10637311,4,60,0.03716635704040527,39,82,43,62,64,2,0.75,False
17,96372106,4,10637312,4,60,0.010013818740844727,40,69,29,51,53,2,0.75,False
18,96372106,4,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
19,96372106,4,10637314,4,60,17.021124362945557,55,91,36,68,69,1,0.75,False
20,96372106,4,10637315,4,60,0.05047917366027832,46,84,38,70,70,0,0.75,False
21,96372106,4,10637316,4,60,5.882726430892944,51,89,38,70,75,5,0.75,False
22,96372106,4,10637317,4,60,0.046933889389038086,34,71,37,50,57,7,0.75,False
23,96372106,4,10637318,4,60,0.8884739875793457,46,89,43,57,57,0,0.75,False
24,96372106,4,10637319,4,60,0.9097187519073486,54,86,32,69,69,0,0.75,False
25,96372106,4,10637320,4,60,0.02500128746032715,32,60,28,43,44,1,0.75,False
26,96372106,4,10637321,4,60,0.005967378616333008,31,65,34,53,53,0,0.75,False
27,96372106,4,10637322,4,60,0.21299195289611816,34,70,36,49,49,0,0.75,False
28,96372106,4,10637323,4,60,0.9253606796264648,51,84,33,63,65,2,0.75,False
29,96372106,4,10637324,4,60,0.006035327911376953,35,67,32,52,54,2,0.75,False
30,96372106,4,10637325,4,60,0.11101102828979492,35,60,25,45,48,3,0.75,False
31,96372106,4,10637326,4,60,0.32650041580200195,56,88,32,74,76,2,0.75,False
32,96372106,4,10637327,4,60,0.19820570945739746,47,77,30,66,68,2,0.75,False
33,96372106,4,10637328,4,60,0.04595184326171875,50,96,46,72,75,3,0.75,False
34,96372106,4,10637329,4,60,0.00798654556274414,41,70,29,56,57,1,0.75,False
35,96372106,4,10637330,4,60,0.007984638214111328,31,58,27,38,42,4,0.75,False
36,96372106,4,10637331,4,60,0.01801133155822754,31,58,27,45,46,1,0.75,False
37,96372106,4,10637332,4,60,0.14899587631225586,29,58,29,41,42,1,0.75,False
38,96372106,4,10637333,4,60,0.014061212539672852,41,66,25,54,55,1,0.75,False
39,96372106,4,10637334,4,60,0.007936239242553711,33,71,38,47,48,1,0.75,False
40,96372106,4,10637335,4,60,0.001962900161743164,19,33,14,27,29,2,0.75,False
41,96372106,4,10637336,4,60,3.276726484298706,67,112,45,94,97,3,0.75,False
42,96372106,4,10637337,4,60,0.15876078605651855,35,64,29,49,49,0,0.75,False
43,96372106,4,10637338,4,60,0.036907196044921875,45,91,46,68,71,3,0.75,False
44,96372106,4,10637339,4,60,2.150927782058716,40,63,23,55,57,2,0.75,False
45,96372106,4,10637340,4,60,0.052895307540893555,44,82,38,62,67,5,0.75,False
46,96372106,4,10637341,4,60,0.0039861202239990234,34,65,31,51,51,0,0.75,False
47,96372106,4,10637342,4,60,0.2121267318725586,35,62,27,51,53,2,0.75,False
48,96372106,4,10637343,4,60,0.013000726699829102,33,60,27,46,49,3,0.75,False
49,96372106,4,10637344,4,60,7.427969932556152,44,77,33,62,62,0,0.75,False
50,96372106,4,10637345,4,60,0.05106639862060547,55,100,45,81,81,0,0.75,False
