Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,13,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
2,96372106,13,10637297,2,60,45.65022397041321,121,160,39,142,121,160,39,142,0.0,False
3,96372106,13,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
4,96372106,13,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
5,96372106,13,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
6,96372106,13,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
7,96372106,13,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
8,96372106,13,10637303,2,60,0.7722091674804688,104,153,49,123,104,153,49,123,0.0,False
9,96372106,13,10637304,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
10,96372106,13,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
11,96372106,13,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
12,96372106,13,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
13,96372106,13,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
14,96372106,13,10637309,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
15,96372106,13,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
16,96372106,13,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
17,96372106,13,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
18,96372106,13,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
19,96372106,13,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
20,96372106,13,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
21,96372106,13,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
22,96372106,13,10637317,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
23,96372106,13,10637318,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
24,96372106,13,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
25,96372106,13,10637320,2,60,14.888699293136597,89,131,42,112,89,131,42,112,0.0,False
26,96372106,13,10637321,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
27,96372106,13,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
28,96372106,13,10637323,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
29,96372106,13,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
30,96372106,13,10637325,2,60,17.464806079864502,109,145,36,130,109,145,36,130,0.0,False
31,96372106,13,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
32,96372106,13,10637327,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
33,96372106,13,10637328,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
34,96372106,13,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
35,96372106,13,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
36,96372106,13,10637331,2,60,3.68811297416687,91,128,37,115,91,128,37,115,0.0,False
37,96372106,13,10637332,2,60,0.7897307872772217,81,115,34,94,81,115,34,94,0.0,False
38,96372106,13,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
39,96372106,13,10637334,2,60,0.30454134941101074,112,155,43,123,112,155,43,123,0.0,False
40,96372106,13,10637335,2,60,2.7118749618530273,94,128,34,107,94,128,34,107,0.0,False
41,96372106,13,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
42,96372106,13,10637337,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
43,96372106,13,10637338,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
44,96372106,13,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
45,96372106,13,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
46,96372106,13,10637341,2,60,1.38252592086792,88,126,38,113,88,126,38,113,0.0,False
47,96372106,13,10637342,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
48,96372106,13,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
49,96372106,13,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
50,96372106,13,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
