Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,12,10637296,1,60,2.6153783798217773,84,105,21,93,93,94,1,93,0.75,False
2,96372106,12,10637297,1,60,1.0495851039886475,87,108,21,98,98,98,0,98,0.75,False
3,96372106,12,10637298,1,60,2.8901681900024414,90,108,18,99,99,99,0,99,0.75,False
4,96372106,12,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
5,96372106,12,10637300,1,60,2.9994208812713623,100,119,19,113,110,112,2,111,0.75,False
6,96372106,12,10637301,1,60,0.28935837745666504,76,96,20,88,88,88,0,88,0.75,False
7,96372106,12,10637302,1,60,8.111780881881714,106,127,21,116,116,118,2,116,0.75,False
8,96372106,12,10637303,1,60,0.19466638565063477,74,97,23,85,83,86,3,85,0.75,False
9,96372106,12,10637304,1,60,0.03698134422302246,55,74,19,63,62,63,1,63,0.75,False
10,96372106,12,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
11,96372106,12,10637306,1,60,11.202494621276855,92,110,18,100,94,96,2,96,0.75,False
12,96372106,12,10637307,1,60,4.809283494949341,84,106,22,98,97,98,1,98,0.75,False
13,96372106,12,10637308,1,60,1.4495527744293213,92,109,17,101,99,102,3,100,0.75,False
14,96372106,12,10637309,1,60,2.2651100158691406,90,109,19,97,96,98,2,96,0.75,False
15,96372106,12,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
16,96372106,12,10637311,1,60,0.3470616340637207,87,109,22,95,94,95,1,95,0.75,False
17,96372106,12,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
18,96372106,12,10637313,1,60,0.3548264503479004,93,113,20,108,105,107,2,107,0.75,False
19,96372106,12,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
20,96372106,12,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
21,96372106,12,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
22,96372106,12,10637317,1,60,0.8965039253234863,80,101,21,93,91,93,2,93,0.75,False
23,96372106,12,10637318,1,60,0.2210848331451416,75,99,24,83,82,82,0,82,0.75,False
24,96372106,12,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
25,96372106,12,10637320,1,60,0.11914920806884766,71,86,15,77,77,78,1,77,0.75,False
26,96372106,12,10637321,1,60,0.41226720809936523,80,103,23,99,96,97,1,97,0.75,False
27,96372106,12,10637322,1,60,3.824908494949341,84,104,20,89,88,88,0,88,0.75,False
28,96372106,12,10637323,1,60,8.708711385726929,86,103,17,97,97,97,0,97,0.75,False
29,96372106,12,10637324,1,60,2.0177128314971924,73,84,11,82,82,82,0,82,0.75,False
30,96372106,12,10637325,1,60,8.204986810684204,72,94,22,78,75,77,2,77,0.75,False
31,96372106,12,10637326,1,60,1.0209903717041016,84,104,20,95,95,95,0,95,0.75,False
32,96372106,12,10637327,1,60,1.0756142139434814,75,91,16,84,83,84,1,83,0.75,False
33,96372106,12,10637328,1,60,28.049652814865112,90,112,22,101,99,102,3,101,0.75,False
34,96372106,12,10637329,1,60,1.8115622997283936,92,119,27,107,105,108,3,107,0.75,False
35,96372106,12,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
36,96372106,12,10637331,1,60,0.42926645278930664,69,86,17,77,76,79,3,77,0.75,False
37,96372106,12,10637332,1,60,0.08156561851501465,58,69,11,61,61,61,0,61,0.75,False
38,96372106,12,10637333,1,60,0.2536203861236572,81,102,21,92,90,91,1,91,0.75,False
39,96372106,12,10637334,1,60,0.5890564918518066,86,107,21,97,96,99,3,97,0.75,False
40,96372106,12,10637335,1,60,0.12163519859313965,64,82,18,70,69,72,3,70,0.75,False
41,96372106,12,10637336,1,60,9.604458808898926,110,133,23,119,117,118,1,118,0.75,False
42,96372106,12,10637337,1,60,0.1157681941986084,65,84,19,77,76,77,1,77,0.75,False
43,96372106,12,10637338,1,60,1.248058557510376,78,98,20,89,88,90,2,89,0.75,False
44,96372106,12,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
45,96372106,12,10637340,1,60,11.936003923416138,91,110,19,100,100,101,1,100,0.75,False
46,96372106,12,10637341,1,60,0.2666804790496826,71,89,18,79,78,79,1,79,0.75,False
47,96372106,12,10637342,1,60,0.10153913497924805,79,97,18,88,88,90,2,88,0.75,False
48,96372106,12,10637343,1,60,0.3151237964630127,66,88,22,77,74,75,1,75,0.75,False
49,96372106,12,10637344,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
50,96372106,12,10637345,1,60,0.47376441955566406,93,113,20,106,105,108,3,106,0.75,False
