Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,11,10637296,1,60,0.2403569221496582,69,87,18,78,73,82,9,78,0.25,uniform,True
2,96372106,11,10637297,1,60,0.4438140392303467,76,94,18,89,88,89,1,89,0.25,uniform,True
3,96372106,11,10637298,1,60,1.4121959209442139,83,95,12,90,85,95,10,91,0.25,uniform,True
4,96372106,11,10637299,1,60,16.14979100227356,79,100,21,87,81,90,9,85,0.25,uniform,True
5,96372106,11,10637300,1,60,0.8178427219390869,88,106,18,96,90,101,11,97,0.25,uniform,True
6,96372106,11,10637301,1,60,0.9703671932220459,71,91,20,83,76,83,7,81,0.25,uniform,True
7,96372106,11,10637302,1,60,1.4671311378479004,95,116,21,106,98,108,10,105,0.25,uniform,True
8,96372106,11,10637303,1,60,0.07476973533630371,63,82,19,76,72,81,9,77,0.25,uniform,True
9,96372106,11,10637304,1,60,0.06579756736755371,49,67,18,62,54,64,10,61,0.25,uniform,True
10,96372106,11,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
11,96372106,11,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
12,96372106,11,10637307,1,60,1.9029295444488525,74,95,21,82,78,88,10,82,0.25,uniform,True
13,96372106,11,10637308,1,60,0.2213878631591797,78,102,24,88,85,92,7,88,0.25,uniform,True
14,96372106,11,10637309,1,60,1.3853487968444824,81,100,19,85,85,90,5,86,0.25,uniform,True
15,96372106,11,10637310,1,60,14.74259090423584,82,100,18,87,87,93,6,88,0.25,uniform,True
16,96372106,11,10637311,1,60,0.2244555950164795,81,101,20,88,81,93,12,87,0.25,uniform,True
17,96372106,11,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
18,96372106,11,10637313,1,60,0.4607987403869629,80,98,18,97,89,97,8,96,0.25,uniform,True
19,96372106,11,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
20,96372106,11,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
21,96372106,11,10637316,1,60,24.039737701416016,87,106,19,92,91,100,9,93,0.25,uniform,True
22,96372106,11,10637317,1,60,0.5126533508300781,78,100,22,88,84,89,5,89,0.25,uniform,True
23,96372106,11,10637318,1,60,0.2912321090698242,63,83,20,73,72,77,5,73,0.25,uniform,True
24,96372106,11,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
25,96372106,11,10637320,1,60,0.15558290481567383,67,82,15,77,71,78,7,76,0.25,uniform,True
26,96372106,11,10637321,1,60,2.0485458374023438,69,88,19,81,71,82,11,76,0.25,uniform,True
27,96372106,11,10637322,1,60,4.324451684951782,78,93,15,89,86,90,4,90,0.25,uniform,True
28,96372106,11,10637323,1,60,38.10907578468323,83,102,19,94,85,93,8,90,0.25,uniform,True
29,96372106,11,10637324,1,60,0.28719615936279297,67,82,15,75,67,79,12,75,0.25,uniform,True
30,96372106,11,10637325,1,60,1.8330905437469482,65,85,20,77,70,80,10,77,0.25,uniform,True
31,96372106,11,10637326,1,60,0.6263296604156494,75,94,19,84,80,89,9,85,0.25,uniform,True
32,96372106,11,10637327,1,60,0.3261830806732178,69,86,17,81,75,81,6,79,0.25,uniform,True
33,96372106,11,10637328,1,60,0.36801648139953613,75,98,23,86,80,93,13,86,0.25,uniform,True
34,96372106,11,10637329,1,60,1.503011703491211,81,100,19,92,82,93,11,89,0.25,uniform,True
35,96372106,11,10637330,1,60,39.44253206253052,87,105,18,95,90,96,6,93,0.25,uniform,True
36,96372106,11,10637331,1,60,0.4428720474243164,63,77,14,69,69,71,2,69,0.25,uniform,True
37,96372106,11,10637332,1,60,0.11768484115600586,57,68,11,62,59,65,6,62,0.25,uniform,True
38,96372106,11,10637333,1,60,0.3231933116912842,74,92,18,82,81,85,4,82,0.25,uniform,True
39,96372106,11,10637334,1,60,0.2792539596557617,75,101,26,91,86,95,9,91,0.25,uniform,True
40,96372106,11,10637335,1,60,0.2613029479980469,63,80,17,72,64,77,13,72,0.25,uniform,True
41,96372106,11,10637336,1,60,14.070404291152954,96,117,21,104,97,111,14,102,0.25,uniform,True
42,96372106,11,10637337,1,60,0.11572957038879395,61,80,19,69,65,75,10,69,0.25,uniform,True
43,96372106,11,10637338,1,60,1.1828570365905762,77,96,19,89,84,96,12,92,0.25,uniform,True
44,96372106,11,10637339,1,60,48.434436559677124,90,106,16,94,95,100,5,97,0.25,uniform,True
45,96372106,11,10637340,1,60,11.87027359008789,80,95,15,88,83,93,10,90,0.25,uniform,True
46,96372106,11,10637341,1,60,0.2852630615234375,66,82,16,75,67,76,9,75,0.25,uniform,True
47,96372106,11,10637342,1,60,0.10870933532714844,71,88,17,78,76,83,7,78,0.25,uniform,True
48,96372106,11,10637343,1,60,0.46276235580444336,63,84,21,70,64,75,11,69,0.25,uniform,True
49,96372106,11,10637344,1,60,10.465999364852905,77,96,19,86,79,88,9,83,0.25,uniform,True
50,96372106,11,10637345,1,60,0.7579727172851562,83,103,20,91,90,94,4,92,0.25,uniform,True
