Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,6,10637296,4,60,0.09676027297973633,65,112,47,73,99,26,0.25,False
2,96372106,6,10637297,4,60,4.1568803787231445,74,109,35,87,98,11,0.25,False
3,96372106,6,10637298,4,60,0.2902238368988037,62,118,56,70,104,34,0.25,False
4,96372106,6,10637299,4,60,11.222944259643555,86,144,58,97,116,19,0.25,False
5,96372106,6,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
6,96372106,6,10637301,4,60,0.10671830177307129,59,98,39,73,77,4,0.25,False
7,96372106,6,10637302,4,60,5.3985207080841064,98,155,57,116,138,22,0.25,False
8,96372106,6,10637303,4,60,0.04186391830444336,58,99,41,74,80,6,0.25,False
9,96372106,6,10637304,4,60,0.3081798553466797,61,101,40,76,86,10,0.25,False
10,96372106,6,10637305,4,60,8.836362361907959,71,120,49,90,105,15,0.25,False
11,96372106,6,10637306,4,60,0.38999509811401367,62,118,56,88,96,8,0.25,False
12,96372106,6,10637307,4,60,1.9707624912261963,85,128,43,89,122,33,0.25,False
13,96372106,6,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
14,96372106,6,10637309,4,60,9.793808698654175,54,104,50,71,88,17,0.25,False
15,96372106,6,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
16,96372106,6,10637311,4,60,0.09772253036499023,75,116,41,94,107,13,0.25,False
17,96372106,6,10637312,4,60,3.0378968715667725,54,98,44,68,74,6,0.25,False
18,96372106,6,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
19,96372106,6,10637314,4,60,19.641451597213745,80,127,47,94,113,19,0.25,False
20,96372106,6,10637315,4,60,1.1000323295593262,89,148,59,103,127,24,0.25,False
21,96372106,6,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
22,96372106,6,10637317,4,60,0.07083249092102051,61,105,44,72,84,12,0.25,False
23,96372106,6,10637318,4,60,0.9304916858673096,53,89,36,63,76,13,0.25,False
24,96372106,6,10637319,4,60,11.919111967086792,94,147,53,111,126,15,0.25,False
25,96372106,6,10637320,4,60,0.038927555084228516,51,95,44,58,88,30,0.25,False
26,96372106,6,10637321,4,60,0.7768990993499756,52,92,40,54,77,23,0.25,False
27,96372106,6,10637322,4,60,0.8457009792327881,79,132,53,101,112,11,0.25,False
28,96372106,6,10637323,4,60,14.363527297973633,76,116,40,87,105,18,0.25,False
29,96372106,6,10637324,4,60,25.60447359085083,78,109,31,81,100,19,0.25,False
30,96372106,6,10637325,4,60,0.12765789031982422,57,96,39,72,77,5,0.25,False
31,96372106,6,10637326,4,60,0.3092033863067627,81,125,44,101,109,8,0.25,False
32,96372106,6,10637327,4,60,2.0165817737579346,67,120,53,88,112,24,0.25,False
33,96372106,6,10637328,4,60,0.10869741439819336,78,124,46,98,111,13,0.25,False
34,96372106,6,10637329,4,60,29.021368980407715,75,120,45,89,101,12,0.25,False
35,96372106,6,10637330,4,60,0.024944305419921875,55,103,48,67,91,24,0.25,False
36,96372106,6,10637331,4,60,0.019929170608520508,41,76,35,55,61,6,0.25,False
37,96372106,6,10637332,4,60,0.8985915184020996,55,101,46,81,93,12,0.25,False
38,96372106,6,10637333,4,60,10.66248083114624,71,109,38,79,90,11,0.25,False
39,96372106,6,10637334,4,60,0.1555941104888916,72,115,43,81,112,31,0.25,False
40,96372106,6,10637335,4,60,0.11568880081176758,36,66,30,40,59,19,0.25,False
41,96372106,6,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.25,False
42,96372106,6,10637337,4,60,0.3700132369995117,46,87,41,56,69,13,0.25,False
43,96372106,6,10637338,4,60,2.5401926040649414,69,121,52,81,113,32,0.25,False
44,96372106,6,10637339,4,60,46.600321531295776,75,127,52,90,113,23,0.25,False
45,96372106,6,10637340,4,60,0.24033021926879883,66,102,36,83,94,11,0.25,False
46,96372106,6,10637341,4,60,0.29619908332824707,67,129,62,84,102,18,0.25,False
47,96372106,6,10637342,4,60,0.23438668251037598,56,93,37,74,87,13,0.25,False
48,96372106,6,10637343,4,60,7.018221616744995,68,100,32,74,87,13,0.25,False
49,96372106,6,10637344,4,60,8.574073314666748,64,105,41,84,93,9,0.25,False
50,96372106,6,10637345,4,60,35.798229932785034,99,156,57,115,136,21,0.25,False
