Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,12,10637296,2,60,54.58238506317139,103,146,43,103,103,109,6,103,0.5,uniform,False
2,96372106,12,10637297,2,60,36.25349760055542,116,151,35,116,116,118,2,116,0.5,uniform,False
3,96372106,12,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
4,96372106,12,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
5,96372106,12,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
6,96372106,12,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
7,96372106,12,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
8,96372106,12,10637303,2,60,1.6388790607452393,90,132,42,90,90,99,9,90,0.5,uniform,False
9,96372106,12,10637304,2,60,0.3070380687713623,71,100,29,71,71,77,6,71,0.5,uniform,False
10,96372106,12,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
11,96372106,12,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
12,96372106,12,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
13,96372106,12,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
14,96372106,12,10637309,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
15,96372106,12,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
16,96372106,12,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
17,96372106,12,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
18,96372106,12,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
19,96372106,12,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
20,96372106,12,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
21,96372106,12,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
22,96372106,12,10637317,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
23,96372106,12,10637318,2,60,14.661895513534546,94,133,39,94,94,97,3,94,0.5,uniform,False
24,96372106,12,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
25,96372106,12,10637320,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
26,96372106,12,10637321,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
27,96372106,12,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
28,96372106,12,10637323,2,60,48.369768381118774,101,131,30,101,101,104,3,101,0.5,uniform,False
29,96372106,12,10637324,2,60,27.275020599365234,86,113,27,86,86,89,3,86,0.5,uniform,False
30,96372106,12,10637325,2,60,49.467172384262085,91,127,36,91,91,94,3,91,0.5,uniform,False
31,96372106,12,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
32,96372106,12,10637327,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
33,96372106,12,10637328,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
34,96372106,12,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
35,96372106,12,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
36,96372106,12,10637331,2,60,15.731637239456177,84,120,36,84,84,95,11,84,0.5,uniform,False
37,96372106,12,10637332,2,60,3.3935792446136475,70,95,25,70,70,75,5,70,0.5,uniform,False
38,96372106,12,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
39,96372106,12,10637334,2,60,1.3839404582977295,107,145,38,107,107,113,6,107,0.5,uniform,False
40,96372106,12,10637335,2,60,34.19264030456543,86,120,34,86,86,92,6,86,0.5,uniform,False
41,96372106,12,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
42,96372106,12,10637337,2,60,39.617966175079346,78,111,33,78,78,82,4,78,0.5,uniform,False
43,96372106,12,10637338,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
44,96372106,12,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
45,96372106,12,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
46,96372106,12,10637341,2,60,6.584830284118652,86,121,35,86,86,91,5,86,0.5,uniform,False
47,96372106,12,10637342,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
48,96372106,12,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
49,96372106,12,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
50,96372106,12,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
