Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,5,10637296,4,60,0.09873580932617188,61,106,45,75,75,0,1.25,False
2,96372106,5,10637297,4,60,0.009973287582397461,44,74,30,58,58,0,1.25,False
3,96372106,5,10637298,4,60,0.2663428783416748,59,114,55,87,87,0,1.25,False
4,96372106,5,10637299,4,60,56.549745082855225,66,115,49,83,83,0,1.25,False
5,96372106,5,10637300,4,60,38.457115173339844,94,127,33,105,105,0,1.25,False
6,96372106,5,10637301,4,60,0.07081007957458496,54,90,36,73,73,0,1.25,False
7,96372106,5,10637302,4,60,4.731388330459595,90,139,49,114,114,0,1.25,False
8,96372106,5,10637303,4,60,0.01495981216430664,50,90,40,69,69,0,1.25,False
9,96372106,5,10637304,4,60,0.29919934272766113,52,87,35,76,76,0,1.25,False
10,96372106,5,10637305,4,60,7.904886960983276,64,107,43,83,83,0,1.25,False
11,96372106,5,10637306,4,60,0.13065028190612793,47,99,52,72,72,0,1.25,False
12,96372106,5,10637307,4,60,0.07081055641174316,57,102,45,78,78,0,1.25,False
13,96372106,5,10637308,4,60,0.4438133239746094,62,110,48,83,83,0,1.25,False
14,96372106,5,10637309,4,60,12.760859966278076,63,99,36,74,74,0,1.25,False
15,96372106,5,10637310,4,60,51.29080843925476,76,123,47,98,98,0,1.25,False
16,96372106,5,10637311,4,60,0.06781840324401855,54,99,45,83,83,0,1.25,False
17,96372106,5,10637312,4,60,2.649911880493164,49,74,25,63,63,0,1.25,False
18,96372106,5,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,1.25,False
19,96372106,5,10637314,4,60,16.24151372909546,61,91,30,78,78,0,1.25,False
20,96372106,5,10637315,4,60,0.3201432228088379,67,110,43,91,91,0,1.25,False
21,96372106,5,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,1.25,False
22,96372106,5,10637317,4,60,0.05385565757751465,43,91,48,73,73,0,1.25,False
23,96372106,5,10637318,4,60,1.0292463302612305,51,101,50,72,72,0,1.25,False
24,96372106,5,10637319,4,60,8.881240844726562,72,112,40,94,94,0,1.25,False
25,96372106,5,10637320,4,60,0.029919862747192383,46,84,38,62,62,0,1.25,False
26,96372106,5,10637321,4,60,0.011968135833740234,38,80,42,55,55,0,1.25,False
27,96372106,5,10637322,4,60,1.0332610607147217,62,97,35,79,79,0,1.25,False
28,96372106,5,10637323,4,60,12.301145076751709,64,103,39,82,82,0,1.25,False
29,96372106,5,10637324,4,60,24.428683519363403,52,89,37,69,69,0,1.25,False
30,96372106,5,10637325,4,60,0.1077120304107666,42,75,33,55,55,0,1.25,False
31,96372106,5,10637326,4,60,0.29919958114624023,65,98,33,84,84,0,1.25,False
32,96372106,5,10637327,4,60,1.3185045719146729,59,100,41,84,84,0,1.25,False
33,96372106,5,10637328,4,60,0.10172772407531738,65,100,35,80,80,0,1.25,False
34,96372106,5,10637329,4,60,23.3575439453125,63,98,35,83,83,0,1.25,False
35,96372106,5,10637330,4,60,0.011968135833740234,40,80,40,67,67,0,1.25,False
36,96372106,5,10637331,4,60,0.018949031829833984,35,63,28,48,48,0,1.25,False
37,96372106,5,10637332,4,60,0.2124330997467041,42,80,38,53,53,0,1.25,False
38,96372106,5,10637333,4,60,0.37006640434265137,52,91,39,69,69,0,1.25,False
39,96372106,5,10637334,4,60,0.024915218353271484,48,86,38,65,65,0,1.25,False
40,96372106,5,10637335,4,60,0.002991914749145508,23,45,22,38,38,0,1.25,False
41,96372106,5,10637336,4,60,34.57051157951355,86,130,44,110,110,0,1.25,False
42,96372106,5,10637337,4,60,0.3779885768890381,41,76,35,59,59,0,1.25,False
43,96372106,5,10637338,4,60,0.039893150329589844,50,103,53,86,86,0,1.25,False
44,96372106,5,10637339,4,60,8.846388816833496,62,89,27,75,75,0,1.25,False
45,96372106,5,10637340,4,60,0.17852210998535156,51,85,34,70,70,0,1.25,False
46,96372106,5,10637341,4,60,0.016954660415649414,51,95,44,81,81,0,1.25,False
47,96372106,5,10637342,4,60,0.2373652458190918,48,82,34,63,63,0,1.25,False
48,96372106,5,10637343,4,60,0.07878899574279785,52,91,39,73,73,0,1.25,False
49,96372106,5,10637344,4,60,8.444445133209229,53,91,38,76,76,0,1.25,False
50,96372106,5,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,1.25,False
