Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,11,10637296,1,60,0.29190897941589355,69,87,18,78,75,81,6,78,0.5,False
2,96372106,11,10637297,1,60,0.45375871658325195,76,94,18,89,88,89,1,89,0.5,False
3,96372106,11,10637298,1,60,1.8104274272918701,83,95,12,90,87,93,6,90,0.5,False
4,96372106,11,10637299,1,60,21.392393589019775,79,100,21,87,86,91,5,87,0.5,False
5,96372106,11,10637300,1,60,0.8069171905517578,88,106,18,96,94,97,3,95,0.5,False
6,96372106,11,10637301,1,60,1.2819232940673828,71,91,20,83,83,83,0,83,0.5,False
7,96372106,11,10637302,1,60,1.8761096000671387,95,116,21,106,104,106,2,106,0.5,False
8,96372106,11,10637303,1,60,0.10281991958618164,63,82,19,76,72,77,5,76,0.5,False
9,96372106,11,10637304,1,60,0.0670003890991211,49,67,18,62,58,62,4,62,0.5,False
10,96372106,11,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
11,96372106,11,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
12,96372106,11,10637307,1,60,3.3423783779144287,76,95,19,83,81,85,4,83,0.5,False
13,96372106,11,10637308,1,60,0.2556743621826172,78,102,24,88,88,89,1,88,0.5,False
14,96372106,11,10637309,1,60,1.7663795948028564,81,100,19,85,84,87,3,85,0.5,False
15,96372106,11,10637310,1,60,18.755205154418945,82,100,18,87,87,88,1,87,0.5,False
16,96372106,11,10637311,1,60,0.28301262855529785,81,101,20,88,84,90,6,88,0.5,False
17,96372106,11,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
18,96372106,11,10637313,1,60,0.5527873039245605,80,98,18,97,93,97,4,96,0.5,False
19,96372106,11,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
20,96372106,11,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
21,96372106,11,10637316,1,60,31.528229236602783,87,106,19,92,88,92,4,90,0.5,False
22,96372106,11,10637317,1,60,0.6197957992553711,78,100,22,88,86,90,4,88,0.5,False
23,96372106,11,10637318,1,60,0.35425806045532227,63,83,20,73,71,74,3,72,0.5,False
24,96372106,11,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
25,96372106,11,10637320,1,60,0.12265610694885254,67,82,15,77,77,77,0,77,0.5,False
26,96372106,11,10637321,1,60,2.6519343852996826,69,88,19,81,78,83,5,81,0.5,False
27,96372106,11,10637322,1,60,5.838073253631592,78,93,15,89,88,90,2,88,0.5,False
28,96372106,11,10637323,1,60,50.36937141418457,83,102,19,94,93,96,3,94,0.5,False
29,96372106,11,10637324,1,60,0.3627629280090332,67,82,15,75,75,76,1,75,0.5,False
30,96372106,11,10637325,1,60,2.4805736541748047,65,85,20,77,73,78,5,77,0.5,False
31,96372106,11,10637326,1,60,0.7602133750915527,75,94,19,84,82,84,2,84,0.5,False
32,96372106,11,10637327,1,60,0.30077600479125977,69,86,17,81,78,81,3,81,0.5,False
33,96372106,11,10637328,1,60,0.48563313484191895,75,98,23,86,84,90,6,86,0.5,False
34,96372106,11,10637329,1,60,1.8841285705566406,81,100,19,92,86,92,6,90,0.5,False
35,96372106,11,10637330,1,60,51.0298798084259,87,105,18,95,92,94,2,93,0.5,False
36,96372106,11,10637331,1,60,0.6023683547973633,63,77,14,69,69,69,0,69,0.5,False
37,96372106,11,10637332,1,60,0.16159367561340332,57,68,11,62,61,63,2,62,0.5,False
38,96372106,11,10637333,1,60,0.42295193672180176,74,92,18,82,82,85,3,82,0.5,False
39,96372106,11,10637334,1,60,0.331118106842041,75,101,26,91,88,93,5,91,0.5,False
40,96372106,11,10637335,1,60,0.31569528579711914,63,80,17,72,71,75,4,72,0.5,False
41,96372106,11,10637336,1,60,17.800785064697266,96,117,21,104,104,107,3,104,0.5,False
42,96372106,11,10637337,1,60,0.11052274703979492,61,80,19,69,69,69,0,69,0.5,False
43,96372106,11,10637338,1,60,1.4745967388153076,77,96,19,89,87,90,3,89,0.5,False
44,96372106,11,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,False
45,96372106,11,10637340,1,60,15.03755807876587,80,95,15,88,85,90,5,88,0.5,False
46,96372106,11,10637341,1,60,0.313692569732666,66,82,16,75,73,76,3,75,0.5,False
47,96372106,11,10637342,1,60,0.13225102424621582,71,88,17,78,78,80,2,78,0.5,False
48,96372106,11,10637343,1,60,0.5198724269866943,63,84,21,70,69,71,2,69,0.5,False
49,96372106,11,10637344,1,60,12.767602682113647,77,96,19,86,84,88,4,85,0.5,False
50,96372106,11,10637345,1,60,0.8721644878387451,83,103,20,91,91,92,1,91,0.5,False
