Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,6,10637296,4,60,0.0977175235748291,65,112,47,79,88,9,0.75,False
2,96372106,6,10637297,4,60,3.6761653423309326,74,109,35,93,95,2,0.75,False
3,96372106,6,10637298,4,60,0.27725839614868164,62,118,56,90,90,0,0.75,False
4,96372106,6,10637299,4,60,11.917116165161133,86,144,58,105,109,4,0.75,False
5,96372106,6,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
6,96372106,6,10637301,4,60,0.14461231231689453,59,98,39,74,74,0,0.75,False
7,96372106,6,10637302,4,60,5.538182020187378,98,155,57,125,128,3,0.75,False
8,96372106,6,10637303,4,60,0.071807861328125,58,99,41,75,75,0,0.75,False
9,96372106,6,10637304,4,60,0.32216882705688477,61,101,40,81,82,1,0.75,False
10,96372106,6,10637305,4,60,9.384835004806519,71,120,49,95,95,0,0.75,False
11,96372106,6,10637306,4,60,0.48969006538391113,62,118,56,88,93,5,0.75,False
12,96372106,6,10637307,4,60,2.140308141708374,85,128,43,103,104,1,0.75,False
13,96372106,6,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
14,96372106,6,10637309,4,60,9.60932183265686,54,104,50,75,75,0,0.75,False
15,96372106,6,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
16,96372106,6,10637311,4,60,0.11568903923034668,75,116,41,103,103,0,0.75,False
17,96372106,6,10637312,4,60,3.2991943359375,54,98,44,71,72,1,0.75,False
18,96372106,6,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
19,96372106,6,10637314,4,60,20.149094343185425,80,127,47,105,106,1,0.75,False
20,96372106,6,10637315,4,60,1.112072467803955,89,148,59,111,111,0,0.75,False
21,96372106,6,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
22,96372106,6,10637317,4,60,0.10272431373596191,61,105,44,78,80,2,0.75,False
23,96372106,6,10637318,4,60,0.9385433197021484,53,89,36,69,69,0,0.75,False
24,96372106,6,10637319,4,60,12.713042736053467,94,147,53,118,124,6,0.75,False
25,96372106,6,10637320,4,60,0.044879913330078125,51,95,44,77,78,1,0.75,False
26,96372106,6,10637321,4,60,0.9016118049621582,52,92,40,65,66,1,0.75,False
27,96372106,6,10637322,4,60,0.8507702350616455,79,132,53,107,110,3,0.75,False
28,96372106,6,10637323,4,60,14.53511357307434,76,116,40,90,100,10,0.75,False
29,96372106,6,10637324,4,60,25.9815456867218,78,109,31,84,92,8,0.75,False
30,96372106,6,10637325,4,60,0.1934819221496582,57,96,39,75,75,0,0.75,False
31,96372106,6,10637326,4,60,0.3710057735443115,81,125,44,103,106,3,0.75,False
32,96372106,6,10637327,4,60,2.309818983078003,67,120,53,99,103,4,0.75,False
33,96372106,6,10637328,4,60,0.13566160202026367,78,124,46,100,106,6,0.75,False
34,96372106,6,10637329,4,60,28.41900610923767,75,120,45,91,96,5,0.75,False
35,96372106,6,10637330,4,60,0.036900997161865234,55,103,48,73,83,10,0.75,False
36,96372106,6,10637331,4,60,0.029920101165771484,41,76,35,60,61,1,0.75,False
37,96372106,6,10637332,4,60,0.979414701461792,55,101,46,87,87,0,0.75,False
38,96372106,6,10637333,4,60,11.035476207733154,71,109,38,83,85,2,0.75,False
39,96372106,6,10637334,4,60,0.22539734840393066,72,115,43,93,101,8,0.75,False
40,96372106,6,10637335,4,60,0.14261794090270996,36,66,30,46,52,6,0.75,False
41,96372106,6,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.75,False
42,96372106,6,10637337,4,60,0.406935453414917,46,87,41,60,60,0,0.75,False
43,96372106,6,10637338,4,60,2.6190247535705566,69,121,52,91,94,3,0.75,False
44,96372106,6,10637339,4,60,47.91087818145752,75,127,52,98,104,6,0.75,False
45,96372106,6,10637340,4,60,0.22345876693725586,66,102,36,85,89,4,0.75,False
46,96372106,6,10637341,4,60,0.3012511730194092,67,129,62,88,95,7,0.75,False
47,96372106,6,10637342,4,60,0.3201427459716797,56,93,37,76,82,6,0.75,False
48,96372106,6,10637343,4,60,7.061146259307861,68,100,32,78,82,4,0.75,False
49,96372106,6,10637344,4,60,8.800490856170654,64,105,41,90,90,0,0.75,False
50,96372106,6,10637345,4,60,36.009716510772705,99,156,57,128,128,0,0.75,False
