Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,2,10637296,1,60,0.01296544075012207,0.006981611251831055,204,295,91,204,204,295,91,204,0.0,uniform,True
2,96372106,2,10637297,1,60,1.7403650283813477,0.013964414596557617,303,418,115,303,303,418,115,303,0.0,uniform,True
3,96372106,2,10637298,1,60,0.6821556091308594,0.00998377799987793,320,473,153,320,320,473,153,320,0.0,uniform,True
4,96372106,2,10637299,1,60,0.030925512313842773,0.013962984085083008,386,541,155,386,386,541,155,386,0.0,uniform,True
5,96372106,2,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,True
6,96372106,2,10637301,1,60,0.025960922241210938,0.012964963912963867,261,377,116,261,261,377,116,261,0.0,uniform,True
7,96372106,2,10637302,1,60,0.011911869049072266,0.005984067916870117,184,268,84,184,184,268,84,184,0.0,uniform,True
8,96372106,2,10637303,1,60,9.722988605499268,0.016980648040771484,532,758,226,532,532,758,226,532,0.0,uniform,True
9,96372106,2,10637304,1,60,0.03793191909790039,0.016522884368896484,349,502,153,349,349,502,153,349,0.0,uniform,True
10,96372106,2,10637305,1,60,0.03592252731323242,0.017009735107421875,380,547,167,380,380,547,167,380,0.0,uniform,True
11,96372106,2,10637306,1,60,0.005983591079711914,0.005984306335449219,107,138,31,107,107,138,31,107,0.0,uniform,True
12,96372106,2,10637307,1,60,1.2656450271606445,0.008968353271484375,292,427,135,292,292,427,135,292,0.0,uniform,True
13,96372106,2,10637308,1,60,2.719731092453003,0.011968612670898438,419,600,181,419,419,600,181,419,0.0,uniform,True
14,96372106,2,10637309,1,60,0.0029916763305664062,0.0029594898223876953,58,84,26,58,58,84,26,58,0.0,uniform,True
15,96372106,2,10637310,1,60,0.007979631423950195,0.0060160160064697266,130,185,55,130,130,185,55,130,0.0,uniform,True
16,96372106,2,10637311,1,60,0.011998891830444336,0.007979154586791992,189,256,67,189,189,256,67,189,0.0,uniform,True
17,96372106,2,10637312,1,60,0.06785106658935547,0.019986391067504883,427,609,182,427,427,609,182,427,0.0,uniform,True
18,96372106,2,10637313,1,60,0.012000560760498047,0.010947227478027344,139,202,63,139,139,202,63,139,0.0,uniform,True
19,96372106,2,10637314,1,60,0.007036447525024414,0.003989696502685547,107,152,45,107,107,152,45,107,0.0,uniform,True
20,96372106,2,10637315,1,60,0.061776161193847656,0.018913745880126953,394,584,190,394,394,584,190,394,0.0,uniform,True
21,96372106,2,10637316,1,60,0.009954214096069336,0.004991292953491211,160,238,78,160,160,238,78,160,0.0,uniform,True
22,96372106,2,10637317,1,60,0.04587745666503906,0.01202392578125,404,579,175,404,404,579,175,404,0.0,uniform,True
23,96372106,2,10637318,1,60,0.045877695083618164,0.013965368270874023,353,528,175,353,353,528,175,353,0.0,uniform,True
24,96372106,2,10637319,1,60,0.05480170249938965,0.016956090927124023,380,546,166,380,380,546,166,380,0.0,uniform,True
25,96372106,2,10637320,1,60,0.04190540313720703,0.010974407196044922,339,490,151,339,339,490,151,339,0.0,uniform,True
26,96372106,2,10637321,1,60,0.020887374877929688,0.009032011032104492,269,381,112,269,269,381,112,269,0.0,uniform,True
27,96372106,2,10637322,1,60,0.03486299514770508,0.011967897415161133,281,393,112,281,281,393,112,281,0.0,uniform,True
28,96372106,2,10637323,1,60,0.05984663963317871,0.01795172691345215,402,581,179,402,402,581,179,402,0.0,uniform,True
