Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,6,10637296,1,60,0.02353215217590332,37,52,15,42,43,43,0,43,1.0,True
2,96372106,6,10637297,1,60,0.10778069496154785,37,45,8,43,43,43,0,43,1.0,True
3,96372106,6,10637298,1,60,0.05785083770751953,41,47,6,43,43,43,0,43,1.0,True
4,96372106,6,10637299,1,60,0.9529485702514648,47,63,16,55,52,52,0,52,1.0,True
5,96372106,6,10637300,1,60,0.7642068862915039,54,66,12,63,62,62,0,62,1.0,True
6,96372106,6,10637301,1,60,0.04339289665222168,32,46,14,41,40,40,0,40,1.0,True
7,96372106,6,10637302,1,60,0.11235451698303223,52,72,20,64,62,62,0,62,1.0,True
8,96372106,6,10637303,1,60,0.009705066680908203,32,41,9,35,35,35,0,35,1.0,True
9,96372106,6,10637304,1,60,0.02933526039123535,33,45,12,37,38,38,0,38,1.0,True
10,96372106,6,10637305,1,60,0.2334761619567871,40,52,12,47,44,44,0,44,1.0,True
11,96372106,6,10637306,1,60,0.07335019111633301,40,54,14,44,44,44,0,44,1.0,True
12,96372106,6,10637307,1,60,0.11991000175476074,44,62,18,52,52,52,0,52,1.0,True
13,96372106,6,10637308,1,60,0.11660575866699219,44,55,11,50,50,50,0,50,1.0,True
14,96372106,6,10637309,1,60,0.0393674373626709,33,47,14,38,41,41,0,41,1.0,True
15,96372106,6,10637310,1,60,2.793642520904541,51,65,14,59,54,54,0,54,1.0,True
16,96372106,6,10637311,1,60,0.018943309783935547,42,56,14,50,50,50,0,50,1.0,True
17,96372106,6,10637312,1,60,0.037154197692871094,33,44,11,38,36,36,0,36,1.0,True
18,96372106,6,10637313,1,60,0.08523154258728027,42,55,13,48,48,48,0,48,1.0,True
19,96372106,6,10637314,1,60,0.24029088020324707,46,59,13,53,52,52,0,52,1.0,True
20,96372106,6,10637315,1,60,0.03304481506347656,46,66,20,55,55,55,0,55,1.0,True
21,96372106,6,10637316,1,60,4.066783428192139,53,73,20,64,64,64,0,64,1.0,True
22,96372106,6,10637317,1,60,0.041686296463012695,39,51,12,46,44,44,0,44,1.0,True
23,96372106,6,10637318,1,60,0.025211095809936523,27,36,9,33,33,33,0,33,1.0,True
24,96372106,6,10637319,1,60,0.23188352584838867,51,65,14,58,59,59,0,59,1.0,True
25,96372106,6,10637320,1,60,0.03187251091003418,30,39,9,34,34,34,0,34,1.0,True
26,96372106,6,10637321,1,60,0.04563307762145996,32,44,12,39,37,37,0,37,1.0,True
27,96372106,6,10637322,1,60,0.2003939151763916,39,48,9,44,43,43,0,43,1.0,True
28,96372106,6,10637323,1,60,0.026394367218017578,37,49,12,44,45,45,0,45,1.0,True
29,96372106,6,10637324,1,60,0.011905193328857422,35,45,10,41,43,43,0,43,1.0,True
30,96372106,6,10637325,1,60,0.023786544799804688,34,48,14,39,38,38,0,38,1.0,True
31,96372106,6,10637326,1,60,0.1152803897857666,48,62,14,55,55,55,0,55,1.0,True
32,96372106,6,10637327,1,60,0.08268022537231445,42,55,13,47,46,46,0,46,1.0,True
33,96372106,6,10637328,1,60,0.038996219635009766,46,60,14,50,52,52,0,52,1.0,True
34,96372106,6,10637329,1,60,0.15938639640808105,44,56,12,49,48,48,0,48,1.0,True
35,96372106,6,10637330,1,60,0.03852200508117676,36,51,15,44,43,43,0,43,1.0,True
36,96372106,6,10637331,1,60,0.0380406379699707,29,38,9,34,34,34,0,34,1.0,True
37,96372106,6,10637332,1,60,0.01559138298034668,32,45,13,37,37,37,0,37,1.0,True
38,96372106,6,10637333,1,60,0.2764561176300049,40,48,8,43,40,40,0,40,1.0,True
39,96372106,6,10637334,1,60,0.027024269104003906,40,56,16,45,47,47,0,47,1.0,True
40,96372106,6,10637335,1,60,0.01557469367980957,22,27,5,23,23,23,0,23,1.0,True
41,96372106,6,10637336,1,60,0.16452622413635254,56,70,14,62,67,67,0,67,1.0,True
42,96372106,6,10637337,1,60,0.017760515213012695,34,44,10,39,37,37,0,37,1.0,True
43,96372106,6,10637338,1,60,0.12636375427246094,44,55,11,49,51,51,0,51,1.0,True
44,96372106,6,10637339,1,60,2.7401270866394043,44,58,14,54,52,52,0,52,1.0,True
45,96372106,6,10637340,1,60,0.03748202323913574,35,46,11,44,44,44,0,44,1.0,True
46,96372106,6,10637341,1,60,0.019378185272216797,37,49,12,43,43,43,0,43,1.0,True
47,96372106,6,10637342,1,60,0.019464969635009766,34,42,8,40,40,40,0,40,1.0,True
48,96372106,6,10637343,1,60,0.01123666763305664,32,41,9,36,36,36,0,36,1.0,True
49,96372106,6,10637344,1,60,0.08455014228820801,37,50,13,43,40,40,0,40,1.0,True
50,96372106,6,10637345,1,60,0.10420489311218262,53,69,16,61,65,65,0,65,1.0,True
