Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,13,10637296,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
2,96372106,13,10637297,1,60,27.167317390441895,92,115,23,92,91,92,1,91,0.75,uniform,True
3,96372106,13,10637298,1,60,8.908168315887451,97,114,17,97,93,96,3,93,0.75,uniform,True
4,96372106,13,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
5,96372106,13,10637300,1,60,9.69905138015747,104,125,21,104,101,104,3,101,0.75,uniform,True
6,96372106,13,10637301,1,60,0.9593987464904785,78,100,22,78,76,79,3,76,0.75,uniform,True
7,96372106,13,10637302,1,60,14.905087947845459,110,129,19,110,110,110,0,110,0.75,uniform,True
8,96372106,13,10637303,1,60,1.684492588043213,83,108,25,83,80,80,0,80,0.75,uniform,True
9,96372106,13,10637304,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
10,96372106,13,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
11,96372106,13,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
12,96372106,13,10637307,1,60,21.677064418792725,91,114,23,91,86,88,2,86,0.75,uniform,True
13,96372106,13,10637308,1,60,14.255839824676514,100,124,24,100,99,101,2,99,0.75,uniform,True
14,96372106,13,10637309,1,60,12.280107259750366,106,124,18,106,100,101,1,100,0.75,uniform,True
15,96372106,13,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
16,96372106,13,10637311,1,60,1.2606277465820312,99,125,26,99,99,101,2,99,0.75,uniform,True
17,96372106,13,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
18,96372106,13,10637313,1,60,3.2513015270233154,98,119,21,98,97,98,1,97,0.75,uniform,True
19,96372106,13,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
20,96372106,13,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
21,96372106,13,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
22,96372106,13,10637317,1,60,2.7526695728302,84,106,22,84,85,88,3,85,0.75,uniform,True
23,96372106,13,10637318,1,60,2.293888568878174,80,100,20,80,79,79,0,79,0.75,uniform,True
24,96372106,13,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
25,96372106,13,10637320,1,60,0.35410618782043457,74,91,17,74,72,73,1,72,0.75,uniform,True
26,96372106,13,10637321,1,60,2.4634082317352295,90,115,25,90,88,88,0,88,0.75,uniform,True
27,96372106,13,10637322,1,60,7.663531303405762,92,112,20,92,89,94,5,89,0.75,uniform,True
28,96372106,13,10637323,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
29,96372106,13,10637324,1,60,9.559479236602783,82,97,15,82,81,84,3,81,0.75,uniform,True
30,96372106,13,10637325,1,60,12.214316129684448,82,105,23,82,82,83,1,82,0.75,uniform,True
31,96372106,13,10637326,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
32,96372106,13,10637327,1,60,12.226291418075562,83,102,19,83,80,82,2,80,0.75,uniform,True
33,96372106,13,10637328,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
34,96372106,13,10637329,1,60,4.586730480194092,98,126,28,98,92,93,1,92,0.75,uniform,True
35,96372106,13,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
36,96372106,13,10637331,1,60,1.5508487224578857,74,92,18,74,74,75,1,74,0.75,uniform,True
37,96372106,13,10637332,1,60,0.48973774909973145,67,83,16,67,65,70,5,65,0.75,uniform,True
38,96372106,13,10637333,1,60,1.0432343482971191,87,111,24,87,86,87,1,86,0.75,uniform,True
39,96372106,13,10637334,1,60,1.3174753189086914,92,114,22,92,91,94,3,91,0.75,uniform,True
40,96372106,13,10637335,1,60,1.1509604454040527,71,90,19,71,70,72,2,70,0.75,uniform,True
41,96372106,13,10637336,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
42,96372106,13,10637337,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
43,96372106,13,10637338,1,60,22.462902069091797,89,113,24,89,88,88,0,88,0.75,uniform,True
44,96372106,13,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
45,96372106,13,10637340,1,60,63.390371561050415,95,118,23,95,97,100,3,97,0.75,uniform,True
46,96372106,13,10637341,1,60,1.7363190650939941,73,92,19,73,71,74,3,71,0.75,uniform,True
47,96372106,13,10637342,1,60,3.953430414199829,92,111,19,92,90,92,2,90,0.75,uniform,True
48,96372106,13,10637343,1,60,3.4747023582458496,72,96,24,72,71,73,2,71,0.75,uniform,True
49,96372106,13,10637344,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
50,96372106,13,10637345,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
