Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,2,10637296,4,60,0.0070247650146484375,19,47,28,40,40,0,1.0,False
2,96372106,2,10637297,4,60,0.003989219665527344,19,33,14,22,22,0,1.0,False
3,96372106,2,10637298,4,60,0.17496323585510254,33,63,30,52,52,0,1.0,False
4,96372106,2,10637299,4,60,0.03289341926574707,23,48,25,38,38,0,1.0,False
5,96372106,2,10637300,4,60,0.003988504409790039,23,44,21,32,32,0,1.0,False
6,96372106,2,10637301,4,60,0.003920316696166992,20,39,19,34,34,0,1.0,False
7,96372106,2,10637302,4,60,0.05170035362243652,23,57,34,38,38,0,1.0,False
8,96372106,2,10637303,4,60,0.005983829498291016,30,50,20,39,39,0,1.0,False
9,96372106,2,10637304,4,60,0.013901233673095703,24,47,23,35,35,0,1.0,False
10,96372106,2,10637305,4,60,0.012963056564331055,26,52,26,38,38,0,1.0,False
11,96372106,2,10637306,4,60,0.001995086669921875,9,19,10,14,14,0,1.0,False
12,96372106,2,10637307,4,60,0.0039615631103515625,25,41,16,36,36,0,1.0,False
13,96372106,2,10637308,4,60,0.005876064300537109,17,41,24,26,26,0,1.0,False
14,96372106,2,10637309,4,60,0.07781219482421875,32,61,29,45,45,0,1.0,False
15,96372106,2,10637310,4,60,0.006101369857788086,24,38,14,30,30,0,1.0,False
16,96372106,2,10637311,4,60,0.002991914749145508,13,32,19,24,24,0,1.0,False
17,96372106,2,10637312,4,60,0.001992464065551758,18,29,11,21,21,0,1.0,False
18,96372106,2,10637313,4,60,0.005984067916870117,26,57,31,44,44,0,1.0,False
19,96372106,2,10637314,4,60,0.0350191593170166,27,47,20,41,41,0,1.0,False
20,96372106,2,10637315,4,60,0.003988981246948242,17,37,20,23,23,0,1.0,False
21,96372106,2,10637316,4,60,0.013069629669189453,21,42,21,34,34,0,1.0,False
22,96372106,2,10637317,4,60,0.003989458084106445,16,35,19,28,28,0,1.0,False
23,96372106,2,10637318,4,60,0.004985332489013672,15,35,20,25,25,0,1.0,False
24,96372106,2,10637319,4,60,0.00498652458190918,22,49,27,39,39,0,1.0,False
25,96372106,2,10637320,4,60,0.0019884109497070312,11,25,14,14,14,0,1.0,False
26,96372106,2,10637321,4,60,0.003989458084106445,17,39,22,29,29,0,1.0,False
27,96372106,2,10637322,4,60,0.003989219665527344,11,35,24,26,26,0,1.0,False
28,96372106,2,10637323,4,60,0.007975339889526367,29,52,23,35,35,0,1.0,False
29,96372106,2,10637324,4,60,0.001993417739868164,9,18,9,11,11,0,1.0,False
30,96372106,2,10637325,4,60,0.0039899349212646484,15,35,20,21,21,0,1.0,False
31,96372106,2,10637326,4,60,0.005008220672607422,23,36,13,29,29,0,1.0,False
32,96372106,2,10637327,4,60,0.027988433837890625,20,32,12,23,23,0,1.0,False
33,96372106,2,10637328,4,60,0.013904333114624023,20,37,17,28,28,0,1.0,False
34,96372106,2,10637329,4,60,0.002988576889038086,14,25,11,17,17,0,1.0,False
35,96372106,2,10637330,4,60,0.001995086669921875,14,23,9,19,19,0,1.0,False
36,96372106,2,10637331,4,60,0.0029916763305664062,18,38,20,34,34,0,1.0,False
37,96372106,2,10637332,4,60,0.0029914379119873047,13,27,14,20,20,0,1.0,False
38,96372106,2,10637333,4,60,0.0029926300048828125,18,33,15,29,29,0,1.0,False
39,96372106,2,10637334,4,60,0.00498652458190918,16,38,22,32,32,0,1.0,False
40,96372106,2,10637335,4,60,0.0009970664978027344,8,9,1,8,8,0,1.0,False
41,96372106,2,10637336,4,60,0.006937980651855469,25,54,29,36,36,0,1.0,False
42,96372106,2,10637337,4,60,0.06310582160949707,19,35,16,25,25,0,1.0,False
43,96372106,2,10637338,4,60,0.026952028274536133,29,51,22,45,45,0,1.0,False
44,96372106,2,10637339,4,60,1.1091856956481934,16,31,15,30,30,0,1.0,False
45,96372106,2,10637340,4,60,0.004986763000488281,20,46,26,36,36,0,1.0,False
46,96372106,2,10637341,4,60,0.003989219665527344,21,40,19,30,30,0,1.0,False
47,96372106,2,10637342,4,60,0.0020689964294433594,12,24,12,17,17,0,1.0,False
48,96372106,2,10637343,4,60,0.002991199493408203,16,28,12,17,17,0,1.0,False
49,96372106,2,10637344,4,60,0.004984855651855469,17,39,22,26,26,0,1.0,False
50,96372106,2,10637345,4,60,0.015494108200073242,25,55,30,42,42,0,1.0,False
