Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,9,10637296,0,60,0.04288887977600098,45,45,0,45,45,0,0.0,True
2,96372106,9,10637297,0,60,0.08187055587768555,52,52,0,52,52,0,0.0,True
3,96372106,9,10637298,0,60,0.02792525291442871,49,49,0,49,49,0,0.0,True
4,96372106,9,10637299,0,60,0.04409003257751465,56,56,0,56,56,0,0.0,True
5,96372106,9,10637300,0,60,0.23901891708374023,64,64,0,64,64,0,0.0,True
6,96372106,9,10637301,0,60,0.06741929054260254,41,41,0,41,41,0,0.0,True
7,96372106,9,10637302,0,60,0.05577564239501953,62,62,0,62,62,0,0.0,True
8,96372106,9,10637303,0,60,0.05099821090698242,46,46,0,46,46,0,0.0,True
9,96372106,9,10637304,0,60,0.025549888610839844,38,38,0,38,38,0,0.0,True
10,96372106,9,10637305,0,60,0.11680865287780762,53,53,0,53,53,0,0.0,True
11,96372106,9,10637306,0,60,0.07713842391967773,51,51,0,51,51,0,0.0,True
12,96372106,9,10637307,0,60,0.08978128433227539,52,52,0,52,52,0,0.0,True
13,96372106,9,10637308,0,60,0.07475662231445312,59,59,0,59,59,0,0.0,True
14,96372106,9,10637309,0,60,0.05124831199645996,51,51,0,51,51,0,0.0,True
15,96372106,9,10637310,0,60,0.08125710487365723,55,55,0,55,55,0,0.0,True
16,96372106,9,10637311,0,60,0.044559478759765625,52,52,0,52,52,0,0.0,True
17,96372106,9,10637312,0,60,0.1462099552154541,43,43,0,43,43,0,0.0,True
18,96372106,9,10637313,0,60,0.051755428314208984,55,55,0,55,55,0,0.0,True
19,96372106,9,10637314,0,60,0.5501186847686768,57,57,0,57,57,0,0.0,True
20,96372106,9,10637315,0,60,0.06968474388122559,67,67,0,67,67,0,0.0,True
21,96372106,9,10637316,0,60,0.08250808715820312,54,54,0,54,54,0,0.0,True
22,96372106,9,10637317,0,60,0.04145359992980957,54,54,0,54,54,0,0.0,True
23,96372106,9,10637318,0,60,0.026958465576171875,42,42,0,42,42,0,0.0,True
24,96372106,9,10637319,0,60,0.115631103515625,55,55,0,55,55,0,0.0,True
25,96372106,9,10637320,0,60,0.028128862380981445,40,40,0,40,40,0,0.0,True
26,96372106,9,10637321,0,60,0.08138370513916016,46,46,0,46,46,0,0.0,True
27,96372106,9,10637322,0,60,0.1600666046142578,53,53,0,53,53,0,0.0,True
28,96372106,9,10637323,0,60,0.7345221042633057,59,59,0,59,59,0,0.0,True
29,96372106,9,10637324,0,60,0.05697488784790039,39,39,0,39,39,0,0.0,True
30,96372106,9,10637325,0,60,0.03784298896789551,47,47,0,47,47,0,0.0,True
31,96372106,9,10637326,0,60,0.07771468162536621,55,55,0,55,55,0,0.0,True
32,96372106,9,10637327,0,60,0.020003795623779297,44,44,0,44,44,0,0.0,True
33,96372106,9,10637328,0,60,0.3117196559906006,49,49,0,49,49,0,0.0,True
34,96372106,9,10637329,0,60,0.0473017692565918,52,52,0,52,52,0,0.0,True
35,96372106,9,10637330,0,60,0.035932302474975586,54,54,0,54,54,0,0.0,True
36,96372106,9,10637331,0,60,0.03458142280578613,42,42,0,42,42,0,0.0,True
37,96372106,9,10637332,0,60,0.030962705612182617,37,37,0,37,37,0,0.0,True
38,96372106,9,10637333,0,60,0.03702807426452637,49,49,0,49,49,0,0.0,True
39,96372106,9,10637334,0,60,0.06583976745605469,50,50,0,50,50,0,0.0,True
40,96372106,9,10637335,0,60,0.05571436882019043,42,42,0,42,42,0,0.0,True
41,96372106,9,10637336,0,60,0.060567617416381836,67,67,0,67,67,0,0.0,True
42,96372106,9,10637337,0,60,0.03890538215637207,38,38,0,38,38,0,0.0,True
43,96372106,9,10637338,0,60,0.03095078468322754,50,50,0,50,50,0,0.0,True
44,96372106,9,10637339,0,60,0.07405567169189453,61,61,0,61,61,0,0.0,True
45,96372106,9,10637340,0,60,0.4896543025970459,45,45,0,45,45,0,0.0,True
46,96372106,9,10637341,0,60,0.04490828514099121,48,48,0,48,48,0,0.0,True
47,96372106,9,10637342,0,60,0.06790637969970703,51,51,0,51,51,0,0.0,True
48,96372106,9,10637343,0,60,0.03390789031982422,43,43,0,43,43,0,0.0,True
49,96372106,9,10637344,0,60,0.13663315773010254,48,48,0,48,48,0,0.0,True
50,96372106,9,10637345,0,60,0.0729515552520752,59,59,0,59,59,0,0.0,True
